Wavelength	reference_blackTPU00000.asd
953	 4346.66516715162 
954	 4295.5541027801 
955	 4245.17630484249 
956	 4194.31068758425 
957	 4141.48214145199 
958	 4088.0200850003 
959	 4036.12153176578 
960	 3983.26118153831 
961	 3931.24991472776 
962	 3880.68699462813 
963	 3829.71524040551 
964	 3776.76123745995 
965	 3723.83916537531 
966	 6232.32158515293 
967	 6299.8685765918 
968	 6375.58429470265 
969	 6458.39311158649 
970	 6549.8809439184 
971	 6645.10904199196 
972	 6748.19374992634 
973	 6851.61602466747 
974	 6963.3056848239 
975	 7071.20845348629 
976	 7179.60722170809 
977	 7289.24465617271 
978	 7395.55318509494 
979	 7495.86767259747 
980	 7590.91136422795 
981	 7683.73521470985 
982	 7771.11153794854 
983	 7857.45385636176 
984	 7941.08549459104 
985	 8016.86349536364 
986	 8091.64821263965 
987	 8161.67335687465 
988	 8232.12294411066 
989	 8302.25190718332 
990	 8368.52887181302 
991	 8431.23517654659 
992	 8494.47789336098 
993	 8555.61781878177 
994	 8613.20079558733 
995	 8676.00377100861 
996	 8737.88609869369 
997	 8796.37165366744 
998	 8857.87387412867 
999	 8921.00507254316 
1000	 8981.98798311057 
1001	 9044.14298793348 
1002	 9107.6175072517 
1003	 9169.07393347866 
1004	 9230.09204066499 
1005	 9292.23262604974 
1006	 9356.57629238628 
1007	 9418.14390295523 
1008	 9479.61425509699 
1009	 9538.92399732739 
1010	 9596.42362524525 
1011	 9652.11281039779 
1012	 9709.88193860035 
1013	 9766.75991713454 
1014	 9823.38964309532 
1015	 9877.42404247578 
1016	 9928.32311817157 
1017	 9979.51907792534 
1018	 10027.8493304813 
1019	 10074.7713719176 
1020	 10121.8079264603 
1021	 10173.3865612195 
1022	 10227.8792217087 
1023	 10280.7478025323 
1024	 10334.7273527067 
1025	 10390.7137118331 
1026	 10444.7214812673 
1027	 10498.2848408971 
1028	 10554.7591982599 
1029	 10612.779671395 
1030	 10667.8920930011 
1031	 10721.9114348053 
1032	 10777.6598622832 
1033	 10832.0661164864 
1034	 10887.2037734836 
1035	 10942.5344206003 
1036	 10998.5298440279 
1037	 11053.4123451474 
1038	 11106.61044896 
1039	 11164.0485107539 
1040	 11219.5761906987 
1041	 11274.3724110843 
1042	 11328.0371556924 
1043	 11383.0711569924 
1044	 11432.5703368599 
1045	 11480.3443513071 
1046	 11526.8099566532 
1047	 11571.5997846401 
1048	 11616.8855383352 
1049	 11658.0494018259 
1050	 11700.2089846644 
1051	 11744.3854910035 
1052	 11785.3443951541 
1053	 11829.007901279 
1054	 11872.8038262806 
1055	 11914.0750283684 
1056	 11956.2852819051 
1057	 11996.4297009917 
1058	 12034.6702763573 
1059	 12073.9003071077 
1060	 12112.0942654281 
1061	 12150.1950621133 
1062	 12188.3037941233 
1063	 12227.1582594739 
1064	 12264.713026609 
1065	 12303.6531064406 
1066	 12345.842138353 
1067	 12388.4257206452 
1068	 12431.9050904408 
1069	 12475.6305573044 
1070	 12521.0556840064 
1071	 12566.2088030927 
1072	 12611.4860908899 
1073	 12660.1660156473 
1074	 12708.7495448012 
1075	 12756.0319056507 
1076	 12807.7102133215 
1077	 12864.4009775348 
1078	 12917.2872471282 
1079	 12968.5499484006 
1080	 13024.0181439999 
1081	 13077.0624074407 
1082	 13135.9395808055 
1083	 13201.8430089673 
1084	 13267.5735092602 
1085	 13331.9102640967 
1086	 13398.1200245745 
1087	 13462.1504798256 
1088	 13531.2340049089 
1089	 13606.5236473582 
1090	 13685.1539408344 
1091	 13765.6245332789 
1092	 13850.2901713296 
1093	 13936.869848537 
1094	 14021.7110943435 
1095	 14117.0218218292 
1096	 14218.1579550707 
1097	 14323.6996017709 
1098	 14438.2463044663 
1099	 14553.5199129777 
1100	 14670.4599090547 
1101	 14793.3425998606 
1102	 14920.7338035176 
1103	 15051.12971364 
1104	 15185.4580430492 
1105	 15325.7284033301 
1106	 15464.9074570029 
1107	 15607.5769487262 
1108	 15757.1904261508 
1109	 15909.9655612675 
1110	 16068.7808078233 
1111	 16234.9136976048 
1112	 16403.311156636 
1113	 16576.6063995822 
1114	 16750.9612267343 
1115	 16927.5624120476 
1116	 17109.6614911121 
1117	 17294.8098241548 
1118	 17483.2724768175 
1119	 17675.8748615604 
1120	 17873.6005708777 
1121	 18073.9991632746 
1122	 18279.3058056468 
1123	 18493.8335063819 
1124	 18707.1465879118 
1125	 18922.7838355366 
1126	 19139.0563448136 
1127	 19357.4710247191 
1128	 19577.9406388819 
1129	 19797.9839294932 
1130	 20020.7159770199 
1131	 20240.1222204932 
1132	 20458.7369237946 
1133	 20675.8922240218 
1134	 20892.0605338897 
1135	 21106.2452413122 
1136	 21320.7863330304 
1137	 21530.1362812338 
1138	 21736.716846371 
1139	 21940.0306129251 
1140	 22137.8016259839 
1141	 22335.8941847688 
1142	 22532.8320148512 
1143	 22726.9817677959 
1144	 22919.6146119663 
1145	 23109.9830192505 
1146	 23298.6533004998 
1147	 23483.5043691583 
1148	 23665.4498816807 
1149	 23844.5089627159 
1150	 24022.7079080043 
1151	 24198.8024969383 
1152	 24370.6141212876 
1153	 24542.5489392985 
1154	 24706.5317563409 
1155	 24863.3516166684 
1156	 25018.784542844 
1157	 25171.0363608226 
1158	 25318.2732893063 
1159	 25463.3240183555 
1160	 25601.4262880277 
1161	 25735.606585759 
1162	 25861.4728339743 
1163	 25978.6768231885 
1164	 26093.0125753658 
1165	 26198.8297012374 
1166	 26303.6571253098 
1167	 26406.5823515133 
1168	 26506.4761488803 
1169	 26599.4173177609 
1170	 26689.5399107248 
1171	 26774.11436326 
1172	 26852.2608470396 
1173	 26928.8990308407 
1174	 27002.1503754957 
1175	 27071.7649802081 
1176	 27137.4720432219 
1177	 27201.5354949994 
1178	 27262.7961931979 
1179	 27320.1353331373 
1180	 27374.5684515078 
1181	 27426.265542804 
1182	 27472.2579010854 
1183	 27520.1176037958 
1184	 27567.6780363559 
1185	 27613.0168730405 
1186	 27657.7056309437 
1187	 27700.2434438231 
1188	 27738.6576367791 
1189	 27778.5602905595 
1190	 27818.2110397592 
1191	 27858.4904083946 
1192	 27895.4438164753 
1193	 27932.6780195911 
1194	 27968.5284915799 
1195	 27998.7834977554 
1196	 28028.4364256641 
1197	 28057.1067772258 
1198	 28082.8057936956 
1199	 28105.8218332618 
1200	 28126.54808404 
1201	 28145.3347611747 
1202	 28162.4697734214 
1203	 28178.06488211 
1204	 28188.9217968847 
1205	 28195.3171480166 
1206	 28202.0982784562 
1207	 28204.3837461639 
1208	 28208.4359192551 
1209	 28214.4015599978 
1210	 28218.5210968509 
1211	 28221.7386586833 
1212	 28223.7274894013 
1213	 28223.9502011359 
1214	 28223.4719217076 
1215	 28223.3644209045 
1216	 28221.464439019 
1217	 28218.3693057153 
1218	 28215.4524312832 
1219	 28214.7151919362 
1220	 28214.0573813153 
1221	 28210.9004220618 
1222	 28210.0007602722 
1223	 28204.7673779815 
1224	 28192.0731868535 
1225	 28186.8046302912 
1226	 28182.3002073528 
1227	 28180.4032601456 
1228	 28185.2999212051 
1229	 28184.0749861938 
1230	 28179.8444440107 
1231	 28179.5316308715 
1232	 28178.3692061866 
1233	 28178.0770400408 
1234	 28181.0828936531 
1235	 28183.3604632589 
1236	 28184.7548792593 
1237	 28185.329136247 
1238	 28188.9899360064 
1239	 28194.804768933 
1240	 28202.8192426129 
1241	 28214.0480588444 
1242	 28226.3541843258 
1243	 28240.9048164952 
1244	 28257.5336188046 
1245	 28273.9694000184 
1246	 28289.4567722415 
1247	 28306.0062207944 
1248	 28324.720701037 
1249	 28344.2134380916 
1250	 28367.0300808344 
1251	 28395.4942133609 
1252	 28421.8112047264 
1253	 28448.5338827602 
1254	 28475.8564473614 
1255	 28503.7791913669 
1256	 28532.3298481992 
1257	 28560.9461650691 
1258	 28591.5208159677 
1259	 28625.0840536446 
1260	 28654.553632358 
1261	 28684.168372579 
1262	 28712.3335848163 
1263	 28735.7123491201 
1264	 28760.1533375793 
1265	 28783.2742478975 
1266	 28805.2183722547 
1267	 28826.3459481907 
1268	 28842.8936995934 
1269	 28853.9902307216 
1270	 28859.2516540095 
1271	 28857.2554655275 
1272	 28846.3830665992 
1273	 28831.989487752 
1274	 28814.7515462921 
1275	 28789.066166988 
1276	 28761.1603323923 
1277	 28731.6849964382 
1278	 28694.6653773467 
1279	 28651.2245482797 
1280	 28602.153519168 
1281	 28550.327807249 
1282	 28487.8345196616 
1283	 28430.6937507271 
1284	 28374.4340954737 
1285	 28316.0392628849 
1286	 28257.3944564022 
1287	 28197.2254075863 
1288	 28134.0542421283 
1289	 28072.9962019438 
1290	 28014.9517028112 
1291	 27963.2691647611 
1292	 27915.1586507583 
1293	 27873.0402583607 
1294	 27831.8549898614 
1295	 27791.5912505214 
1296	 27760.5592386095 
1297	 27732.1076444394 
1298	 27710.3614747352 
1299	 27696.4531271668 
1300	 27684.3651460198 
1301	 27679.7481799721 
1302	 27682.6830322648 
1303	 27688.9543266327 
1304	 27700.8475364407 
1305	 27713.7765521652 
1306	 27726.2516085154 
1307	 27743.0273550435 
1308	 27761.8069954892 
1309	 27782.8425147789 
1310	 27808.7758561811 
1311	 27835.1322800485 
1312	 27861.36320215 
1313	 27888.4591941789 
1314	 27917.0060504103 
1315	 27943.8847288351 
1316	 27976.608458545 
1317	 28011.9423256006 
1318	 28051.1224024889 
1319	 28095.211571793 
1320	 28138.80818714 
1321	 28186.3642254385 
1322	 28237.2425245403 
1323	 28292.5194940292 
1324	 28355.6425303041 
1325	 28424.5143432294 
1326	 28502.8318194858 
1327	 28585.6901913026 
1328	 28670.3433258158 
1329	 28763.0762948563 
1330	 28862.597676144 
1331	 28963.3516206913 
1332	 29068.1110667331 
1333	 29178.8481396529 
1334	 29290.5837004091 
1335	 29408.4125298009 
1336	 29532.9825295632 
1337	 29656.7591973965 
1338	 29782.5801327603 
1339	 29912.5791216975 
1340	 30042.8856498615 
1341	 30174.9059380027 
1342	 30303.944665752 
1343	 30426.3777364145 
1344	 30543.8583275514 
1345	 30657.1869355931 
1346	 30766.9765675529 
1347	 30868.7622612772 
1348	 30965.6048911222 
1349	 31053.5500200175 
1350	 31134.3775196432 
1351	 31205.3127702945 
1352	 31264.9111129547 
1353	 31322.313867865 
1354	 31370.1091856504 
1355	 31418.7062114714 
1356	 31473.3146848647 
1357	 31529.663362119 
1358	 31594.7959512368 
1359	 31671.6177528573 
1360	 31753.7825416137 
1361	 31850.9014518617 
1362	 31967.3800490828 
1363	 32097.5357787273 
1364	 32248.2664261695 
1365	 32412.8762900706 
1366	 32592.2271548666 
1367	 32777.7006805759 
1368	 32966.4060202085 
1369	 33151.0940622151 
1370	 33327.883954467 
1371	 33488.3579960949 
1372	 33620.9120913188 
1373	 33729.3459598677 
1374	 33798.8758473306 
1375	 33834.4215330147 
1376	 33836.6762047827 
1377	 33813.8727564787 
1378	 33771.5658894474 
1379	 33717.5512993985 
1380	 33651.1310577956 
1381	 33581.7430089889 
1382	 33519.3602727235 
1383	 33456.9297746559 
1384	 33416.12674052 
1385	 33386.7772787549 
1386	 33365.7347764244 
1387	 33359.8641691056 
1388	 33360.736553301 
1389	 33373.047133201 
1390	 33396.6246293431 
1391	 33428.356162375 
1392	 33478.2595293813 
1393	 33539.5991180838 
1394	 33618.6643111101 
1395	 33716.5634138909 
1396	 33827.4562688657 
1397	 33945.2094976171 
1398	 34070.7162426742 
1399	 34196.6192029321 
1400	 34321.1518636639 
1401	 34448.8631487773 
1402	 34567.6354372738 
1403	 34676.1091840529 
1404	 34776.6544114302 
1405	 34854.8696845502 
1406	 34926.6905370573 
1407	 34993.2296058906 
1408	 35047.2819752768 
1409	 35104.2553833149 
1410	 35156.4928414596 
1411	 35199.4156141942 
1412	 35243.6186468047 
1413	 35280.2912249019 
1414	 35309.3627429979 
1415	 35337.9379960953 
1416	 35358.7869567465 
1417	 35377.1016394672 
1418	 35392.4048971744 
1419	 35396.8520898316 
1420	 35397.8184982593 
1421	 35394.0985037612 
1422	 35381.1882748864 
1423	 35366.8631471071 
1424	 35348.7904004878 
1425	 35322.8755373564 
1426	 35292.3467036345 
1427	 35257.0287350153 
1428	 35218.9105590794 
1429	 35175.5140416242 
1430	 35133.2934811091 
1431	 35091.6871646569 
1432	 35042.3586914258 
1433	 34994.4513322587 
1434	 34947.3232673823 
1435	 34898.2660621159 
1436	 34850.4344945607 
1437	 34802.4426673582 
1438	 34754.5120667421 
1439	 34705.7869660524 
1440	 34661.760091531 
1441	 34623.2251507478 
1442	 34582.9579814689 
1443	 34544.533733953 
1444	 34505.716580095 
1445	 34466.9808458144 
1446	 34426.0811493478 
1447	 34389.0794909202 
1448	 34356.1745735273 
1449	 34320.3254298211 
1450	 34285.5180269988 
1451	 34248.9373369609 
1452	 34211.1492342968 
1453	 34169.6295432356 
1454	 34125.7550487619 
1455	 34078.2281317415 
1456	 34026.429754046 
1457	 33973.6105259278 
1458	 33920.6768917348 
1459	 33865.2659236234 
1460	 33807.1568518152 
1461	 33746.1442798884 
1462	 33686.9507462078 
1463	 33625.6513607714 
1464	 33561.1904864477 
1465	 33499.0595460052 
1466	 33432.3582988149 
1467	 33366.5347838197 
1468	 33305.1884961698 
1469	 33243.0522672084 
1470	 33186.1230710788 
1471	 33132.5074982668 
1472	 33077.9757210441 
1473	 33024.6011929974 
1474	 32971.9722457013 
1475	 32921.6219963064 
1476	 32874.6785392334 
1477	 32831.3966573424 
1478	 32786.65710457 
1479	 32741.4097045102 
1480	 32700.3065966199 
