Wavelength	2mm_blackTPU00000.asd
350	-1.88754427489082 
351	-1.7681469173255 
352	-1.5591197441247 
353	-2.20141344170506 
354	-1.75695566751009 
355	-0.4641554152342 
356	 0.69371292590189 
357	-0.489600085395949 
358	-1.10030356769164 
359	-0.517034268968603 
360	-1.54713089273845E-02 
361	 1.04761013981577 
362	 1.65841186547577 
363	 0.854134108338311 
364	-0.963022246009779 
365	-0.775860883700217 
366	 1.14730300794524 
367	 0.274429921916208 
368	 1.39097654806547 
369	 2.24342448549442 
370	-0.487390082868619 
371	-1.14813101941933 
372	-0.976189745590038 
373	-1.04920948235238 
374	-1.12258787576145 
375	-0.257197782027766 
376	 0.502217702344034 
377	-0.658937628096949 
378	-1.24175026564141 
379	-0.60561244337263 
380	 0.679075577602736 
381	-0.728209172411289 
382	-1.07159560522368 
383	 1.42365610611742E-02 
384	 1.13846985260994E-02 
385	-0.205851985646622 
386	-0.744186506057545 
387	-1.51026773767135 
388	-0.436172145290262 
389	 4.08434096199939E-02 
390	-0.751787946598668 
391	-0.564479083083145 
392	-0.266667227987963 
393	 0.26483302201735 
394	 1.2567498021267 
395	 0.857071945415508 
396	-0.389240867442028 
397	-1.43962164488912 
398	-0.774720291389039 
399	 0.60246436807544 
400	 1.53343634862596 
401	 0.708802116228352 
402	-0.260659537509729 
403	-1.17959252419424 
404	-1.84176684446594 
405	-0.198932358652653 
406	 0.921589568332096 
407	 0.359093771087044 
408	-0.428734213000519 
409	-0.678340117364188 
410	-0.984797191483968 
411	-2.27479229392303 
412	-1.5219070141328 
413	-0.179844782338092 
414	 0.23932072049385 
415	-0.273712990657983 
416	-0.780247444618696 
417	-0.994127157325833 
418	-1.1973151523011 
419	-1.25540767274642 
420	-0.277543794471033 
421	 1.94012294837291 
422	 0.636650657124085 
423	-0.49094346896424 
424	 0.555272870879765 
425	 2.15285755693569 
426	 0.719042217928484 
427	-1.92719450956995 
428	-1.05953418575434 
429	-0.141595052670575 
430	-2.42389410894827E-02 
431	-0.659924668567838 
432	-0.522075175315118 
433	-0.258704697285497 
434	-0.154891060593804 
435	-1.63861765529461E-02 
436	 0.492437841495385 
437	 0.841487504222909 
438	 0.249724168990664 
439	-0.768886900299708 
440	-2.48779471871526 
441	-3.96483564708466 
442	 0.167921930896126 
443	 0.531253913599375 
444	-2.79785519710416 
445	-1.23545118177278 
446	-1.23590012620656 
447	-2.39968740723608 
448	-2.61216015101023 
449	-1.60572068823979 
450	-8.48030215088144E-02 
451	 0.989982832741158 
452	 1.70204244964726E-02 
453	-0.478395895475541 
454	-0.285465318483388 
455	-0.651400629494058 
456	 0.585493625769354 
457	 1.31746293293796 
458	-0.382521487667822 
459	-0.527835096314485 
460	-0.54015457964822 
461	-1.19208369876609 
462	-1.76212118630999 
463	-1.6114981554259 
464	-0.90540766278332 
465	-0.369171339618064 
466	-1.14527371909506 
467	-1.9548178348808 
468	-1.63216813398718 
469	-1.69720628819067 
470	-1.1936863333675 
471	-0.263220365584942 
472	-0.986074156863667 
473	-0.911581991346889 
474	-0.551032361335934 
475	-1.54787063976917 
476	-1.25128482532446 
477	-0.105835626564581 
478	 0.78291323032487 
479	-7.95263362145862E-02 
480	-0.771391401736002 
481	-0.82483875979853 
482	-1.84937919260396 
483	-2.68008576051909 
484	-2.2657365506058 
485	-0.052750936667397 
486	-1.73109844717142 
487	-3.16630790230678 
488	-1.14801011301243 
489	-1.09469590294986 
490	-1.34483744056978 
491	-1.03115942195377 
492	-0.18937756607203 
493	-1.12934410612643 
494	-2.48893917396661 
495	-1.6700547042859 
496	-2.21390191687121 
497	-1.99905745504369 
498	 5.94315990405393E-02 
499	-1.47240480721852 
500	-2.34451219842179 
501	-1.54311757039195 
502	-2.30089117949461 
503	-1.55450610834483 
504	-0.329487690352883 
505	-1.09076663373313 
506	-2.35262139251438 
507	-2.61318200454865 
508	-1.29173033843507 
509	-0.752796098678265 
510	-0.571298138388557 
511	-0.64905597885002 
