Wavelength	reference_whiteABS00000.asd
706	 14679.7956535054 
707	 14752.0938599685 
708	 14829.4373735646 
709	 14904.5774384621 
710	 14971.4297913239 
711	 15036.0169917342 
712	 15097.4181937397 
713	 15155.9254139104 
714	 15213.1716661004 
715	 15269.5699326797 
716	 15322.9694557062 
717	 15371.1951563843 
718	 15424.2915036612 
719	 15476.4478566618 
720	 15522.4343537362 
721	 15566.5112506253 
722	 15608.3211910947 
723	 15648.51745972 
724	 15689.0059864254 
725	 15730.6501357741 
726	 15774.6769124164 
727	 15821.4051485856 
728	 15860.9093256691 
729	 15899.2791177541 
730	 15941.31692632 
731	 15977.0402464683 
732	 16018.5908821838 
733	 16066.9172273746 
734	 16107.9840233335 
735	 16145.1290670703 
736	 16180.0430410802 
737	 16213.9271656411 
738	 16241.2827714981 
739	 16265.1587932365 
740	 16288.913202257 
741	 16311.5400996929 
742	 16334.7797470054 
743	 16357.4588206032 
744	 16373.9168437238 
745	 16392.7822352189 
746	 16409.6841432975 
747	 16416.1924336948 
748	 16428.6726485421 
749	 16440.0740173148 
750	 16444.0493378136 
751	 16450.4203000888 
752	 16453.0650134076 
753	 16451.0831767966 
754	 16450.5760251184 
755	 16448.6756741739 
756	 16443.2959906385 
757	 16432.167609957 
758	 16412.5641269122 
759	 16381.0634205782 
760	 16342.5233304916 
761	 16328.1760524027 
762	 16317.9744524791 
763	 16304.2414355287 
764	 16293.8532588554 
765	 16281.2512383624 
766	 16265.0765943782 
767	 16244.9602333322 
768	 16214.7678961982 
769	 16182.2752802025 
770	 16152.9056251133 
771	 16119.9369553887 
772	 16086.5204680839 
773	 16052.9490978072 
774	 16016.6128902035 
775	 15980.1855601199 
776	 15943.5324689513 
777	 15905.448724162 
778	 15864.8027621002 
779	 15819.5405105952 
780	 15769.8764400755 
781	 15721.6508834255 
782	 15672.2771239283 
783	 15620.2517400244 
784	 15564.7268034736 
785	 15509.6366980403 
786	 15454.6335318897 
787	 15398.4590476314 
788	 15342.9843025464 
789	 15284.3511260152 
790	 15222.9911724039 
791	 15170.4515943665 
792	 15110.1436017103 
793	 15041.7714886941 
794	 14975.0008003085 
795	 14905.3910769708 
796	 14834.704640244 
797	 14765.7518582295 
798	 14701.0287799922 
799	 14634.7214639361 
800	 14564.6556831359 
801	 14494.3128275689 
802	 14425.7243145886 
803	 14359.1667702918 
804	 14293.5144073182 
805	 14225.1080600361 
806	 14154.2834552946 
807	 14081.5578922895 
808	 14004.5840227443 
809	 13931.2279637397 
810	 13860.844734599 
811	 13783.2335144062 
812	 13711.5822146642 
813	 13641.0594698611 
814	 13563.3037532792 
815	 13490.391919712 
816	 13416.4288656542 
817	 13338.8732230056 
818	 13267.0368027244 
819	 13192.7007772556 
820	 13114.7454185005 
821	 13036.4113406894 
822	 12952.1934742265 
823	 12867.1243888835 
824	 12787.1865933824 
825	 12711.9860867587 
826	 12637.6763840508 
827	 12563.3480452901 
828	 12493.013638433 
829	 12418.1804605472 
830	 12335.4485108304 
831	 12244.1963585711 
832	 12147.8044096611 
833	 12050.0709387375 
834	 11955.1703009009 
835	 11868.0821246589 
836	 11790.2088661978 
837	 11720.8746018228 
838	 11657.5574799523 
839	 11605.2964460804 
840	 11557.2534933797 
841	 11504.6408703099 
842	 11445.5912248274 
843	 11379.0613200085 
844	 11306.3607149203 
845	 11231.7452243091 
846	 11159.4123942192 
847	 11087.410755028 
848	 11011.659693962 
849	 10938.6558836 
850	 10865.3081793717 
851	 10789.9824520131 
852	 10717.9342403776 
853	 10646.2310137654 
854	 10575.3241017072 
855	 10507.8362712501 
856	 10437.2947236234 
857	 10366.3946445978 
858	 10297.6905898796 
859	 10223.8927283929 
860	 10149.1375369563 
861	 10076.6886844302 
862	 10008.5538941955 
863	 9940.94325123562 
864	 9872.81032523588 
865	 9803.93694430817 
866	 9732.57105651002 
867	 9662.83166195414 
868	 9596.15791829414 
869	 9527.54260083214 
870	 9460.9353770011 
871	 9395.19902183123 
872	 9327.01995189621 
873	 9260.01937528386 
874	 9193.02524420218 
875	 9124.50743410858 
876	 9053.70654198175 
877	 8983.92898537107 
878	 8915.79726445008 
879	 8847.72827220074 
880	 8778.93773708804 
881	 8712.9772149209 
882	 8651.69115127326 
883	 8585.67077005571 
884	 8522.99210586822 
885	 8463.14306281425 
886	 8394.99694716146 
887	 8328.0330277935 
888	 8262.92702859368 
889	 8198.08472384467 
890	 8134.85078662005 
891	 8070.59793251701 
892	 8004.71845374911 
893	 7940.22406301131 
894	 7873.89406907768 
895	 7806.98201099091 
896	 7742.04593179772 
897	 7677.2422136371 
898	 7612.54329455844 
899	 7548.0395030182 
900	 7483.60597657004 
901	 7420.09816616791 
902	 7357.48331410728 
903	 7295.22531799801 
904	 7232.66604370962 
905	 7170.76517160874 
906	 7109.83065740619 
907	 7048.3175974135 
908	 6984.93529035097 
909	 6921.06342631195 
910	 6859.36319894589 
911	 6795.03341659536 
912	 6731.22494747934 
913	 6670.6760120141 
914	 6612.03090798079 
915	 6552.12498883269 
916	 6490.00846936647 
917	 6426.66671404274 
918	 6367.40065928493 
919	 6307.5525673767 
920	 6244.11277138745 
921	 6184.68265501267 
922	 6124.04860723797 
923	 6061.96385903249 
924	 6001.75206237475 
925	 5943.06186250744 
926	 5885.99689869471 
927	 5829.4751449907 
928	 5768.85265216408 
929	 5707.50456768445 
930	 5645.19358037487 
931	 5579.36753102396 
932	 5516.30248957044 
933	 5453.84214261923 
934	 5390.11827586695 
935	 5329.07395802832 
936	 5270.19152404806 
937	 5213.11930927973 
938	 5157.36956028162 
939	 5099.88605950591 
940	 5041.81689184163 
941	 4984.45314093841 
942	 4927.05101389455 
943	 4870.14590299085 
944	 4813.44029561381 
945	 4756.27184256448 
946	 4700.52572679668 
947	 4646.1084222812 
948	 4592.51849803289 
949	 4539.19292755755 
950	 4485.95915435918 
951	 4433.04594565016 
952	 4380.87707370518 
953	 4328.93952022296 
954	 4278.21701795243 
955	 4228.71763778539 
956	 4178.27537613332 
957	 4125.65676656022 
958	 4071.77553219304 
959	 4018.54548599554 
960	 3966.07942189738 
961	 3914.25827479724 
962	 3862.86631487149 
963	 3811.65623474356 
964	 3760.25509457009 
965	 3708.73622168435 
966	 6225.8770060348 
967	 6297.0311155745 
968	 6375.31946478985 
969	 6457.86304671196 
970	 6545.43709048485 
971	 6640.5277409991 
972	 6745.44769650931 
973	 6848.65875778498 
974	 6959.81297289806 
975	 7068.72780959131 
976	 7179.05830424459 
977	 7284.28834093593 
978	 7390.56209032085 
979	 7497.5452215258 
980	 7596.25907843958 
981	 7688.62334708689 
982	 7774.04612713774 
983	 7858.49393695475 
984	 7941.36704181145 
985	 8020.82499062731 
986	 8094.86404331617 
987	 8165.41502431209 
988	 8232.98763814828 
989	 8291.23325922184 
990	 8354.19792257004 
991	 8417.92864329297 
992	 8481.49993479189 
993	 8545.39479451926 
994	 8609.53094817593 
995	 8672.73243767473 
996	 8734.02109232896 
997	 8793.14259520046 
998	 8854.59841691557 
999	 8918.22248961995 
1000	 8979.86153579784 
1001	 9039.1769824619 
1002	 9096.23760431961 
1003	 9155.08803008989 
1004	 9215.31017594786 
1005	 9276.9095762458 
1006	 9345.47606348667 
1007	 9408.7431954283 
1008	 9469.85460687074 
1009	 9529.5032042783 
1010	 9590.30055826242 
1011	 9645.94657576423 
1012	 9701.41408852791 
1013	 9757.84149882389 
1014	 9811.01151002297 
1015	 9864.72842435613 
1016	 9917.38781123883 
1017	 9968.28111209234 
1018	 10021.9991620484 
1019	 10074.976777631 
1020	 10125.6924615605 
1021	 10177.6902972966 
1022	 10230.2197875975 
1023	 10281.7891665142 
1024	 10332.2624968242 
1025	 10384.717479384 
1026	 10438.7659787511 
1027	 10491.3130797559 
1028	 10546.5683232308 
1029	 10603.9908179279 
1030	 10656.2529220486 
1031	 10708.3180650285 
1032	 10760.4846645254 
1033	 10814.2978326084 
1034	 10875.2930143316 
1035	 10933.5819377104 
1036	 10991.120831657 
1037	 11051.4626253039 
1038	 11105.5019215508 
1039	 11159.2319408968 
1040	 11213.2485105697 
1041	 11265.7424500348 
1042	 11316.5657288773 
1043	 11366.2348142325 
1044	 11418.5079600708 
1045	 11469.9796169104 
1046	 11518.2552192364 
1047	 11567.4353053721 
1048	 11618.9614732006 
1049	 11664.9149515436 
1050	 11707.8355411866 
1051	 11750.8893950077 
1052	 11788.9409957993 
1053	 11825.9916725901 
1054	 11867.5035209332 
1055	 11911.5178196283 
1056	 11954.5981117329 
1057	 11995.143987547 
1058	 12035.8976874401 
1059	 12073.6577776295 
1060	 12105.671395381 
1061	 12141.2305050538 
1062	 12176.2525533029 
1063	 12213.8085873652 
1064	 12253.4059995808 
1065	 12293.2130941048 
1066	 12336.1205816271 
1067	 12379.5998473666 
1068	 12420.6730921068 
1069	 12464.8449738695 
1070	 12512.2835261924 
1071	 12557.5960441336 
1072	 12604.5386886613 
1073	 12654.684006424 
1074	 12702.5976548679 
1075	 12745.542392412 
1076	 12797.2874768314 
1077	 12855.2439292921 
1078	 12908.5798037677 
1079	 12963.1573507464 
1080	 13019.1890374115 
1081	 13067.9157274513 
1082	 13127.4204917024 
1083	 13196.0713317312 
1084	 13265.9700145442 
1085	 13332.3285308615 
1086	 13399.8775215209 
1087	 13463.8456953602 
1088	 13527.7843637018 
1089	 13600.0615928201 
1090	 13680.2593730522 
1091	 13761.9457162992 
1092	 13849.0596908093 
1093	 13937.0039767246 
1094	 14025.9780532633 
1095	 14119.8254866429 
1096	 14214.7757292331 
1097	 14318.0450442943 
1098	 14427.641151263 
1099	 14541.8839773947 
1100	 14663.1769610256 
1101	 14786.5137900555 
1102	 14912.4604573253 
1103	 15044.3464702942 
1104	 15181.2493111458 
1105	 15322.3134571804 
1106	 15466.6304782726 
1107	 15614.2330349887 
1108	 15761.0985905225 
1109	 15912.9831644395 
1110	 16070.0513510593 
1111	 16231.5132836378 
1112	 16396.6356760218 
1113	 16567.8912440283 
1114	 16739.8579106467 
1115	 16913.7331359787 
1116	 17092.7447656566 
1117	 17274.3032459864 
1118	 17460.487132678 
1119	 17651.9832922053 
1120	 17846.4280300622 
1121	 18043.4658565562 
1122	 18245.7755688842 
1123	 18451.7781039265 
1124	 18662.9571291563 
1125	 18881.7053741695 
1126	 19101.7604549697 
1127	 19320.739009486 
1128	 19543.8819852063 
1129	 19762.9079218767 
1130	 19978.5841630242 
1131	 20197.6915247523 
1132	 20418.7261251079 
1133	 20637.4551618332 
1134	 20857.3916393105 
1135	 21074.1642543605 
1136	 21290.8359903948 
1137	 21501.9511629488 
1138	 21710.4969408108 
1139	 21915.3554539481 
1140	 22114.5255690518 
1141	 22312.8039661145 
1142	 22506.9230312885 
1143	 22702.1742480817 
1144	 22899.0031184725 
1145	 23090.5055119227 
1146	 23281.1732044842 
1147	 23467.9287946363 
1148	 23650.7214045108 
1149	 23827.6405172632 
1150	 24003.9512287717 
1151	 24178.6463894704 
1152	 24349.3102450806 
1153	 24516.7229973643 
1154	 24681.1775257307 
1155	 24843.4759719566 
1156	 25000.4052495736 
1157	 25155.1983495707 
1158	 25302.308791751 
1159	 25442.1652718486 
1160	 25580.0525311001 
1161	 25714.2809638451 
1162	 25842.2348634501 
1163	 25968.6506456119 
1164	 26085.8345895528 
1165	 26193.1818050462 
1166	 26297.1911896728 
1167	 26395.3186584472 
1168	 26487.3829889449 
1169	 26576.8797919286 
1170	 26666.3211965923 
1171	 26752.556894745 
1172	 26837.3479764898 
1173	 26916.9550158418 
1174	 26994.9475358342 
1175	 27065.3343260009 
1176	 27128.3829544154 
1177	 27191.2421886857 
1178	 27249.8067637864 
1179	 27305.8973128188 
1180	 27360.0723610426 
1181	 27411.8803532221 
1182	 27457.8088194624 
1183	 27505.5152168039 
1184	 27554.3049410287 
1185	 27599.7263643174 
1186	 27644.9648591546 
1187	 27686.3630348416 
1188	 27721.0834439301 
1189	 27758.8090872169 
1190	 27796.4125752445 
1191	 27832.9556415213 
1192	 27871.9611324464 
1193	 27908.0557198339 
1194	 27939.4502842893 
1195	 27971.7534695807 
1196	 28003.0032880159 
1197	 28033.9598709771 
1198	 28060.892046354 
1199	 28086.2072778163 
1200	 28110.2001228728 
1201	 28131.7277830246 
1202	 28150.7388013879 
1203	 28171.1364955208 
1204	 28183.8410670187 
1205	 28188.4562734481 
1206	 28194.5098611805 
1207	 28195.2324359709 
1208	 28199.2164563235 
1209	 28206.5567362874 
1210	 28210.6444954772 
1211	 28215.1787333545 
1212	 28216.0517220995 
1213	 28214.3016086781 
1214	 28208.7519625679 
1215	 28205.798054594 
1216	 28204.1863427787 
1217	 28199.0232275409 
1218	 28193.5603707296 
1219	 28188.7121297671 
1220	 28183.7616875143 
1221	 28181.8194402538 
1222	 28185.7277283253 
1223	 28184.521556639 
1224	 28180.8835780887 
1225	 28178.9037009579 
1226	 28176.5801065693 
1227	 28174.3240339864 
1228	 28173.2291242703 
1229	 28171.8702839468 
1230	 28169.0247980863 
1231	 28167.0948313199 
1232	 28164.2179005459 
1233	 28165.0115389508 
1234	 28168.0936153667 
1235	 28171.2517348493 
1236	 28175.4202076596 
1237	 28184.0143691462 
1238	 28189.0624146529 
1239	 28195.6327760031 
1240	 28207.2571330918 
1241	 28213.6464339633 
1242	 28223.9984251378 
1243	 28235.3287141002 
1244	 28243.0924943898 
1245	 28258.7141816144 
1246	 28274.9554907548 
1247	 28292.7104707969 
1248	 28315.7523713944 
1249	 28337.0761065454 
1250	 28358.5697298627 
1251	 28379.5146323733 
1252	 28403.4030355124 
1253	 28426.612724223 
1254	 28454.0453476313 
1255	 28486.5207990546 
1256	 28518.391081683 
1257	 28553.7521802879 
1258	 28584.566850698 
1259	 28613.6417844213 
1260	 28643.3875466692 
1261	 28670.8019164327 
1262	 28699.2472144133 
1263	 28731.2942880685 
1264	 28758.0923980313 
1265	 28781.7347123966 
1266	 28806.384196005 
1267	 28822.4567756003 
1268	 28833.4380280776 
1269	 28839.8284102066 
1270	 28838.7999436262 
1271	 28840.6000062519 
1272	 28839.2902750711 
1273	 28830.3634549206 
1274	 28816.4523792562 
1275	 28793.909392438 
1276	 28763.7116927599 
1277	 28726.9193312388 
1278	 28687.8463326197 
1279	 28642.1184145536 
1280	 28585.1932836917 
1281	 28533.0039600322 
1282	 28480.3039952356 
1283	 28423.8833495483 
1284	 28365.9689365964 
1285	 28308.8966016084 
1286	 28247.3531352293 
1287	 28188.3856787334 
1288	 28130.8824319967 
1289	 28074.9371868485 
1290	 28019.634207793 
1291	 27965.2623830948 
1292	 27915.9861531249 
1293	 27870.804780222 
1294	 27827.8755241654 
1295	 27787.5075889009 
1296	 27751.3155060251 
1297	 27725.340445877 
1298	 27706.2009426459 
1299	 27691.2288929037 
1300	 27680.4795702101 
1301	 27672.2149484357 
1302	 27668.4370713691 
1303	 27672.7475829979 
1304	 27684.5710015638 
1305	 27698.4663591975 
1306	 27714.5087527511 
1307	 27732.176933559 
1308	 27753.5937911872 
1309	 27776.3961880314 
1310	 27799.0564156998 
1311	 27825.0472403969 
1312	 27851.4518712917 
1313	 27878.046199926 
1314	 27905.7512842059 
1315	 27932.969027856 
1316	 27964.5164092503 
1317	 27996.0725289567 
1318	 28034.0236059624 
1319	 28077.1303157931 
1320	 28124.3576352387 
1321	 28174.3698870494 
1322	 28228.0165012717 
1323	 28286.6472488984 
1324	 28351.4966706505 
1325	 28421.4353096935 
1326	 28495.1612819948 
1327	 28573.4914617937 
1328	 28655.4428620617 
1329	 28742.9973450861 
1330	 28836.7190095573 
1331	 28934.1330171621 
1332	 29039.0924952479 
1333	 29150.5362130671 
1334	 29264.9229972362 
1335	 29382.6208290184 
1336	 29502.4192426951 
1337	 29626.6668801388 
1338	 29756.5619039753 
1339	 29886.0605192568 
1340	 30012.0151491079 
1341	 30140.4256711216 
1342	 30264.4905058466 
1343	 30384.201058971 
1344	 30502.7002991477 
1345	 30608.9235731844 
1346	 30706.1040292269 
1347	 30795.580945522 
1348	 30876.2687186821 
1349	 30949.885877167 
1350	 31016.9173724206 
1351	 31072.5491380833 
1352	 31116.7674101337 
1353	 31158.7280019869 
1354	 31190.6956162482 
1355	 31221.4195590352 
1356	 31257.624122311 
1357	 31296.2424124919 
1358	 31342.0839138329 
1359	 31403.2703432712 
1360	 31472.9006754544 
1361	 31556.6128758214 
1362	 31662.1982738787 
1363	 31784.7422859118 
1364	 31933.7119277796 
1365	 32098.332152564 
1366	 32277.5917058009 
1367	 32470.696715494 
1368	 32666.4768418668 
1369	 32858.4824795355 
1370	 33046.6744779008 
1371	 33209.113740753 
1372	 33344.4325350826 
1373	 33456.8052156044 
1374	 33525.4356371272 
1375	 33563.6202910127 
1376	 33567.4427215579 
1377	 33543.39358346 
1378	 33493.3207243602 
1379	 33426.2781059284 
1380	 33352.2153606673 
1381	 33276.1085843998 
1382	 33212.3567574261 
1383	 33156.4444931359 
1384	 33114.6949499021 
1385	 33086.24050744 
1386	 33072.7675185067 
1387	 33072.5175229104 
1388	 33084.2359776174 
1389	 33105.0120277816 
1390	 33135.9686814929 
1391	 33174.9951565539 
1392	 33231.0491564442 
1393	 33297.8171132899 
1394	 33379.2045640685 
1395	 33477.3473214407 
1396	 33582.3368664305 
1397	 33698.7692562163 
1398	 33825.6282367733 
1399	 33956.9136512542 
1400	 34087.3842496232 
1401	 34215.2568227989 
1402	 34335.9971656242 
1403	 34445.5673778851 
1404	 34546.8363132377 
1405	 34630.4936732752 
1406	 34706.3662396443 
1407	 34775.4949493435 
1408	 34835.9545743182 
1409	 34898.1261682568 
1410	 34957.0377673889 
1411	 35013.3317376701 
1412	 35063.8874892317 
1413	 35107.1782073954 
1414	 35149.3629881962 
1415	 35182.3838017528 
1416	 35210.2641328583 
1417	 35237.1379011212 
1418	 35252.1089266599 
1419	 35261.7029223273 
1420	 35270.5858157415 
1421	 35271.6888581034 
1422	 35267.3102611391 
1423	 35259.8238674075 
1424	 35246.0134119567 
1425	 35225.2081471344 
1426	 35200.9040518061 
1427	 35173.1614954625 
1428	 35139.592907502 
1429	 35099.3752932922 
1430	 35056.4155615526 
1431	 35011.0040961353 
1432	 34961.4211830577 
1433	 34913.418580494 
1434	 34864.956103511 
1435	 34815.0080933911 
1436	 34767.0523840506 
1437	 34720.2975320487 
1438	 34674.842397109 
1439	 34630.5688218872 
1440	 34589.2206679298 
1441	 34548.8858841602 
1442	 34510.6283465252 
1443	 34477.7441531734 
1444	 34443.0646551548 
1445	 34407.5648349901 
1446	 34374.3161262602 
1447	 34337.3543580709 
1448	 34295.8253472522 
1449	 34257.5966833035 
1450	 34219.1922338671 
1451	 34179.9344235947 
1452	 34142.3026734029 
1453	 34101.6413548714 
1454	 34056.5237936298 
1455	 34011.2094155646 
1456	 33964.7582623754 
1457	 33918.1749052287 
1458	 33867.9538117418 
1459	 33816.4080251827 
1460	 33761.3581863117 
1461	 33700.2657436541 
1462	 33640.5785320293 
1463	 33580.0091900591 
1464	 33514.0831219915 
1465	 33449.3407813549 
1466	 33388.4848525558 
1467	 33326.6946897121 
1468	 33262.4273878853 
1469	 33200.5803561219 
1470	 33139.7991058557 
1471	 33080.8049919209 
1472	 33029.5795914174 
1473	 32982.9016315289 
1474	 32937.4181426678 
1475	 32887.8942981577 
1476	 32838.3001082846 
1477	 32789.2101259489 
