Wavelength	reference_whiteABS00000.asd
1478	 32740.2755980871 
1479	 32696.1922407461 
1480	 32652.0990949819 
1481	 32609.7661840623 
1482	 32568.7389968387 
1483	 32527.2158914876 
1484	 32485.8886478904 
1485	 32445.2930470563 
1486	 32402.7806070078 
1487	 32359.1634773514 
1488	 32319.7137094615 
1489	 32278.5605805268 
1490	 32238.5577938115 
1491	 32200.9355793472 
1492	 32160.4606609994 
1493	 32120.9766155836 
1494	 32081.0274019103 
1495	 32041.2525775676 
1496	 32001.2483023854 
1497	 31960.6205627838 
1498	 31920.5871321596 
1499	 31876.6613708157 
1500	 31836.0055826724 
1501	 31798.6700122406 
1502	 31757.9522705798 
1503	 31719.5491065265 
1504	 31678.5063765844 
1505	 31634.9188000496 
1506	 31593.5476036228 
1507	 31548.686136448 
1508	 31507.7921145023 
1509	 31467.9617453006 
1510	 31426.8261406432 
1511	 31391.1692778733 
1512	 31353.0445386631 
1513	 31313.6255770419 
1514	 31274.6555993219 
1515	 31233.9961234244 
1516	 31191.7133357839 
1517	 31149.0329013133 
1518	 31107.4144422302 
1519	 31064.625279764 
1520	 31022.0505945386 
1521	 30979.06197456 
1522	 30934.6905414734 
1523	 30891.0783858994 
1524	 30847.781890166 
1525	 30804.8279537626 
1526	 30759.8121293721 
1527	 30712.4029408191 
1528	 30669.531156356 
1529	 30625.9608439461 
1530	 30579.3574622785 
1531	 30534.2101836397 
1532	 30484.2639321698 
1533	 30431.9457193798 
1534	 30385.2572824501 
1535	 30339.5928173298 
1536	 30294.3948964782 
1537	 30249.5287987144 
1538	 30197.803245698 
1539	 30144.7547661844 
1540	 30092.5062878283 
1541	 30038.2330446793 
1542	 29987.0498781085 
1543	 29936.5974678775 
1544	 29884.6528263949 
1545	 29834.2500389019 
1546	 29783.1169958423 
1547	 29733.061463392 
1548	 29684.8744478239 
1549	 29631.714648276 
1550	 29576.7415074091 
1551	 29523.1044978307 
1552	 29464.7920761174 
1553	 29405.2383021295 
1554	 29345.4955538181 
1555	 29283.3138026814 
1556	 29224.6896892722 
1557	 29166.9954410854 
1558	 29108.2984368784 
1559	 29052.4341433979 
1560	 28993.6337229875 
1561	 28932.8853604084 
1562	 28875.0345619589 
1563	 28814.6547881084 
1564	 28754.627250978 
1565	 28696.15332045 
1566	 28635.9881564386 
1567	 28573.1760532228 
1568	 28507.4416368798 
1569	 28443.7301888245 
1570	 28379.4278412503 
1571	 28314.9632063111 
1572	 28250.778281986 
1573	 28183.3207599648 
1574	 28117.2655430939 
1575	 28053.3109817694 
1576	 27989.1616105303 
1577	 27922.9157094684 
1578	 27853.8414439987 
1579	 27782.0933279623 
1580	 27710.1585420469 
1581	 27642.2238667317 
1582	 27573.7469940879 
1583	 27505.6884532084 
1584	 27439.5205239347 
1585	 27369.3880262475 
1586	 27300.2714816391 
1587	 27231.1715040651 
1588	 27156.3419873613 
1589	 27082.5758384428 
1590	 27010.0606338337 
1591	 26936.3904612942 
1592	 26865.6050603898 
1593	 26791.9883976841 
1594	 26716.624655365 
1595	 26642.4137873024 
1596	 26566.9881100303 
1597	 26495.5055242239 
1598	 26423.5627902929 
1599	 26352.1488895335 
1600	 26280.7340964681 
1601	 26203.2319110548 
1602	 26124.6651370831 
1603	 26045.4935722379 
1604	 25967.3712479063 
1605	 25892.967801367 
1606	 25819.7713062174 
1607	 25743.4743005833 
1608	 25666.3845509689 
1609	 25586.1357226014 
1610	 25500.5945296748 
1611	 25417.9427037848 
1612	 25332.4622067359 
1613	 25246.8003067883 
1614	 25165.3539808607 
1615	 25081.547101405 
1616	 24999.9682014105 
1617	 24916.8033789523 
1618	 24831.2520164119 
1619	 24747.6140227024 
1620	 24658.868689011 
1621	 24568.3167146552 
1622	 24479.2079951463 
1623	 24386.4505773422 
1624	 24292.106915385 
1625	 24199.7401105915 
1626	 24105.1723331996 
1627	 24006.7447421067 
1628	 23910.2378442348 
1629	 23813.2094303632 
1630	 23715.0179353737 
1631	 23621.1836996267 
1632	 23528.8849798905 
1633	 23439.0919769025 
1634	 23351.5113682336 
1635	 23264.3971364241 
1636	 23177.4757065346 
1637	 23091.8907971845 
1638	 23009.0211513475 
1639	 22925.1011734424 
1640	 22840.8771154222 
1641	 22758.4119413014 
1642	 22679.3219281636 
1643	 22595.6923660735 
1644	 22512.6449184448 
1645	 22425.0442918083 
1646	 22332.5780580832 
1647	 22237.5890352081 
1648	 22138.9970161541 
1649	 22040.356677332 
1650	 21938.6980420122 
1651	 21837.0899470898 
1652	 21737.2437667419 
1653	 21632.3649550712 
1654	 21527.8242639189 
1655	 21414.3832386011 
1656	 21297.9748974459 
1657	 21170.6325220395 
1658	 21036.1985824186 
1659	 20890.6458504783 
1660	 20732.8993417554 
1661	 20571.5748921677 
1662	 20401.2864353082 
1663	 20226.805090909 
1664	 20045.6519230347 
1665	 19863.535050864 
1666	 19672.7238789279 
1667	 19489.3410839409 
1668	 19303.9955848168 
1669	 19129.1008201523 
1670	 18955.8432103974 
1671	 18798.0153355669 
1672	 18649.7595392923 
1673	 18513.0361369397 
1674	 18389.576441092 
1675	 18272.0720715987 
1676	 18162.7642683212 
1677	 18063.5867786031 
1678	 17973.3106618181 
1679	 17892.2857059407 
1680	 17823.6583659381 
1681	 17755.0011835676 
1682	 17692.419217781 
1683	 17634.7309648796 
1684	 17580.4861549895 
1685	 17534.9696581205 
1686	 17493.2017097915 
1687	 17454.4730890272 
1688	 17417.889662958 
1689	 17384.7237409211 
1690	 17352.7159440785 
1691	 17326.0394035284 
1692	 17295.0394193435 
1693	 17263.5522876478 
1694	 17230.275594261 
1695	 17191.5874791386 
1696	 17156.0637016555 
1697	 17120.5948471056 
1698	 17087.0030845294 
1699	 17055.0742612531 
1700	 17024.4295322402 
1701	 16996.1008681623 
1702	 16967.2324707899 
1703	 16939.2214627876 
1704	 16911.3615124816 
1705	 16884.2319730783 
1706	 16855.7035675606 
1707	 16826.1198098061 
1708	 16798.2538356152 
1709	 16772.0443113613 
1710	 16741.7490458687 
1711	 16709.7794601164 
1712	 16679.7233890619 
1713	 16647.5559678003 
1714	 16615.8398339611 
1715	 16587.6016091902 
1716	 16555.7645372868 
1717	 16519.2388918847 
1718	 16486.9728348093 
1719	 16456.5291074625 
1720	 16425.3206878093 
1721	 16393.8155091885 
1722	 16365.782817728 
1723	 16339.0107904419 
1724	 16312.0057564038 
1725	 16287.9902685738 
1726	 16262.3565110726 
1727	 16234.1579591205 
1728	 16208.1544232635 
1729	 16182.3215712838 
1730	 16156.3647374565 
1731	 16134.144092877 
1732	 16115.5241134289 
1733	 16093.4723331996 
1734	 16068.3937763748 
1735	 16046.7377082309 
1736	 16024.9909374513 
1737	 16004.6250335442 
1738	 15989.6462541217 
1739	 15970.5664184049 
1740	 15945.600332072 
1741	 15927.4283653901 
1742	 15912.8846189033 
1743	 15895.8253062037 
1744	 15882.7156952858 
1745	 15867.1264818749 
1746	 15845.6167414925 
1747	 15829.9691518376 
1748	 15816.7561769298 
1749	 15805.3376844803 
1750	 15798.8003202529 
1751	 15787.7846022149 
1752	 15776.4144669458 
1753	 15764.841883537 
1754	 15750.5557146217 
1755	 15738.2955681802 
1756	 9352.98530179753 
1757	 9474.96886188021 
1758	 9588.52756032985 
1759	 9708.48899450747 
1760	 9839.98429116274 
1761	 9961.44563165857 
1762	 10075.5658833099 
1763	 10196.4780771269 
1764	 10313.0266268885 
1765	 10417.1071412011 
1766	 10542.0904666603 
1767	 10685.1042499786 
1768	 10813.734220689 
1769	 10947.1989370313 
1770	 11080.880111045 
1771	 11195.2765944258 
1772	 11295.8132090672 
1773	 11417.108320534 
1774	 11548.1362033949 
1775	 11675.9780399785 
1776	 11815.4964694337 
1777	 11942.8368511501 
1778	 12062.6599078175 
1779	 12186.800882078 
1780	 12297.9947479678 
1781	 12425.6012919452 
1782	 12578.8303934776 
1783	 12705.2377492377 
1784	 12826.8941859853 
1785	 12945.3304986307 
1786	 13067.1054139032 
1787	 13169.9300490637 
1788	 13291.2520871811 
1789	 13419.3635822439 
1790	 13543.2388304104 
1791	 13668.8307382684 
1792	 13784.4481513059 
1793	 13911.5616867716 
1794	 14037.0898814679 
1795	 14166.7742574747 
1796	 14289.4701675811 
1797	 14415.9292281308 
1798	 14534.246562008 
1799	 14637.2698364962 
1800	 14745.4730013758 
1801	 14864.0674274443 
1802	 14964.4360616792 
1803	 15061.4135384863 
1804	 15164.7864426806 
1805	 15252.0138125263 
1806	 15316.5288488662 
1807	 15393.0977687242 
1808	 15468.1975309043 
1809	 15529.7068274185 
1810	 15595.5156365792 
1811	 15640.0741370584 
1812	 15680.3180810054 
1813	 15704.6099864741 
1814	 15738.3860923498 
1815	 15758.5319433209 
1816	 15794.7123809429 
1817	 15841.8671698494 
1818	 15888.0795318406 
1819	 15942.1865283965 
1820	 16000.0710416839 
1821	 16040.0891021704 
1822	 16073.0384027757 
1823	 16101.96029681 
1824	 16113.7090529203 
1825	 16133.8826439014 
1826	 16163.4185671228 
1827	 16179.4374957564 
1828	 16187.0411006048 
1829	 16193.2985212785 
1830	 16201.3481868762 
1831	 16194.5401537385 
1832	 16209.7793865783 
1833	 16228.7622127078 
1834	 16264.9054447636 
1835	 16325.425566948 
1836	 16374.0161523465 
1837	 16427.6785362848 
1838	 16485.2970592191 
1839	 16545.0392619092 
1840	 16595.4819455575 
1841	 16654.7947914644 
1842	 16722.3941886051 
1843	 16790.9328755439 
1844	 16864.9488044017 
1845	 16931.115604718 
1846	 17011.8063806462 
1847	 17068.5368173746 
1848	 17099.943594576 
1849	 17131.5869717438 
1850	 17183.5154832372 
1851	 17240.1302395822 
1852	 17303.6298448061 
1853	 17404.9214973354 
1854	 17465.3766034653 
1855	 17518.7911258707 
1856	 17550.4912401598 
1857	 17560.0078467453 
1858	 17564.848530918 
1859	 17553.1853267504 
1860	 17523.4536720162 
1861	 17504.6328133448 
1862	 17467.2380378968 
1863	 17436.0094340469 
1864	 17399.7041825082 
1865	 17378.5597562182 
1866	 17339.2782193864 
1867	 17340.1530229608 
1868	 17362.2248702491 
1869	 17401.9282543459 
1870	 17453.7078938749 
1871	 17563.5902039911 
1872	 17689.6851929765 
1873	 17824.4433439091 
1874	 17972.3402960331 
1875	 18115.6923776206 
1876	 18239.6892356905 
1877	 18355.2330470422 
1878	 18443.7395394052 
1879	 18520.0845513196 
1880	 18573.9763021007 
1881	 18597.7796453218 
1882	 18603.8300579987 
1883	 18593.8159789969 
1884	 18560.0885693434 
1885	 18514.4716618976 
1886	 18471.8581382389 
1887	 18436.2058431923 
1888	 18401.9979203606 
1889	 18372.934225067 
1890	 18339.6024808428 
1891	 18293.4146671403 
1892	 18235.4805900546 
1893	 18168.0564146266 
1894	 18095.9701442438 
1895	 18024.926107437 
1896	 17952.8773598947 
1897	 17887.1298933314 
1898	 17812.3345819844 
1899	 17762.7024157069 
1900	 17725.8094939577 
1901	 17699.6111046641 
1902	 17687.5632188227 
1903	 17691.01313905 
1904	 17705.9763589548 
1905	 17722.0795734127 
1906	 17732.6004004645 
1907	 17746.6392902878 
1908	 17758.0964738098 
1909	 17757.6789700395 
1910	 17768.4160946288 
1911	 17794.4112201987 
1912	 17806.9543570183 
1913	 17812.5609923113 
1914	 17825.0791063438 
1915	 17834.5925383024 
1916	 17831.8257015396 
1917	 17843.5545566722 
1918	 17863.1192560151 
1919	 17888.665919566 
1920	 17924.4908849409 
1921	 17958.9531925915 
1922	 18000.1912972384 
1923	 18039.8898601328 
1924	 18077.6796731397 
1925	 18118.453041287 
1926	 18172.443378724 
1927	 18211.9700044624 
1928	 18236.9560172375 
1929	 18253.1786946405 
1930	 18263.5244312123 
1931	 18251.8929188496 
1932	 18253.866399767 
1933	 18257.6353959385 
1934	 18262.5630845867 
1935	 18267.6674920257 
1936	 18272.8651607536 
1937	 18279.7828766234 
1938	 18286.818607083 
1939	 18293.7623641508 
1940	 18300.9222196745 
1941	 18306.7043852591 
1942	 18316.7687783498 
1943	 18316.5276137015 
1944	 18312.4731168064 
1945	 18302.4591330334 
1946	 18283.2903115036 
1947	 18265.6642748308 
1948	 18244.7835129657 
1949	 18223.8010363028 
1950	 18196.5347757699 
1951	 18176.810241577 
1952	 18168.0772867072 
1953	 18145.2027951173 
1954	 18123.2010740466 
1955	 18105.4019031774 
1956	 18078.8340820269 
1957	 18043.1543644317 
1958	 18007.6252155739 
1959	 17969.0762127129 
1960	 17930.9743541621 
1961	 17895.6780520605 
1962	 17848.9127439017 
1963	 17801.233913465 
1964	 17744.7848302888 
1965	 17675.4915726513 
1966	 17598.9150988006 
1967	 17530.7657756625 
1968	 17459.7714088937 
1969	 17394.2776422643 
1970	 17335.9751451574 
1971	 17272.6778038411 
1972	 17211.2263778993 
1973	 17144.9435616977 
1974	 17073.9608587644 
1975	 17004.2328153664 
1976	 16937.3887496397 
1977	 16863.3362893879 
1978	 16787.1753026185 
1979	 16707.2069104032 
1980	 16623.3725630618 
1981	 16530.082862344 
1982	 16441.1400930831 
1983	 16351.0692933931 
1984	 16261.5618853525 
1985	 16171.9921004408 
1986	 16082.404603472 
1987	 15997.2310146743 
1988	 15905.4216872978 
1989	 15805.0452718558 
1990	 15711.1506718924 
1991	 15618.4524150976 
1992	 15521.3762405674 
1993	 15431.7072967925 
1994	 15348.2127358425 
1995	 15259.5974179814 
1996	 15171.2579023509 
1997	 15078.3147010912 
1998	 14981.9158486152 
1999	 14886.6011315691 
2000	 14785.7422032863 
2001	 14690.509065878 
2002	 14604.3638711788 
2003	 14507.4254495172 
2004	 14401.9291178944 
2005	 14303.8894726038 
2006	 14211.023093356 
2007	 14117.896502251 
2008	 14021.0276284416 
2009	 13936.97987468 
2010	 13846.1252259666 
2011	 13744.6048111943 
2012	 13648.5868580812 
2013	 13559.4482177436 
2014	 13464.5759527396 
2015	 13362.9840702952 
2016	 13269.3560444111 
2017	 13180.9646314613 
2018	 13090.1744157399 
2019	 13001.1498442029 
2020	 12909.5076310709 
2021	 12816.7397190334 
2022	 12730.0039195181 
2023	 12644.567495264 
2024	 12567.0918774521 
2025	 12488.5261017787 
2026	 12412.8977529925 
2027	 12333.8261702203 
2028	 12252.7277350234 
2029	 12175.5909548055 
2030	 12100.0946853662 
2031	 12027.3684798581 
2032	 11957.0313065135 
2033	 11890.8925657472 
2034	 11821.68841191 
2035	 11746.5617178133 
2036	 11674.7060797027 
2037	 11602.9110099762 
2038	 11534.8344673942 
2039	 11476.2643489875 
2040	 11427.5562609436 
2041	 11371.3408141259 
2042	 11309.9898577588 
2043	 11240.6347152625 
2044	 11181.8038671228 
2045	 11119.5239201343 
2046	 11067.7619549676 
2047	 11031.7043071445 
2048	 10987.5860027164 
2049	 10944.7105580521 
2050	 10894.6755461748 
2051	 10848.5319939255 
2052	 10803.2988528999 
2053	 10756.2987395279 
2054	 10705.0699465522 
2055	 10646.8894230177 
2056	 10599.8489089188 
2057	 10550.275377894 
2058	 10501.3783258671 
2059	 10456.4727443402 
2060	 10414.4973224054 
2061	 10369.0500201687 
2062	 10325.467211484 
2063	 10281.3514584017 
2064	 10237.7949232891 
2065	 10190.8038138814 
2066	 10140.781802905 
2067	 10100.2762551665 
2068	 10049.4172498244 
2069	 9999.51497295506 
2070	 9952.2867352383 
2071	 9891.0953799023 
2072	 9826.50483483762 
2073	 9763.34116422656 
2074	 9699.70934579147 
2075	 9641.04559519452 
2076	 9592.44980524864 
2077	 9556.35083024207 
2078	 9515.30924755587 
2079	 9487.70749425584 
2080	 9445.27980414119 
2081	 9394.41177820812 
2082	 9343.83827386037 
2083	 9290.83824836115 
2084	 9232.82256165598 
2085	 9180.8332864478 
2086	 9139.65743923669 
2087	 9100.66996508242 
2088	 9058.25689560392 
2089	 9024.3551908905 
2090	 8982.82786513165 
2091	 8929.65325650955 
2092	 8875.83496094846 
2093	 8820.72147399554 
2094	 8770.94712560776 
2095	 8722.4875633567 
2096	 8686.52130735441 
2097	 8636.80351077836 
2098	 8586.11048258026 
2099	 8519.23082432108 
2100	 8445.4944249187 
2101	 8378.97021038713 
2102	 8315.20789873554 
2103	 8257.13894400274 
2104	 8212.38243744616 
2105	 8153.04070293581 
2106	 8089.6286908613 
2107	 8035.56394408485 
2108	 7963.15820663826 
2109	 7896.68542971711 
2110	 7840.66564762082 
2111	 7776.49563452777 
2112	 7721.34183240032 
2113	 7669.38547325043 
2114	 7612.74363660349 
2115	 7555.14291397336 
2116	 7493.37159465101 
2117	 7425.00348949628 
2118	 7360.84962074305 
2119	 7294.53097378825 
2120	 7226.69987915744 
2121	 7174.11871189607 
2122	 7132.36349934957 
2123	 7090.25036656972 
2124	 7047.55032597481 
2125	 7002.75124706921 
2126	 6948.67829563571 
2127	 6890.09824425953 
2128	 6842.7442352554 
2129	 6790.84422993217 
2130	 6739.42286064669 
2131	 6707.12539164916 
2132	 6675.96962953218 
2133	 6642.24570712313 
2134	 6614.37088464925 
2135	 6585.73524119862 
2136	 6549.97175526889 
2137	 6520.85200274684 
2138	 6502.07148268388 
2139	 6479.93121438695 
2140	 6456.40005670825 
2141	 6433.99754611018 
2142	 6416.68183323609 
2143	 6383.57087159122 
2144	 6354.09234511191 
2145	 6339.57822728216 
2146	 6326.3856820606 
2147	 6322.43131433261 
2148	 6329.62939047524 
2149	 6343.24161124431 
2150	 6357.77959346367 
2151	 6375.34655834 
2152	 6396.19677617443 
2153	 6413.53808714787 
2154	 6442.56396243721 
2155	 6486.3650549652 
2156	 6536.50698318203 
2157	 6588.67099563228 
2158	 6635.74265193839 
2159	 6680.60242120796 
2160	 6722.29524293763 
2161	 6766.99173398161 
2162	 6797.49711087225 
2163	 6820.49894734078 
2164	 6837.73057420318 
2165	 6845.01637285985 
2166	 6854.51614538267 
2167	 6882.40055769261 
2168	 6915.58795735821 
2169	 6947.03034542917 
2170	 6979.78825827484 
2171	 7002.68360359492 
2172	 7023.5829404614 
2173	 7049.54995509984 
2174	 7075.72024881966 
2175	 7108.58337796729 
2176	 7130.16598032901 
2177	 7152.79662138497 
2178	 7180.77227617391 
2179	 7200.40475008575 
2180	 7229.57175188475 
2181	 7260.07779901591 
2182	 7292.16632757469 
2183	 7318.6046013815 
2184	 7347.54642371546 
2185	 7363.66358163332 
2186	 7371.69470940125 
2187	 7372.12828172604 
2188	 7364.97372955972 
2189	 7349.62748592854 
2190	 7325.76394590297 
2191	 7291.04018484929 
2192	 7261.19714490136 
2193	 7232.32115116969 
2194	 7212.53578560177 
2195	 7198.45892702474 
2196	 7168.83250159141 
2197	 7150.67899375022 
2198	 7123.41891841531 
2199	 7089.52499220716 
2200	 7077.00027716858 
2201	 7056.14949799899 
2202	 7038.05196099588 
2203	 7040.75716369772 
2204	 7043.26516188344 
2205	 7037.51185256323 
2206	 7032.19595460333 
2207	 7025.08784294824 
2208	 7008.68056958827 
2209	 6992.27646434884 
2210	 6973.79489790295 
2211	 6946.79469159153 
2212	 6933.86719834581 
2213	 6928.41551601662 
2214	 6920.12739615929 
2215	 6928.40787368682 
2216	 6912.50514283435 
2217	 6878.67237609367 
2218	 6846.51581495481 
2219	 6804.45706184046 
2220	 6766.10899322664 
2221	 6727.85111300758 
2222	 6698.45118659922 
2223	 6665.5750610503 
2224	 6617.20705191141 
2225	 6569.60758158854 
2226	 6512.98256953068 
2227	 6452.56136439148 
2228	 6411.07847456636 
2229	 6371.98812589984 
2230	 6333.01222434047 
2231	 6297.91894212817 
2232	 6252.4642914538 
2233	 6202.81252800763 
2234	 6158.87741261827 
2235	 6109.63695324925 
2236	 6065.15274455147 
2237	 6031.60713738381 
2238	 5992.94183116607 
2239	 5952.71090572949 
2240	 5908.6629455761 
2241	 5861.10838636123 
2242	 5822.80849808165 
2243	 5786.58673567229 
2244	 5760.28893842915 
2245	 5725.55722508649 
2246	 5686.36195118433 
2247	 5649.12941519677 
2248	 5607.99048717465 
2249	 5574.94356648145 
2250	 5550.25038487184 
2251	 5524.02850661258 
2252	 5499.24678888663 
2253	 5473.89560893262 
2254	 5446.03269603746 
2255	 5417.92465704064 
2256	 5392.58764326298 
2257	 5366.24908514199 
2258	 5326.77136985852 
2259	 5306.5917629677 
2260	 5273.35240048919 
2261	 5240.57363785055 
2262	 5218.33106083078 
2263	 5189.25666483379 
2264	 5167.91755114762 
2265	 5138.0909297269 
2266	 5116.66314480465 
2267	 5090.74263466934 
2268	 5055.65290819062 
2269	 5029.77310376429 
2270	 4996.69784116808 
2271	 4965.85730962743 
2272	 4934.61275559787 
2273	 4906.24030510815 
2274	 4870.70187586986 
2275	 4823.84743964009 
2276	 4788.762244495 
2277	 4746.70764016378 
2278	 4706.18927823648 
2279	 4672.94630577374 
2280	 4634.47721666928 
2281	 4597.90922030708 
2282	 4560.34504704261 
2283	 4523.2608278883 
2284	 4488.13371958353 
2285	 4451.9076213436 
2286	 4420.52372417228 
2287	 4398.23994909047 
2288	 4371.28951538996 
2289	 4344.9524305041 
2290	 4313.92888455479 
2291	 4279.68170731733 
2292	 4241.60055064451 
2293	 4194.97663567054 
2294	 4157.58590131368 
2295	 4118.26781750714 
2296	 4088.60394543162 
2297	 4073.26383060578 
2298	 4052.67419203115 
2299	 4032.69384317232 
2300	 4012.73268565157 
2301	 3996.17675690152 
2302	 3968.17221869449 
2303	 3935.4041527285 
2304	 3906.33593563466 
2305	 3866.14808052718 
2306	 3834.2893471899 
2307	 3809.37258173046 
2308	 3786.02403773086 
2309	 3765.47805509521 
2310	 3746.74590323368 
2311	 3727.01273036781 
2312	 3703.19953900592 
2313	 3677.13479519927 
2314	 3644.0195817409 
2315	 3617.30362299553 
2316	 3600.17848488624 
2317	 3571.24892990594 
2318	 3551.06348147086 
2319	 3525.37541620666 
2320	 3492.35495190517 
2321	 3468.55752995214 
2322	 3439.42671594943 
2323	 3412.67275649128 
2324	 3384.87742704549 
2325	 3350.13746631732 
2326	 3306.53368429899 
2327	 3263.12932074689 
2328	 3226.3872478002 
2329	 3182.74975368527 
2330	 3152.79102975232 
2331	 3134.47898025865 
2332	 3093.49721530089 
2333	 3060.92898791491 
2334	 3038.58834238558 
2335	 2999.11558751051 
2336	 2971.74073810197 
2337	 2943.45437604749 
2338	 2903.51854603087 
2339	 2874.85105480842 
2340	 2841.67376830311 
2341	 2810.4197003952 
2342	 2781.34553474886 
2343	 2746.37008255273 
2344	 2715.59268581281 
2345	 2683.6855176528 
2346	 2657.5037279501 
2347	 2633.14799654065 
2348	 2606.97424293444 
2349	 2584.86768096666 
2350	 2562.54710028738 
2351	 2543.73242099059 
2352	 2529.43599129166 
2353	 2516.62017609602 
2354	 2502.37407851393 
2355	 2479.92383461473 
2356	 2450.99160290677 
2357	 2420.5984260433 
2358	 2388.01884618036 
2359	 2361.24174829368 
2360	 2346.71424612093 
2361	 2326.00020348704 
2362	 2307.35490369108 
2363	 2293.68138984214 
2364	 2264.72507318435 
2365	 2240.77097958497 
2366	 2215.75941513578 
2367	 2187.44678003219 
2368	 2170.39528800764 
2369	 2149.71126419935 
2370	 2135.93728609253 
2371	 2123.41722621269 
2372	 2097.46488322929 
2373	 2078.82778339179 
2374	 2054.90750105539 
2375	 2017.95134872669 
2376	 1995.51109544682 
2377	 1979.86106025156 
2378	 1966.28470014266 
2379	 1962.19803932544 
2380	 1954.7217367995 
2381	 1941.62293915498 
2382	 1923.09058330377 
2383	 1902.80111206104 
2384	 1881.99669664701 
2385	 1849.88302123455 
2386	 1819.93876393193 
2387	 1793.37201574647 
2388	 1765.73697186497 
2389	 1749.13780301116 
2390	 1727.58180131137 
2391	 1705.28584983136 
2392	 1692.48845632282 
2393	 1680.03399459498 
2394	 1674.33191763785 
2395	 1676.95979453858 
2396	 1674.15248987152 
2397	 1662.12085929059 
2398	 1647.50362641335 
2399	 1616.31187915098 
2400	 1581.44262184904 
2401	 1556.44900500026 
2402	 1534.44497509203 
2403	 1528.55385300644 
2404	 1527.1197890811 
2405	 1521.40338442959 
2406	 1508.59791978797 
2407	 1493.37517298764 
2408	 1472.59571954995 
2409	 1442.5930075371 
2410	 1431.30687526811 
2411	 1419.31151662187 
2412	 1401.10960633502 
2413	 1391.69035559403 
2414	 1377.87487954665 
2415	 1356.91951250118 
2416	 1336.43047687548 
2417	 1320.24493029521 
2418	 1297.42989068948 
2419	 1273.99649231423 
2420	 1256.56056605617 
2421	 1236.9426479105 
2422	 1219.68695157316 
2423	 1211.92206615053 
2424	 1210.63435212405 
2425	 1211.53767568389 
2426	 1213.32512162809 
2427	 1204.38614280439 
2428	 1184.54142783863 
2429	 1168.05496791471 
2430	 1147.01514792475 
2431	 1128.15435307896 
2432	 1120.62920334519 
2433	 1105.41728970948 
2434	 1098.15824045142 
2435	 1102.97100374783 
2436	 1096.01143247647 
2437	 1093.78464302789 
2438	 1089.19730497596 
2439	 1077.11206640622 
2440	 1072.99926878117 
2441	 1064.07817078638 
2442	 1048.71488936825 
2443	 1033.4569952714 
2444	 1013.01148004362 
2445	 987.535870939852 
2446	 971.230496112511 
2447	 948.361355025582 
2448	 931.912799932192 
2449	 928.533242492899 
2450	 921.94025790751 
2451	 925.442232024586 
2452	 916.57139546674 
2453	 904.623293168942 
2454	 902.261205067849 
2455	 893.78259009074 
2456	 884.454824845766 
2457	 885.78573314761 
2458	 872.899823728963 
2459	 855.021186764514 
2460	 851.677742713102 
2461	 826.419641831838 
2462	 812.510838521955 
2463	 806.876552685498 
2464	 787.487177429671 
2465	 785.254676078044 
2466	 775.315523324296 
2467	 754.890668577293 
2468	 753.72435532307 
2469	 752.855808858355 
2470	 754.401325739679 
2471	 764.390309318584 
2472	 767.090559899366 
2473	 759.461861494146 
2474	 758.076920214855 
2475	 755.506891143722 
2476	 747.799524723416 
2477	 737.450161914372 
2478	 714.744929425906 
2479	 694.730962260955 
2480	 678.605112058513 
2481	 669.500497441358 
2482	 669.280568439586 
2483	 668.645224541722 
2484	 663.712934557598 
2485	 659.174049602051 
2486	 652.995219397173 
2487	 631.335738042693 
2488	 618.080495005417 
2489	 602.708860603604 
2490	 585.018499614443 
2491	 581.639648053669 
2492	 562.598038506173 
2493	 541.177142946387 
2494	 522.096521406135 
2495	 498.372943452698 
2496	 485.148238895076 
2497	 476.272169979711 
2498	 464.575749263477 
2499	 457.262236685088 
2500	 456.886623819477 
