Wavelength	4mm_whiteABS00000.asd
921	 1008.24411188729 
922	 1000.01311501041 
923	 992.023265397834 
924	 981.547875370659 
925	 972.583355855329 
926	 965.862248522052 
927	 960.28409175023 
928	 951.279778232266 
929	 942.321096093038 
930	 934.363135129183 
931	 926.511214831562 
932	 919.594790575788 
933	 911.865058113866 
934	 902.476106114049 
935	 894.562981566034 
936	 887.018923670984 
937	 879.907057049152 
938	 873.896957274599 
939	 865.989008426645 
940	 857.693025571834 
941	 850.301995303226 
942	 841.987363803371 
943	 834.506654474736 
944	 827.221711734857 
945	 818.26046608544 
946	 811.396788232391 
947	 803.521932662133 
948	 793.349461806754 
949	 787.042256770445 
950	 779.42943392928 
951	 770.691355642107 
952	 763.501691745886 
953	 754.863757919287 
954	 746.571903640725 
955	 739.463719267392 
956	 731.209713298655 
957	 721.861836975552 
958	 712.298236460453 
959	 703.631039253894 
960	 694.703773668002 
961	 686.141347183489 
962	 678.006676283831 
963	 669.12285917643 
964	 661.569899978873 
965	 653.530560747246 
966	 1103.32985339646 
967	 1117.69535721793 
968	 1132.79940510101 
969	 1148.74375504137 
970	 1167.02090735285 
971	 1185.4978237922 
972	 1204.45532502546 
973	 1222.80925082915 
974	 1241.81222095076 
975	 1261.81258341285 
976	 1281.37949153887 
977	 1301.98568181504 
978	 1324.65508545153 
979	 1344.90427807982 
980	 1362.40056037291 
981	 1379.98312997782 
982	 1397.51947748174 
983	 1412.19859104429 
984	 1425.87253083611 
985	 1439.89349221322 
986	 1454.19617247007 
987	 1469.8026765738 
988	 1482.39177277324 
989	 1492.68195925237 
990	 1504.6220114484 
991	 1514.31695327982 
992	 1525.2227631368 
993	 1537.88095142842 
994	 1552.23398176236 
995	 1562.65416619038 
996	 1573.7439647724 
997	 1581.36910682691 
998	 1589.74125914343 
999	 1604.20618606658 
1000	 1613.35769416506 
1001	 1624.33904995513 
1002	 1638.39353748296 
1003	 1646.76083231489 
1004	 1656.49508186233 
1005	 1666.82325575699 
1006	 1678.43739833031 
1007	 1687.98616055597 
1008	 1696.53295583649 
1009	 1705.19901834955 
1010	 1717.45724121253 
1011	 1727.87552764681 
1012	 1737.45373038487 
1013	 1752.11824089633 
1014	 1762.53050747882 
1015	 1770.16349626044 
1016	 1778.68679357911 
1017	 1784.26361502213 
1018	 1789.81757799075 
1019	 1798.22775912187 
1020	 1808.10544088954 
1021	 1816.29206685342 
1022	 1820.99856142411 
1023	 1828.26623631944 
1024	 1834.51605262755 
1025	 1844.42871644972 
1026	 1855.34658119347 
1027	 1868.88703931941 
1028	 1883.1693259112 
1029	 1894.20806065602 
1030	 1904.54135287224 
1031	 1913.340215407 
1032	 1923.16243506019 
1033	 1933.09914828157 
1034	 1942.72233003912 
1035	 1958.3941554506 
1036	 1971.61066092411 
1037	 1983.0212237052 
1038	 1996.03695954528 
1039	 2004.93364706343 
1040	 2014.91386315415 
1041	 2024.37139505086 
1042	 2033.21494359954 
1043	 2040.93153102663 
1044	 2052.14279534787 
1045	 2060.38004535446 
1046	 2069.95792718298 
1047	 2079.47836683165 
1048	 2088.83897955471 
1049	 2100.64501804549 
1050	 2112.72299203136 
1051	 2128.91761785146 
1052	 2142.74353890072 
1053	 2151.99133465562 
1054	 2160.97800812099 
1055	 2165.73250859264 
1056	 2170.15952731159 
1057	 2178.62019557608 
1058	 2189.33874387411 
1059	 2200.26744498611 
1060	 2216.86436483027 
1061	 2229.01967987996 
1062	 2239.19968785232 
1063	 2249.48450953749 
1064	 2258.07410728091 
1065	 2261.59907787874 
1066	 2268.90978483494 
1067	 2277.8923857384 
1068	 2287.872703488 
1069	 2298.86253598244 
1070	 2310.00183606926 
1071	 2322.37648624403 
1072	 2334.81651498052 
1073	 2349.43115371746 
1074	 2361.42028001434 
1075	 2372.39264432362 
1076	 2381.91687599631 
1077	 2388.01717138422 
1078	 2398.00359005351 
1079	 2407.83659812655 
1080	 2419.98977202382 
1081	 2437.2917585956 
1082	 2450.44238406034 
1083	 2461.04962228519 
1084	 2475.34810866637 
1085	 2488.01798355789 
1086	 2497.52903807595 
1087	 2509.60084658681 
1088	 2520.80698858591 
1089	 2532.03598812847 
1090	 2551.06439300651 
1091	 2568.02628251191 
1092	 2587.97771148447 
1093	 2604.89095673213 
1094	 2619.88608689907 
1095	 2636.80334970653 
1096	 2655.00767309678 
1097	 2672.00607487471 
1098	 2689.10506815458 
1099	 2705.9693857343 
1100	 2721.51584600278 
1101	 2737.90396602291 
1102	 2754.75848064047 
1103	 2772.27692314444 
1104	 2790.51968318226 
1105	 2807.3290750565 
1106	 2826.01012296867 
1107	 2846.59189816132 
1108	 2865.63967626796 
1109	 2881.39693201086 
1110	 2896.20271599363 
1111	 2909.28649382805 
1112	 2920.59969469366 
1113	 2931.04358972349 
1114	 2938.62722063484 
1115	 2943.86052552964 
1116	 2947.34870027315 
1117	 2949.83279121908 
1118	 2947.7542727599 
1119	 2943.79593927376 
1120	 2935.11682622222 
1121	 2921.20962922888 
1122	 2905.5502239059 
1123	 2890.81948912073 
1124	 2866.55908786824 
1125	 2837.40751010617 
1126	 2802.4673877039 
1127	 2759.36071485834 
1128	 2705.50270783539 
1129	 2652.8784140086 
1130	 2595.33899630043 
1131	 2535.90379386521 
1132	 2472.84118600649 
1133	 2409.64216861504 
1134	 2340.37048599053 
1135	 2278.24240725421 
1136	 2215.09531549483 
1137	 2159.66794959798 
1138	 2105.20669718599 
1139	 2062.79108231123 
1140	 2023.76637957611 
1141	 1999.88592395268 
1142	 1988.45339519085 
1143	 1986.58776943404 
1144	 1994.54367254441 
1145	 2015.52518266088 
1146	 2048.35882192042 
1147	 2091.27959113248 
1148	 2145.50567260646 
1149	 2215.59424076799 
1150	 2284.83918013601 
1151	 2361.72528881059 
1152	 2443.14136129747 
1153	 2532.37231196943 
1154	 2618.75946970989 
1155	 2712.88428041882 
1156	 2799.17724279011 
1157	 2885.27893503667 
1158	 2962.89442492743 
1159	 3038.08759504578 
1160	 3105.07233719691 
1161	 3163.9218866807 
1162	 3217.63864460901 
1163	 3266.40646869127 
1164	 3307.80166770295 
1165	 3342.37530935381 
1166	 3370.71253269745 
1167	 3391.24603289799 
1168	 3406.938554373 
1169	 3418.69234057391 
1170	 3425.46267721551 
1171	 3429.91709148614 
1172	 3429.7055253756 
1173	 3430.97537546944 
1174	 3428.98619936598 
1175	 3428.99938112603 
1176	 3431.44037635761 
1177	 3429.07854087551 
1178	 3427.19959661261 
1179	 3418.20228916602 
1180	 3406.33688119674 
1181	 3388.016403001 
1182	 3362.44367709261 
1183	 3336.01348844965 
1184	 3304.00242166294 
1185	 3271.63679836386 
1186	 3235.53786557522 
1187	 3200.22559792083 
1188	 3162.34321909874 
1189	 3126.9430250959 
1190	 3092.25362377293 
1191	 3060.50600479737 
1192	 3026.13258488385 
1193	 2994.1916444883 
1194	 2964.21904715222 
1195	 2935.45732616334 
1196	 2913.05295172141 
1197	 2894.68538932753 
1198	 2881.25290065335 
1199	 2872.34492988292 
1200	 2868.71815035968 
1201	 2872.54638330226 
1202	 2875.61635591356 
1203	 2880.83945354534 
1204	 2890.46717414305 
1205	 2900.21311570378 
1206	 2917.45144111448 
1207	 2940.70550635295 
1208	 2968.09774857223 
1209	 3002.03425124371 
1210	 3037.62914438728 
1211	 3076.92434187295 
1212	 3120.77407364862 
1213	 3162.75503199407 
1214	 3208.05392648497 
1215	 3255.61918058138 
1216	 3299.83891093885 
1217	 3349.72841108803 
1218	 3399.92609347737 
1219	 3450.22788865318 
1220	 3507.59056085268 
1221	 3564.77448329503 
1222	 3625.55083129075 
1223	 3682.56541903252 
1224	 3738.88834281136 
1225	 3797.45271709813 
1226	 3854.86934726763 
1227	 3913.82421248782 
1228	 3976.96305711526 
1229	 4036.38119097234 
1230	 4095.31461992746 
1231	 4151.27643197368 
1232	 4205.24398388651 
1233	 4259.06683346994 
1234	 4309.65016335075 
1235	 4360.73318397214 
1236	 4413.01131630953 
1237	 4463.31868203984 
1238	 4510.41921414757 
1239	 4556.10246009711 
1240	 4599.81526494537 
1241	 4640.00623591911 
1242	 4677.80444343757 
1243	 4714.56711100042 
1244	 4749.48362761632 
1245	 4784.85015882724 
1246	 4819.46627504601 
1247	 4851.82672729434 
1248	 4884.78466945668 
1249	 4913.59379130127 
1250	 4941.55675923093 
1251	 4968.61830336732 
1252	 4994.60733062533 
1253	 5017.15895906052 
1254	 5042.43195610813 
1255	 5069.78647542784 
1256	 5092.84972007025 
1257	 5114.90126866048 
1258	 5135.58794336509 
1259	 5150.77577042743 
1260	 5170.01134495645 
1261	 5191.03201532852 
1262	 5212.93164980409 
1263	 5233.74028011445 
1264	 5252.6338639209 
1265	 5270.62232097493 
1266	 5288.37125007414 
1267	 5302.98787207574 
1268	 5318.61489430759 
1269	 5331.7071088005 
1270	 5341.08293718629 
1271	 5350.17058046853 
1272	 5357.9709817915 
1273	 5365.31197156926 
1274	 5369.91561397332 
1275	 5375.12754652004 
1276	 5379.40844723031 
1277	 5380.54995250945 
1278	 5380.27146648711 
1279	 5378.10606791638 
1280	 5374.53932411125 
1281	 5368.73623498482 
1282	 5358.81318281057 
1283	 5351.37611646317 
1284	 5342.97897149258 
1285	 5334.56994764496 
1286	 5329.2707023427 
1287	 5320.44788246162 
1288	 5309.44842437673 
1289	 5297.21691978654 
1290	 5284.94407952682 
1291	 5272.33551290221 
1292	 5261.29311276282 
1293	 5251.51910088473 
1294	 5242.81164425023 
1295	 5233.21163939225 
1296	 5227.21508048958 
1297	 5223.72777260138 
1298	 5220.38292791854 
1299	 5221.19616496302 
1300	 5222.45848410862 
1301	 5223.00635240703 
1302	 5225.30052237536 
1303	 5227.76321795603 
1304	 5231.26499805147 
1305	 5236.96481244973 
1306	 5243.02393223282 
1307	 5250.86271580812 
1308	 5259.20057384049 
1309	 5263.31427674196 
1310	 5268.02504851479 
1311	 5273.90250281605 
1312	 5278.01375265294 
1313	 5281.95737689792 
1314	 5284.50097241844 
1315	 5284.77419831285 
1316	 5285.82281519025 
1317	 5286.15771618979 
1318	 5285.40826260477 
1319	 5284.54536753544 
1320	 5283.23113280864 
1321	 5282.72180242946 
1322	 5285.07930759612 
1323	 5288.60223127777 
1324	 5293.37012165557 
1325	 5296.85779078741 
1326	 5300.03386740765 
1327	 5305.27807304833 
1328	 5310.93422389873 
1329	 5318.87614022688 
1330	 5327.79528638463 
1331	 5337.9897573136 
1332	 5348.63818275226 
1333	 5357.27979252224 
1334	 5367.94682004604 
1335	 5378.88364062454 
1336	 5387.47627666306 
1337	 5398.71308683836 
1338	 5410.49449168532 
1339	 5417.17958881559 
1340	 5425.33577810269 
1341	 5433.91130435504 
1342	 5439.74819941435 
1343	 5445.97730696804 
1344	 5453.3236597749 
1345	 5459.44961074395 
1346	 5465.59570974524 
1347	 5472.58379283739 
1348	 5482.04615683133 
1349	 5486.3842697563 
1350	 5489.71197755838 
1351	 5490.72656915467 
1352	 5490.16941458797 
1353	 5486.53181549283 
1354	 5480.95332800426 
1355	 5471.99718811128 
1356	 5460.67718815183 
1357	 5445.19061923202 
1358	 5427.32979464935 
1359	 5407.63693884828 
1360	 5383.27475700052 
1361	 5356.75428364272 
1362	 5329.69549822037 
1363	 5302.41569301734 
1364	 5274.13010234199 
1365	 5246.14225459054 
1366	 5220.26566667559 
1367	 5191.37880910547 
1368	 5159.51470976208 
1369	 5123.43885644262 
1370	 5084.23567516177 
1371	 5042.73967912935 
1372	 4998.16789633587 
1373	 4953.68339732377 
1374	 4905.26680125021 
1375	 4855.07467544676 
1376	 4802.20665195975 
1377	 4744.43090070115 
1378	 4685.91700933378 
1379	 4623.76168365089 
1380	 4561.69542115727 
1381	 4504.63870079735 
1382	 4452.29253199802 
1383	 4406.00548535749 
1384	 4363.59237931813 
1385	 4326.61766878583 
1386	 4294.53331475278 
1387	 4264.66076388464 
1388	 4240.46978309706 
1389	 4219.28075616249 
1390	 4200.11536090702 
1391	 4182.75409824967 
1392	 4168.43093555569 
1393	 4159.59166144764 
1394	 4147.72274448916 
1395	 4135.86570656138 
1396	 4125.35061227092 
1397	 4115.72786947069 
1398	 4103.08250300015 
1399	 4090.05488263301 
1400	 4075.15684567376 
1401	 4051.96229482837 
1402	 4029.39271663637 
1403	 4008.25785656952 
1404	 3984.45182022076 
1405	 3964.50214564571 
1406	 3946.13909581756 
1407	 3924.8914744853 
1408	 3910.19369530608 
1409	 3903.10282242479 
1410	 3896.70511799098 
1411	 3897.87064406515 
1412	 3903.8437564003 
1413	 3908.0510888845 
1414	 3919.16959941585 
1415	 3937.06598542597 
1416	 3955.50733588073 
1417	 3977.02116385817 
1418	 3999.61586223023 
1419	 4023.12657577021 
1420	 4048.68461228273 
1421	 4076.50573432341 
1422	 4105.26594051674 
1423	 4129.10814314062 
1424	 4153.09949094789 
1425	 4175.19380622665 
1426	 4193.54274726626 
1427	 4215.43593537017 
1428	 4235.77763823825 
1429	 4255.81517273803 
1430	 4275.05935339826 
1431	 4289.56056506449 
1432	 4304.12236082867 
1433	 4320.64963391505 
1434	 4339.71599175004 
1435	 4358.7192176172 
1436	 4377.54198467327 
1437	 4396.93608566415 
1438	 4415.61169441079 
1439	 4436.03368950194 
1440	 4458.5431862012 
1441	 4479.06386422669 
1442	 4499.35049104774 
1443	 4521.76158928651 
1444	 4544.41756070675 
1445	 4568.97962369806 
1446	 4596.41692370869 
1447	 4623.31341356441 
1448	 4653.36331203918 
1449	 4678.58194236541 
1450	 4700.62163792399 
1451	 4724.36256407094 
1452	 4746.56798397059 
1453	 4768.33529377719 
1454	 4792.95332581001 
1455	 4813.00886805698 
1456	 4828.75830307006 
1457	 4843.03040990029 
1458	 4854.16935129305 
1459	 4867.48913105211 
1460	 4879.05857140765 
1461	 4887.3184579807 
1462	 4895.8008145164 
1463	 4902.29843067778 
1464	 4905.67575045459 
1465	 4908.43096183594 
1466	 4910.56304217437 
1467	 4911.89408267564 
1468	 4916.86256322711 
1469	 4923.66193004518 
1470	 4930.94675905553 
1471	 4938.69371517739 
1472	 4946.17643176344 
1473	 4954.09201784851 
1474	 4962.39213753596 
1475	 4971.04995291851 
1476	 4979.22506685043 
1477	 4986.92436952768 
1478	 4992.55018851889 
1479	 4997.9936265598 
1480	 5005.27218540451 
1481	 5013.41042188288 
1482	 5021.86249942245 
1483	 5028.61502461223 
1484	 5034.91943981156 
