Wavelength	Reference_WhitePLA00000.asd
619	 7741.23572176049 
620	 7818.91733825032 
621	 7897.12549707393 
622	 7975.60632548633 
623	 8055.04138411925 
624	 8136.17794420594 
625	 8219.67739481048 
626	 8301.05086901714 
627	 8378.66565994133 
628	 8455.73817623666 
629	 8528.96186263085 
630	 8596.98594606816 
631	 8659.62415454029 
632	 8722.76736859677 
633	 8781.6702725921 
634	 8832.09057820615 
635	 8884.88795200378 
636	 8937.60778620214 
637	 8987.7863385259 
638	 9034.05902584206 
639	 9080.38859808965 
640	 9127.5652049563 
641	 9174.18725525762 
642	 9226.56601261982 
643	 9280.71473224498 
644	 9331.21928075314 
645	 9385.24392480119 
646	 9440.7262254316 
647	 9496.64392454521 
648	 9557.71410230965 
649	 9615.19853224545 
650	 9670.66188312728 
651	 9736.07518233269 
652	 9800.80604233682 
653	 9866.17849744652 
654	 9936.77975119869 
655	 10008.2489242004 
656	 10078.1458730249 
657	 10146.6132012613 
658	 10220.8265993414 
659	 10296.6291981871 
660	 10372.914464388 
661	 10452.6053994909 
662	 10532.0160167339 
663	 10611.410952294 
664	 10692.6248813703 
665	 10773.9598372739 
666	 10855.3751105573 
667	 10938.0165052263 
668	 11026.6041070142 
669	 11116.9662271609 
670	 11207.0751927819 
671	 11297.9886087423 
672	 11394.5662683923 
673	 11494.4031060467 
674	 11591.1897207717 
675	 11693.4149588327 
676	 11796.4961582742 
677	 11896.386125008 
678	 12006.3184063512 
679	 12116.7108692479 
680	 12223.1177335827 
681	 12333.3496989719 
682	 12442.1130962831 
683	 12550.347698918 
684	 12662.9731805305 
685	 12777.3313850337 
686	 12893.0529872664 
687	 13009.6862818488 
688	 13123.010195686 
689	 13238.4559808334 
690	 13358.4080671677 
691	 13477.3613234565 
692	 13592.6104837608 
693	 13705.9762464236 
694	 13823.5703192584 
695	 13932.1371154473 
696	 14037.5086334571 
697	 14149.1812782167 
698	 14256.0620944705 
699	 14360.4967566032 
700	 14463.6963582888 
701	 14559.5597542494 
702	 14655.1128049676 
703	 14749.5487534165 
704	 14834.0099068681 
705	 14921.9156256812 
706	 15008.2863494011 
707	 15083.6707831132 
708	 15160.963884126 
709	 15235.9568341742 
710	 15304.6586518139 
711	 15370.0599044496 
712	 15431.9753942559 
713	 15491.2954341338 
714	 15550.3412413721 
715	 15605.3374316301 
716	 15657.3543128576 
717	 15709.316695238 
718	 15761.9780016702 
719	 15813.1230488299 
720	 15860.9003098829 
721	 15906.4061723325 
722	 15947.3649882046 
723	 15985.4266114471 
724	 16027.4595141525 
725	 16069.3561356028 
726	 16112.6689487411 
727	 16160.0063281981 
728	 16200.5657758656 
729	 16239.6354257999 
730	 16281.7010956602 
731	 16318.2617924697 
732	 16359.6933943871 
733	 16406.9124170797 
734	 16448.189735014 
735	 16486.3081161002 
736	 16522.3590866352 
737	 16556.7972443754 
738	 16583.8762163562 
739	 16607.2015413978 
740	 16630.3881668202 
741	 16650.8641883042 
742	 16672.6350700652 
743	 16695.4928577361 
744	 16713.2480393124 
745	 16731.6657569012 
746	 16746.8719051832 
747	 16752.5588314945 
748	 16766.1128814768 
749	 16778.546728918 
750	 16781.8196109095 
751	 16786.5207983231 
752	 16787.7339243523 
753	 16784.9773542583 
754	 16783.8287830528 
755	 16780.9981324023 
756	 16774.2862403115 
757	 16761.4954077905 
758	 16740.0663260444 
759	 16706.3373614172 
760	 16665.6810050194 
761	 16652.8213403067 
762	 16643.4513012331 
763	 16628.4274346607 
764	 16616.3674971297 
765	 16601.9131237196 
766	 16583.7529950614 
767	 16561.4541404841 
768	 16528.9170985559 
769	 16495.0814399536 
770	 16465.7266180369 
771	 16431.6622392472 
772	 16398.7682120446 
773	 16366.1461298601 
774	 16325.7808478897 
775	 16286.0482118835 
776	 16247.7739711868 
777	 16208.8589994775 
778	 16165.4480325824 
779	 16118.4159107554 
780	 16068.762452862 
781	 16015.473680153 
782	 15965.2326335951 
783	 15915.9138269738 
784	 15857.8812961952 
785	 15801.2301340001 
786	 15744.705106124 
787	 15685.0129034668 
788	 15626.2988986793 
789	 15566.7075589438 
790	 15505.8853356588 
791	 15448.2124321734 
792	 15386.4887579417 
793	 15319.2063911262 
794	 15248.4707788418 
795	 15176.1686291926 
796	 15104.0005953375 
797	 15033.29732397 
798	 14964.6520314595 
799	 14897.2629829195 
800	 14829.1629853103 
801	 14756.0592166367 
802	 14683.6642720941 
803	 14613.6966166434 
804	 14545.7896733438 
805	 14476.7101194436 
806	 14405.0261579081 
807	 14330.2620684821 
808	 14253.0072375502 
809	 14177.1986615168 
810	 14102.5169591665 
811	 14023.8032177507 
812	 13950.1133597258 
813	 13877.4072028195 
814	 13799.0112554877 
815	 13723.3108206267 
816	 13647.2533978439 
817	 13569.724880498 
818	 13497.2639073832 
819	 13420.2584077186 
820	 13339.2767193288 
821	 13261.3252700505 
822	 13174.7777383905 
823	 13087.0687728127 
824	 13006.9249827897 
825	 12929.431834538 
826	 12853.3663774388 
827	 12778.4985333899 
828	 12706.4323980948 
829	 12628.7629541929 
830	 12544.5063948968 
831	 12455.3834185008 
832	 12355.0790199293 
833	 12253.5353916012 
834	 12159.160155865 
835	 12070.9185256066 
836	 11990.3885833192 
837	 11918.1956238642 
838	 11854.2004534809 
839	 11801.6861264829 
840	 11753.2021982647 
841	 11699.709500258 
842	 11639.7542840856 
843	 11570.5269829481 
844	 11494.4335009361 
845	 11421.8587081663 
846	 11348.5188801871 
847	 11273.8209596738 
848	 11198.4803710275 
849	 11124.5611664825 
850	 11050.5595133369 
851	 10975.3816102905 
852	 10899.8547908319 
853	 10826.1561284282 
854	 10755.1042248377 
855	 10686.2967848118 
856	 10615.4643284603 
857	 10543.7111821235 
858	 10472.2492420849 
859	 10396.377994247 
860	 10322.8177363707 
861	 10252.946135154 
862	 10180.9176834611 
863	 10112.1227569116 
864	 10044.138997223 
865	 9972.76699598626 
866	 9901.19397942332 
867	 9829.82202237866 
868	 9759.05878479285 
869	 9689.79438303627 
870	 9622.42502238396 
871	 9556.36162801042 
872	 9490.36169264735 
873	 9423.95711468156 
874	 9355.07164890024 
875	 9283.06088560457 
876	 9211.59794171015 
877	 9139.55214898588 
878	 9068.78417799746 
879	 9003.27556178298 
880	 8934.77386629388 
881	 8866.76350792625 
882	 8802.93317758631 
883	 8735.74201872071 
884	 8672.55419142864 
885	 8612.67626285867 
886	 8545.57834237427 
887	 8476.99715193658 
888	 8409.34400722057 
889	 8343.7463244645 
890	 8278.93446435456 
891	 8213.70673198142 
892	 8147.65264715385 
893	 8081.52776071433 
894	 8015.37993224219 
895	 7948.62286399058 
896	 7880.80623232475 
897	 7814.80977276678 
898	 7748.55408629838 
899	 7681.37518924936 
900	 7616.39249082918 
901	 7553.24519451101 
902	 7490.15691556655 
903	 7424.93323533955 
904	 7360.63956900405 
905	 7298.7196470944 
906	 7238.68041115461 
907	 7176.17639747811 
908	 7112.86043385992 
909	 7048.66308314153 
910	 6982.90778337235 
911	 6918.62460694113 
912	 6855.34047332294 
913	 6792.40725122163 
914	 6730.56781337869 
915	 6668.58280572168 
916	 6606.30381372635 
917	 6544.37360002246 
918	 6483.7156685474 
919	 6422.21967820934 
920	 6358.87931571842 
921	 6297.8373235795 
922	 6234.20797996842 
923	 6169.5170441114 
924	 6109.73156294377 
925	 6050.81981729334 
926	 5992.80605909944 
927	 5935.3076811783 
928	 5874.75741140565 
929	 5811.6126051318 
930	 5746.2011280884 
931	 5679.02855215151 
932	 5613.84097770577 
933	 5550.02462721658 
934	 5486.71757937573 
935	 5425.18998225642 
936	 5365.31436262064 
937	 5307.26928172447 
938	 5251.18314431688 
939	 5193.54005474655 
940	 5133.92860322882 
941	 5073.53922290608 
942	 5016.25332358911 
943	 4958.12027253957 
944	 4899.28305067806 
945	 4842.35957555546 
946	 4785.69383279965 
947	 4729.94657883141 
948	 4675.56867040735 
949	 4621.84197683788 
950	 4567.63234029277 
951	 4512.96923381979 
952	 4458.73360084594 
953	 4406.54532572988 
954	 4355.75841608404 
955	 4304.86651630278 
956	 4250.93441373112 
957	 4198.09780708593 
958	 4145.71559737295 
959	 4091.48042410419 
960	 4036.90500924032 
961	 3984.48690160164 
962	 3934.08870773791 
963	 3881.2289260536 
964	 3828.08161725852 
965	 3775.17117654484 
966	 6116.28584822846 
967	 6186.62952370279 
968	 6259.22971887172 
969	 6339.18830405993 
970	 6427.2695113584 
971	 6519.83280507908 
972	 6618.35989261682 
973	 6720.24561846875 
974	 6832.00652588446 
975	 6939.51200303166 
976	 7049.42817898895 
977	 7157.98064375825 
978	 7259.4183674521 
979	 7359.42307271058 
980	 7453.55195424885 
981	 7540.70693771453 
982	 7625.51677458873 
983	 7712.2107580279 
984	 7793.11959028847 
985	 7871.3100708866 
986	 7945.76539426631 
987	 8015.00842091607 
988	 8083.14307331628 
989	 8148.19477741069 
990	 8210.74186966901 
991	 8268.66574864118 
992	 8330.12440698342 
993	 8389.94097902557 
994	 8453.49512853813 
995	 8516.26326448551 
996	 8577.942516644 
997	 8641.3571630565 
998	 8699.69892877008 
999	 8756.3668172424 
1000	 8815.3837270137 
1001	 8875.45214079977 
1002	 8937.26668588671 
1003	 8997.73708549991 
1004	 9058.42403357142 
1005	 9119.78533798458 
1006	 9178.88910030542 
1007	 9236.84090811323 
1008	 9295.85556374215 
1009	 9356.37174802195 
1010	 9411.9836357493 
1011	 9465.26580827842 
1012	 9519.41795320169 
1013	 9572.01767331999 
1014	 9624.53865971736 
1015	 9678.3757864858 
1016	 9729.63428507346 
1017	 9781.19241599271 
1018	 9833.89042875003 
1019	 9883.18937950978 
1020	 9934.03032823851 
1021	 9986.51628796469 
1022	 10037.3817449835 
1023	 10088.7078385334 
1024	 10140.4917045072 
1025	 10192.2838538448 
1026	 10245.1581231461 
1027	 10297.2751788284 
1028	 10347.2896477871 
1029	 10400.7240121882 
1030	 10453.3011879882 
1031	 10505.5931516611 
1032	 10562.207295737 
1033	 10616.9712020375 
1034	 10674.0278840559 
1035	 10733.8284290552 
1036	 10788.1262317089 
1037	 10843.5231200783 
1038	 10898.9288954977 
1039	 10952.4910037223 
1040	 11005.6954210459 
1041	 11060.4923055833 
1042	 11112.2389236906 
1043	 11162.4471466124 
1044	 11209.2534468124 
1045	 11258.0971043682 
1046	 11306.9005557635 
1047	 11353.1231235674 
1048	 11400.9927239028 
1049	 11444.1569571431 
1050	 11485.4000523007 
1051	 11526.7805066468 
1052	 11564.6482643536 
1053	 11603.0772457944 
1054	 11640.4455528794 
1055	 11678.5140906047 
1056	 11718.3540142522 
1057	 11756.3448721721 
1058	 11792.9811691021 
1059	 11831.0688332177 
1060	 11868.2580934519 
1061	 11906.3267339801 
1062	 11945.0666746466 
1063	 11986.6820410569 
1064	 12024.3409668109 
1065	 12061.6054285371 
1066	 12099.5905078652 
1067	 12138.205446872 
1068	 12180.1338776645 
1069	 12225.4911748165 
1070	 12274.0950875809 
1071	 12321.0279226568 
1072	 12367.7485284093 
1073	 12414.3350725718 
1074	 12461.2028921918 
1075	 12507.0362794455 
1076	 12554.3009779584 
1077	 12600.7789700239 
1078	 12651.739294938 
1079	 12703.8320650202 
1080	 12758.9282523508 
1081	 12818.1987769081 
1082	 12878.6849322963 
1083	 12942.3469979699 
1084	 13004.4694986985 
1085	 13068.9947682208 
1086	 13135.0050922699 
1087	 13199.994732016 
1088	 13270.3431845991 
1089	 13341.7119827585 
1090	 13416.9828990575 
1091	 13495.4041811026 
1092	 13576.1366602677 
1093	 13661.3922734755 
1094	 13749.8712291435 
1095	 13842.1520501295 
1096	 13936.9337429925 
1097	 14039.0141662564 
1098	 14147.1368039836 
1099	 14259.4078488049 
1100	 14380.6755137596 
1101	 14499.6332233686 
1102	 14615.1976871978 
1103	 14741.020901091 
1104	 14871.6916059089 
1105	 15005.5971148102 
1106	 15149.1217251642 
1107	 15300.2152981123 
1108	 15448.9218026557 
1109	 15597.8759933893 
1110	 15751.6674899262 
1111	 15907.3846332901 
1112	 16067.313441677 
1113	 16232.1363046192 
1114	 16398.3878237222 
1115	 16564.6059191521 
1116	 16739.219227356 
1117	 16918.4159850035 
1118	 17101.7897715713 
1119	 17292.1563798009 
1120	 17485.3918067833 
1121	 17681.9480106 
1122	 17882.0647299459 
1123	 18087.6825605879 
1124	 18295.0113398692 
1125	 18505.4817314203 
1126	 18717.6433631172 
1127	 18931.3640855511 
1128	 19148.1018367947 
1129	 19364.6495767904 
1130	 19583.4356186195 
1131	 19799.3123429815 
1132	 20017.3624851217 
1133	 20229.4460629849 
1134	 20437.5007652606 
1135	 20645.1402626086 
1136	 20849.1398225795 
1137	 21053.937117688 
1138	 21259.5905008185 
1139	 21461.7636641795 
1140	 21664.7553605663 
1141	 21861.4074596682 
1142	 22051.6434155723 
1143	 22242.5411282716 
1144	 22430.8089973778 
1145	 22616.6863256809 
1146	 22802.4460411783 
1147	 22985.1198693174 
1148	 23164.8774630349 
1149	 23341.1313913429 
1150	 23514.4088945244 
1151	 23685.1470284229 
1152	 23853.7962510451 
1153	 24019.0465660116 
1154	 24182.0383443511 
1155	 24346.99454403 
1156	 24500.3340506244 
1157	 24646.6454051443 
1158	 24789.6491331713 
1159	 24924.2995739722 
1160	 25057.6259805697 
1161	 25191.4519509016 
1162	 25315.8935377303 
1163	 25433.0854251767 
1164	 25547.0764472338 
1165	 25654.9836237374 
1166	 25758.4390191475 
1167	 25859.6815283413 
1168	 25953.2477719546 
1169	 26041.6675037242 
1170	 26124.9242594701 
1171	 26207.9894819099 
1172	 26289.0610368683 
1173	 26364.7374498506 
1174	 26438.8690525414 
1175	 26505.74625563 
1176	 26563.8213218673 
1177	 26624.5384607502 
1178	 26683.2869010942 
1179	 26738.2621415539 
1180	 26790.6521622545 
1181	 26842.9220584379 
1182	 26891.5182996951 
1183	 26940.0378619392 
1184	 26990.6747644894 
1185	 27037.3192637516 
1186	 27079.9674741363 
1187	 27121.9296151941 
1188	 27163.6352172903 
1189	 27201.492035442 
1190	 27233.9049074093 
1191	 27269.5580205073 
1192	 27303.4986797335 
1193	 27336.9297941802 
1194	 27373.9782603899 
1195	 27408.073085241 
1196	 27438.5572325669 
1197	 27467.1387755043 
1198	 27491.5257519806 
1199	 27511.2732100108 
1200	 27531.1537232478 
1201	 27548.5566820877 
1202	 27565.1020533587 
1203	 27581.5544398472 
1204	 27593.586368137 
1205	 27602.9108109961 
1206	 27610.1749318295 
1207	 27612.7872496445 
1208	 27616.7161657538 
1209	 27618.7213477602 
1210	 27621.3684740492 
1211	 27624.660783681 
1212	 27627.7672606272 
1213	 27627.3908576778 
1214	 27626.3273231032 
1215	 27624.6952368238 
1216	 27621.4704833412 
1217	 27618.8045688606 
1218	 27616.6595371705 
1219	 27612.6909851379 
1220	 27608.8459696114 
1221	 27603.672298013 
1222	 27596.5425139837 
1223	 27592.8421840345 
1224	 27589.5370375207 
1225	 27585.3720908238 
1226	 27583.1646084678 
1227	 27581.0847700939 
1228	 27577.6894332734 
1229	 27575.6598725332 
1230	 27575.0129289218 
1231	 27575.3701560321 
1232	 27575.9820200439 
1233	 27576.7448275756 
1234	 27579.3566937621 
1235	 27581.5055393232 
1236	 27582.5663233723 
1237	 27584.2076529372 
1238	 27589.266904524 
1239	 27595.1998614116 
1240	 27601.6235648709 
1241	 27612.711099229 
1242	 27623.5706606789 
1243	 27636.3952750939 
1244	 27654.5421336161 
1245	 27668.2189063623 
1246	 27682.6445580319 
1247	 27701.9454311091 
1248	 27718.5763684389 
1249	 27737.7376342381 
1250	 27759.8796595449 
1251	 27784.7359240675 
1252	 27809.9240599568 
1253	 27838.0421529333 
1254	 27865.7378947995 
1255	 27894.3881725062 
1256	 27923.0115232603 
1257	 27952.7302513116 
1258	 27981.4857875493 
1259	 28010.3990354783 
1260	 28037.6058077718 
1261	 28062.8192007533 
1262	 28089.9608283871 
1263	 28116.7639329038 
1264	 28142.0389748572 
1265	 28169.3642782861 
1266	 28191.7332002635 
1267	 28207.4468334083 
1268	 28220.0670481509 
1269	 28225.876321042 
1270	 28226.6641908583 
1271	 28225.0346340457 
1272	 28218.9246090241 
1273	 28207.4419744817 
1274	 28192.8976281538 
1275	 28169.4244675855 
1276	 28138.9633315192 
1277	 28103.5378655238 
1278	 28060.1955958203 
1279	 28016.0957678803 
1280	 27968.0612680536 
1281	 27919.4151545306 
1282	 27869.6448881974 
1283	 27816.7022503426 
1284	 27760.7522384074 
1285	 27703.2555740317 
1286	 27640.3591782445 
1287	 27580.8872995687 
1288	 27520.0861848253 
1289	 27464.0785974016 
1290	 27410.9641135802 
1291	 27360.4794660972 
1292	 27311.6320997455 
1293	 27264.683276373 
1294	 27220.8815913821 
1295	 27181.0989026306 
1296	 27149.8804964497 
1297	 27124.1647887291 
1298	 27104.8206812171 
1299	 27091.9073404999 
1300	 27080.2430473207 
1301	 27076.1234684208 
1302	 27077.7223934763 
1303	 27080.6734103089 
1304	 27093.8640417694 
1305	 27109.0244856841 
1306	 27123.1852847799 
1307	 27140.9036708273 
1308	 27157.5006798331 
1309	 27174.4927005582 
1310	 27192.8140083108 
1311	 27215.3564033261 
1312	 27240.7181176296 
1313	 27269.4590861275 
1314	 27298.0006117684 
1315	 27327.662842741 
1316	 27360.4518699638 
1317	 27393.4565836908 
1318	 27431.5212763376 
1319	 27473.9365587438 
1320	 27520.6236871592 
1321	 27566.3180615783 
1322	 27615.0315572886 
1323	 27670.6947052469 
1324	 27727.9832810104 
1325	 27793.9127865182 
1326	 27867.9546660949 
1327	 27944.7179866752 
1328	 28030.3545106558 
1329	 28120.3640950327 
1330	 28211.3113483871 
1331	 28306.359762008 
1332	 28407.0228918488 
1333	 28516.6158014109 
1334	 28629.5271236541 
1335	 28745.3609391871 
1336	 28865.9535492381 
1337	 28986.8365918797 
1338	 29109.6687921246 
1339	 29234.1326775472 
1340	 29356.6875250056 
1341	 29479.461042924 
1342	 29598.907152334 
1343	 29714.1402327655 
1344	 29824.6422103257 
1345	 29925.4750450613 
1346	 30017.6977326616 
1347	 30101.5290597851 
1348	 30178.078705905 
1349	 30244.0472672068 
1350	 30300.405523582 
1351	 30347.3225941565 
1352	 30381.1272251129 
1353	 30413.9580204519 
1354	 30437.222509707 
1355	 30462.3900726266 
1356	 30491.3548005454 
1357	 30519.6804715882 
1358	 30556.9074058786 
1359	 30608.2840496873 
1360	 30674.5777659898 
1361	 30759.517557196 
1362	 30865.3898431543 
1363	 30990.9462733157 
1364	 31135.6582338982 
1365	 31294.4267472673 
1366	 31472.2820227461 
1367	 31658.3049757688 
1368	 31849.100152359 
1369	 32037.7751528028 
1370	 32223.8546064434 
1371	 32389.6321472966 
1372	 32525.306212594 
1373	 32638.8213987472 
1374	 32705.4070462874 
1375	 32739.4704777687 
1376	 32742.8088221342 
1377	 32717.2378194814 
1378	 32670.6043223611 
1379	 32607.2466269449 
1380	 32531.5225343549 
1381	 32455.8109835637 
1382	 32389.2054828454 
1383	 32330.6744844306 
1384	 32293.7150127645 
1385	 32266.2468010824 
1386	 32253.3183584082 
1387	 32256.9626399297 
1388	 32266.1042993688 
1389	 32288.6501313456 
1390	 32322.3972682121 
1391	 32363.8357960821 
1392	 32419.9004597805 
1393	 32489.5315564957 
1394	 32572.334438795 
1395	 32669.1545005638 
1396	 32776.734353596 
1397	 32891.625264485 
1398	 33009.5497788696 
1399	 33130.1296756924 
1400	 33249.8864525191 
1401	 33374.783402889 
1402	 33494.1342497068 
1403	 33601.4561291629 
1404	 33703.7137790082 
1405	 33787.3080844439 
1406	 33863.8432611926 
1407	 33936.0113597872 
1408	 33999.8304363621 
1409	 34063.5610023495 
1410	 34122.9121857356 
1411	 34177.3753099655 
1412	 34229.2798610616 
1413	 34275.4282727944 
1414	 34318.1733182481 
1415	 34358.4209988228 
1416	 34390.2153390308 
1417	 34413.5582824511 
1418	 34430.7342847202 
1419	 34442.3620483574 
1420	 34446.5761319127 
1421	 34448.4601120643 
1422	 34445.2877434807 
1423	 34431.4889731945 
1424	 34416.9979447172 
1425	 34395.6217910834 
1426	 34368.0472820573 
1427	 34343.4724162291 
1428	 34311.0512428072 
1429	 34272.6354461042 
1430	 34233.8468632154 
1431	 34187.747813271 
1432	 34139.9293484525 
1433	 34095.0558920178 
1434	 34048.2081717959 
1435	 34002.6050240321 
1436	 33959.212054879 
1437	 33913.9690675254 
1438	 33868.7226293007 
1439	 33825.5000364015 
1440	 33781.7665709083 
1441	 33740.5535664996 
1442	 33702.3944150799 
1443	 33663.7418472411 
1444	 33628.6546027301 
1445	 33593.4813073809 
1446	 33559.2206488715 
1447	 33525.1831066491 
1448	 33492.0677277106 
1449	 33455.5457139806 
1450	 33418.9560306304 
1451	 33382.0493019637 
1452	 33342.9429295387 
1453	 33305.4542784048 
1454	 33265.3760933499 
1455	 33223.5265872725 
1456	 33180.0437958372 
1457	 33132.1778461951 
1458	 33085.5784180929 
1459	 33033.3583328695 
1460	 32975.5217553227 
1461	 32915.6972121718 
1462	 32853.5330589349 
1463	 32792.4855747083 
1464	 32726.3429930879 
1465	 32661.0343259878 
1466	 32598.8412498372 
1467	 32535.9080286368 
1468	 32478.0531031868 
1469	 32423.2678831242 
1470	 32368.9385562434 
1471	 32313.6215726595 
1472	 32259.352039107 
1473	 32207.4257707707 
1474	 32155.8639188229 
1475	 32109.3878705674 
1476	 32062.9505175098 
1477	 32016.5128269518 
1478	 31975.9611938326 
1479	 31932.8196866589 
