Wavelength	1mm_WhitePLA00000.asd
350	 0.390369304516462 
351	 1.29692370568651 
352	 2.26790693035351 
353	 0.743813714086101 
354	 0.99210871598204 
355	 1.6133983228336 
356	 1.16735491022891 
357	 1.02024160777319 
358	 0.768528359892424 
359	 0.407250446890448 
360	 0.247186936728872 
361	 0.346252954444793 
362	 2.68625669325917E-02 
363	-0.821374280436154 
364	 0.924262426533385 
365	 2.34504359162058 
366	 2.11239514431781 
367	 0.9672526768782 
368	 1.1310962236086 
369	 1.52870100299017 
370	 0.495521435112546 
371	 0.980549603405075 
372	 1.16834888138386 
373	 0.52606116929549 
374	 1.89176518912645 
375	 2.83935984804476 
376	 2.42369033684042 
377	 0.629571216971889 
378	 0.549674258386434 
379	 0.911967360749465 
380	 0.422158214171442 
381	-0.416387529193349 
382	 0.84841146705914 
383	 2.59440461177444 
384	-0.271945090738588 
385	-0.145523340636947 
386	 1.26511723679495 
387	 0.799537676991121 
388	 0.344305967515402 
389	 1.42069906547498 
390	 3.18016536324934 
391	 0.912565139030754 
392	 8.67666890680697E-02 
393	 0.735649428029801 
394	 0.865415146906028 
395	 1.59885728798078 
396	 1.08861511394032 
397	-0.690419702524494 
398	 2.1139098132699 
399	 3.60225448105985 
400	 3.01560064184433 
401	 3.395776131995 
402	 3.60126113348665 
403	 4.1163421801437 
404	 5.28068377753993 
405	 5.22459765333273 
406	 5.25236615158718 
407	 6.576163864399 
408	 10.3679963714281 
409	 13.3871200287264 
410	 16.3870046335375 
411	 21.6937091095209 
412	 28.5694670363048 
413	 35.4836997573633 
414	 42.0240595889816 
415	 51.2107396877763 
416	 61.1299693507842 
417	 71.3777794651583 
418	 82.8047515197703 
419	 93.2924760204856 
420	 103.738574548598 
421	 115.213379929531 
422	 124.718560003514 
423	 133.581829817142 
424	 142.560638540262 
425	 150.748267417403 
426	 159.207821932279 
427	 167.778082929672 
428	 175.751928692955 
429	 185.154547776851 
430	 193.098354076834 
431	 197.460994330937 
432	 202.090561200692 
433	 206.619414940952 
434	 210.997865953722 
435	 215.688805606182 
436	 220.549549073073 
437	 224.940369689404 
438	 228.25612164794 
439	 232.393516276617 
440	 235.978927135142 
441	 238.278762564362 
442	 241.36709235553 
443	 244.505192000604 
444	 247.198679357198 
445	 249.092907738813 
446	 253.305892122574 
447	 257.592593213849 
448	 259.348710283538 
449	 264.943490094172 
450	 269.563260656571 
451	 270.929831695743 
452	 273.638604840187 
453	 278.433740378689 
454	 283.774581769565 
455	 286.35901260443 
456	 289.25339870574 
457	 293.08757069162 
458	 297.780408438984 
459	 302.847565086544 
460	 307.281640374188 
461	 310.969296954028 
462	 315.385082834035 
463	 319.910575266248 
464	 324.547483701144 
465	 329.550545116925 
466	 335.004352917559 
467	 339.981205288054 
468	 344.202047987418 
469	 350.94895149532 
470	 357.254393192652 
471	 362.218395921467 
472	 368.222986238278 
473	 374.943476798262 
474	 382.204467602575 
475	 389.810618787742 
476	 398.42647234867 
477	 406.66094408521 
478	 413.636373627253 
479	 421.404971496974 
480	 430.203243931359 
481	 439.449941582135 
482	 447.264773303456 
483	 456.878784424499 
484	 467.941197067812 
485	 478.530379254213 
486	 487.898085573851 
487	 498.228350192415 
488	 510.676073604894 
489	 521.062701631011 
490	 532.55393665509 
491	 546.107664766504 
492	 559.986301166557 
493	 572.304825209969 
494	 584.014372270117 
495	 597.28340436964 
496	 611.194068745247 
497	 626.072934671421 
498	 641.947536348957 
499	 657.542002845798 
500	 672.251050335086 
501	 686.633853403977 
502	 702.854205492926 
503	 718.8886502421 
504	 735.204393060693 
505	 753.046836411889 
506	 770.769700131129 
507	 787.066801378041 
508	 802.097247061152 
509	 820.507892479996 
510	 840.442391502527 
511	 860.469600296711 
512	 879.683070659726 
513	 898.137423888243 
514	 916.788218485863 
515	 937.016031402772 
516	 958.701803609237 
517	 980.519558435344 
518	 1001.34090691592 
519	 1021.15194437038 
520	 1042.6925025185 
521	 1066.42601518363 
522	 1089.75354712836 
523	 1111.31479851317 
524	 1132.36869218243 
525	 1155.54816572299 
526	 1180.05147853706 
527	 1204.77078252202 
528	 1228.68784940163 
529	 1251.43536787352 
530	 1274.23240062948 
531	 1297.73070511824 
532	 1321.81752620116 
533	 1345.39898018355 
534	 1368.38920773179 
535	 1391.34930939408 
536	 1416.22030577577 
537	 1439.98804575246 
538	 1460.34229859967 
539	 1482.78302204423 
540	 1506.52893804074 
541	 1530.37459197134 
542	 1552.7759750992 
543	 1574.44409823224 
544	 1596.01879705724 
545	 1618.2174129108 
546	 1640.42701733333 
547	 1662.19312661344 
548	 1683.2655720342 
549	 1704.22458915573 
550	 1725.4750148599 
551	 1746.67273055056 
552	 1765.74216635208 
553	 1784.73250436825 
554	 1804.75664792216 
555	 1826.35922738931 
556	 1845.91868873653 
557	 1863.19938922163 
558	 1879.28927461584 
559	 1896.3351667364 
560	 1913.47091594714 
561	 1929.55651056538 
562	 1943.4874169467 
563	 1956.36879377771 
564	 1967.67668341054 
565	 1975.28475880754 
566	 1982.78248729236 
567	 1989.81869981732 
568	 1994.72588011055 
569	 1997.19455261451 
570	 1997.85075536475 
571	 1997.51511185886 
572	 1997.34163258589 
573	 1995.24766251631 
574	 1991.32081412214 
575	 1988.453735297 
576	 1982.06813145857 
577	 1973.66877987155 
578	 1966.86381392341 
579	 1957.28624722934 
580	 1946.2989561711 
581	 1935.73391068801 
582	 1925.19079888234 
583	 1917.23887533939 
584	 1911.28089151098 
585	 1901.4882652039 
586	 1892.30517696538 
587	 1883.6575249057 
588	 1873.55031095636 
589	 1864.94961325094 
590	 1858.19457791582 
591	 1853.15339736329 
592	 1850.549677888 
593	 1848.96360325959 
594	 1847.74854009643 
595	 1847.4405214994 
596	 1850.91316113682 
597	 1858.44179910285 
598	 1868.42847693051 
599	 1880.36426568395 
600	 1892.93806028129 
601	 1905.08396847673 
602	 1918.29359243984 
603	 1931.35462543511 
604	 1943.62467480238 
605	 1955.93105525408 
606	 1970.33085513126 
607	 1987.57349847922 
608	 2007.17605040489 
609	 2032.01970664706 
610	 2061.33065425815 
611	 2092.72109156436 
612	 2123.34682147748 
613	 2153.16986753112 
614	 2181.8938024543 
615	 2206.51779100963 
616	 2231.13505478186 
617	 2256.62450008154 
618	 2279.85649000296 
619	 2304.0352115035 
620	 2330.36866963647 
621	 2359.00190529485 
622	 2387.10505928558 
623	 2413.57841937839 
624	 2439.01398025903 
625	 2469.29605548586 
626	 2498.17324226005 
627	 2523.44900158954 
628	 2549.63610872546 
629	 2576.15024309287 
630	 2601.48600359431 
631	 2623.42359405103 
632	 2645.22447855132 
