Wavelength	2mm_blackPC00000.asd
350	 2.28306609241713 
351	 1.91400663251977 
352	 1.4947051532164 
353	 0.21698597779256 
354	 1.05299303584242 
355	 1.93511737014416 
356	 1.1571283136467 
357	 0.557081022509148 
358	 0.37102615333371 
359	 0.718002492195891 
360	 1.55762874767633 
361	 1.90285621658139 
362	 1.73811256828956 
363	 1.33449740620868 
364	 0.942194003725331 
365	 0.527289356861823 
366	 0.269196133919154 
367	 0.656743557217453 
368	 0.90802688364911 
369	 0.817939804875885 
370	 0.506237227095877 
371	 0.814177139967762 
372	 1.01457363328813 
373	 0.760815694359847 
374	 0.672177749095925 
375	 0.40485075567625 
376	 0.436314459453772 
377	 1.47084419294569 
378	 1.85861535777888 
379	 1.5409154247185 
380	 0.75029874657996 
381	-0.528683286857964 
382	-0.438702838328773 
383	 1.16100183980909 
384	 2.85775308664658 
385	 1.30857298012749 
386	-0.327964340413828 
387	 1.2301649765127 
388	 0.908017135865442 
389	 0.532955160813698 
390	 1.17324989784123 
391	 2.53521163751167 
392	 1.74439441822492 
393	 0.359003144739883 
394	 1.31668041590744 
395	 0.602680450500501 
396	-0.122298707972845 
397	 0.357122752300829 
398	 0.293055534937734 
399	 0.587293968548657 
400	 0.917291822892453 
401	 8.45832827253561E-02 
402	-0.840531924220068 
403	-0.728015096230315 
404	 0.846906768750903 
405	 1.25743677954749 
406	 1.17482208618413 
407	 0.943998673049285 
408	 9.43664786437064E-02 
409	 0.102811763608344 
410	 1.15100004694675 
411	 2.61243744290425 
412	 2.26119458370869 
413	 1.12154807923906 
414	 0.441692746170796 
415	 0.824560756219148 
416	 1.00475330083718 
417	 0.586202893163689 
418	-7.07927948863402E-02 
419	 1.14094053463332 
420	 2.07392367375191 
421	 0.330168713808139 
422	-0.781509740841324 
423	-0.966989831595976 
424	-0.325444270821301 
425	 0.746527624681514 
426	 2.7845385271565 
427	 4.15395201594911 
428	 2.22519787344226 
429	-0.324205286360326 
430	-1.90300169001662 
431	-1.47700420007043 
432	 1.33528206472806 
433	 2.69782755198485 
434	 1.8003381104742 
435	 1.76909189738412 
436	 8.22768923682804E-03 
437	-1.82495535005753 
438	-0.945238493848076 
439	 0.178354164781006 
440	 0.797782456566681 
441	 0.713101885445577 
442	 0.620039120558421 
443	-0.627954333676172 
444	-2.05410680797104 
445	-0.710071849798346 
446	 0.331852354224876 
447	 0.63541546309525 
448	 0.524832188367771 
449	-3.47010813962488E-03 
450	-0.244569661232351 
451	 6.89440394009734E-02 
452	 0.205841648583861 
453	 0.501921539050235 
454	 1.00440339662466 
455	 1.56513441236132 
456	 1.23098872974331 
457	 0.604524194202603 
458	 0.445337007638373 
459	 0.241478780216177 
460	-0.131911383565934 
461	-0.320917723973796 
462	 1.10897127024373 
463	 1.85345124020538 
464	 1.77029184048472 
465	 1.76828289686155 
466	 0.240290301833933 
467	-1.1509552404606 
468	-0.789840328485718 
469	 0.331336210318439 
470	 0.406478447379413 
471	-0.764572274324411 
472	-0.965311173361146 
473	-0.97638325782986 
474	-0.816056129819966 
475	-0.223753854866854 
476	 1.53553834762308 
477	 2.11774133779555 
478	 0.160943456605546 
479	-0.406461408374256 
480	-0.78254155768995 
481	-1.26162856398836 
