Wavelength	3mm_blackPETG00000.asd
350	 1.1967652774492 
351	 0.695600462234953 
352	-0.231677720136892 
353	-0.175416148611626 
354	 0.240727049304204 
355	 0.624405236187384 
356	 0.58586745736167 
357	-0.519210934632096 
358	-1.05686970368152 
359	-0.406358005535496 
360	 1.11780107997908 
361	 0.121517599863718 
362	-0.688017466134482 
363	 1.14658496519823 
364	 0.448472418213399 
365	-0.582464549059032 
366	-0.586021024404378 
367	 0.578846692815979 
368	 1.43062307547484 
369	 1.00387914691307 
370	-0.813829377629555 
371	-0.12340442193113 
372	 5.52817599082645E-02 
373	-1.4386994050708 
374	-1.13242302802212 
375	-0.355331547396393 
376	 0.649634968124502 
377	 1.92467450491407 
378	 2.5178508346957 
379	 1.23637014092633 
380	-1.53771382653917 
381	-0.880968633873096 
382	-5.63706439654158E-02 
383	-9.65602475052211E-03 
384	 0.224250262754952 
385	 0.36308372573059 
386	 6.72343178717113E-02 
387	-0.865859926590762 
388	-2.05529658851655 
389	-2.4777192018495 
390	-1.77306309577599 
391	-0.400481298949059 
392	-0.608448168032324 
393	-1.29105333864043 
394	-0.245902378771635 
395	-0.153560077202489 
396	-0.540563742404389 
397	-0.580112711844214 
398	 0.625378149231763 
399	 1.05262653061574 
400	 0.424714891443655 
401	-0.166444168046317 
402	 0.632910774944644 
403	 1.26643888989398 
404	 0.374422615421877 
405	 1.14814803273848 
406	 1.80071017640303 
407	 1.37431053328427 
408	 0.335616643282269 
409	-0.729853966781692 
410	-1.11267521781443 
411	-0.317657691790947 
412	-0.418870595063801 
413	 7.37719660587551E-02 
414	 1.58812921618189 
415	-5.83719991383352E-02 
416	-0.670137426588502 
417	 0.422006677926606 
418	 0.850317033385555 
419	 0.391095407561163 
420	-0.192272109707469 
421	 2.16151144301524E-02 
422	 0.795393383799308 
423	 0.902445170843312 
424	-0.122409099538162 
425	-1.51572735693781 
426	-1.38600140671537 
427	-0.658153925225729 
428	-1.64193725670775 
429	-0.153292720263535 
430	 1.28756644347834 
431	 0.438203806833741 
432	 0.869719093931633 
433	 0.75233117023893 
434	-0.180465421953157 
435	-5.91114455800547E-02 
436	-0.501012540809576 
437	-0.682898527038548 
438	 0.689162702573653 
439	 0.443437396797541 
440	 3.48154686745154E-02 
441	 0.482369697870706 
442	-8.31783560261758E-03 
443	-0.617628844471423 
444	-0.707961395116909 
445	 0.270014769143147 
446	-0.041319272224778 
447	-0.479094552644663 
448	 0.504823107213242 
449	-0.499995005082642 
450	-0.455930342198026 
451	 1.3644411846704 
452	-0.724137807326635 
453	-0.717026112041028 
454	 0.82466479612656 
455	-0.834829143190142 
456	-1.50336091263789 
457	-0.998456907134115 
458	-0.282213351481872 
459	-1.29771474289755 
460	-1.22194389461805 
461	 0.412111960374204 
462	-0.665548734458433 
463	-1.69046337327812 
464	-1.78816006646995 
465	-0.949472545665743 
466	-0.145606525055085 
467	-3.95406328787961E-02 
468	-0.813509477060845 
469	-1.27633679422872 
470	-1.12800461680483 
471	-0.66648612112174 
472	-1.19599161627519 
473	-0.691539871033105 
474	 0.293181181211634 
475	 5.13165716211371E-02 
476	-1.07724832774571 
477	-1.77643372993501 
478	-1.17769042471413 
479	-0.487554561978618 
480	-0.675894083659915 
481	-1.45932083305237 
482	-0.718500252165237 
483	-0.841828051349803 
484	-1.75813441811715 
485	-2.29836164887558 
486	-1.43174375604033 
487	 7.76476732654834E-02 
488	 0.975344732807243 
489	-0.769924266456418 
490	-1.91368979469687 
491	-1.67020395265866 
492	-2.45457283479105 
493	-2.97847244709136 
494	-2.27360378725714 
495	 0.177528738076272 
496	 0.569147520090379 
497	-0.910902932421131 
498	-2.75942342273507 
499	-1.2034658840255 
500	-0.950518484587187 
501	-2.69749471563308 
502	-1.94760626830062 
503	-0.826675645807733 
504	-0.591080858484148 
505	-2.05912313888269 
506	-3.02263360692569 
507	-2.89535535296051 
508	-1.91866216564092 
509	-2.21074684109802 
510	-1.33203735085652 
511	 0.506252124123786 
512	-0.619879690990106 
513	-1.90258718051393 
514	-2.15095064139117 
515	-0.991118349943889 
516	-1.35736060874887 
517	-1.85035460144459 
518	-1.13730613721828 
519	-0.808582693809691 
520	-1.04803157826467 
521	-1.59852799347753 
522	-1.5440786765318 
523	-1.80484636731839 
524	-2.06959226517517 
525	-1.567438289542 
526	-1.52342125590946 
527	-1.68564909349074 
528	-1.71107293725276 
529	-2.06615430657473 
530	-2.42112348802504 
531	-2.54243830941041 
532	-2.44398657209075 
533	-0.993933952288269 
534	 0.323769981929956 
535	-1.22764338138232 
536	-1.91280303733078 
537	-1.44365697578706 
538	-0.628394085650599 
539	-1.77647071987331 
540	-2.61224807041665 
541	-2.13002879448759 
542	-1.77634043093467 
543	-1.99269943962885 
544	-2.67021050426833 
545	-3.20152915955841 
546	-1.73581959430734 
547	-0.586225880448627 
548	-2.08431416034288 
549	-2.96743115012259 
550	-2.59104187027377 
551	-1.3534853786559 
552	-1.62632794978878 
553	-0.408751840805673 
554	 0.92306554188666 
555	-2.25498455144275 
556	-2.80226613623594 
557	-1.95804206574135 
558	-2.6995259017835 
559	-2.62598234623877 
560	-1.36082885830032 
561	 0.46614132150604 
562	 0.202175958155251 
563	-1.04872626059433 
564	-2.07686608138113 
565	-1.3053484013534 
566	-1.96248247128947 
567	-2.52939742655763 
568	-0.548302113449537 
569	-0.556047530342191 
570	-1.14916090011358 
571	-1.11038469718227 
572	-2.18511085127895 
573	-3.20009607306108 
574	-3.39501615220159 
575	-2.32759509988903 
576	-1.43489933759128 
577	-1.223201286243 
578	-1.72231157391999 
579	-2.0814841608626 
580	-2.93661135383003 
581	-4.31526349002002 
582	-3.00312261621802 
583	-1.10151013042063 
584	-0.224726353449056 
585	-1.57414250610984 
586	-1.72929044446013 
587	-1.08266329377873 
588	-1.92726252772732 
589	-2.40756202384251 
590	-1.82274376079031 
591	-0.403249152615739 
592	-1.66750026893112 
593	-2.3855171404678 
594	-1.30653306566344 
595	-1.44687985361723 
596	-2.44777336849152 
597	-3.12478798260088 
598	-1.542042097705 
599	-1.7908202556404 
600	-2.62289227975134 
601	-1.92573649680937 
602	-1.95326572217384 
603	-2.05778103382212 
604	-1.75325629397269 
605	-1.39826882735719 
606	-1.71731837847362 
607	-2.51195739802045 
608	-2.68240352883883 
609	-3.55824616733626 
610	-3.85741752769233 
611	-1.89850678127192 
612	-0.425838235852625 
613	-0.224507655259584 
614	-1.27254481620122 
615	-2.24350195788974 
616	-2.71520585159015 
617	-2.33088194769804 
618	-0.561638061621554 
619	-1.12713605241501 
620	-2.78705276711932 
621	-2.32584054663615 
622	-2.58921574449669 
623	-2.62624229082138 
624	-1.59615638142715 
625	-1.44232814352222 
626	-1.83556816855789 
627	-2.33481477207299 
628	-2.30557551955491 
629	-2.58221112434242 
630	-3.1943696612778 
631	-3.73588929504809 
632	-3.94329675417428 
633	-3.30803787494251 
634	-1.81360087995811 
635	-1.86884833634997 
636	-2.62821893424855 
637	-3.31947477738147 
638	-3.80239360884008 
639	-3.34034282446861 
640	-2.10811117312823 
641	-1.01509649293711 
642	-1.20845279381786 
643	-1.82376404404607 
644	-1.70849186598907 
645	-2.61104536091156 
646	-3.10234722355196 
647	-2.46704712586307 
648	-2.49530960753748 
649	-2.37124462292301 
650	-1.87849716214386 
651	-1.26276941264845 
652	-2.62908788832541 
653	-4.13464309717468 
654	-2.9334204586763 
655	-1.89570303883052 
656	-1.98543829425286 
657	-3.02636055922717 
658	-2.02747284610487 
659	-1.85182673563151 
660	-2.68335865323294 
661	-1.09519382785961 
662	-0.584102596361245 
663	-1.22301687096507 
664	-1.69463860053197 
665	-2.57856770979183 
666	-2.9342723749688 
667	-2.31571164864604 
668	-3.25704014612025 
669	-3.29258847266258 
670	-2.08472747769802 
671	-3.15406091194167 
672	-3.33160115477283 
673	-2.55273620562395 
674	-2.27145716355709 
675	-1.70238403854139 
676	-1.30970738164024 
677	-1.54086289141693 
678	-1.49601601156702 
679	-1.85588835098583 
680	-2.67142998103081 
681	-2.6543387839287 
682	-1.59761573117993 
683	-0.984785350302675 
684	-3.53988855251782 
685	-3.77285482654036 
686	-2.71597183611245 
687	-2.59395906964033 
688	-1.15516607763491 
689	-0.820767403248035 
690	-2.48334749318491 
691	-2.86907854490351 
692	-3.22919329466503 
693	-3.59549331021513 
694	-3.10764138067761 
695	-2.68266909887969 
696	-2.29255297172446 
697	-1.77588935649307 
698	-2.20815578740743 
699	-2.65121745348912 
700	-2.44584437529867 
701	-2.13822896720651 
702	-1.93938925425967 
703	-1.9555773670428 
704	-2.19626961936217 
705	-2.17533665937107 
706	-2.25398761328063 
707	-2.95866546620253 
708	-3.49963862324364 
709	-2.82609359686837 
710	-1.13243901439589 
711	-2.47497346647036 
712	-3.34192237392462 
713	-2.87284189573468 
714	-3.15443923038793 
715	-2.87276036624175 
716	-2.49042877059111 
717	-2.91388620788972 
718	-2.38571964992951 
719	-2.50000942077916 
720	-3.91516491653919 
721	-2.50902185230538 
722	-2.02582418281374 
723	-2.93770474624539 
724	-1.42441303089138 
725	-1.50423763441353 
726	-2.62695729469498 
727	-2.56555265794299 
728	-2.66186067824084 
729	-3.18482173909896 
730	-3.72777842243882 
731	-1.90944955763486 
732	-0.438952182413421 
733	-0.554360724957312 
734	-1.75769668285959 
735	-1.7914073376148 
736	-1.36547301694316 
737	-2.33275103635825 
738	-2.15350297537109 
739	-1.98496178264525 
740	-2.71659266242618 
741	-2.09857579124862 
742	-1.58176863984297 
743	-1.90388504504097 
744	-2.97843776869873 
745	-3.10437240367346 
746	-2.18530755083497 
747	-1.07301479422233 
748	-2.2574910309345 
749	-3.51366814348033 
750	-2.88601622301972 
751	-2.0420192728325 
752	-1.12323275852368 
753	-0.62824143767441 
754	-1.68137566483051 
755	-2.54847100781575 
756	-3.10442092084777 
757	-3.83033688575263 
758	-4.3250660163573 
759	-4.28468699302987 
760	-3.55099139078529 
761	-2.19309639617773 
762	-1.15336402780866 
763	-0.907105488544543 
764	-1.45243547407985 
765	-1.84442503991242 
766	-2.4135407092022 
767	-3.64439077058742 
768	-2.23427855926494 
769	-1.16228886904333 
770	-2.40440389361523 
771	-2.72263117993678 
772	-2.7734584196117 
773	-2.76594297363282 
774	-2.51260341961605 
775	-1.55705113715054 
776	-1.10626992919068 
777	-2.42912303009838 
778	-2.5319223161248 
779	-2.59177509567879 
780	-3.256438775163 
781	-2.63427463860438 
782	-2.02592838035915 
783	-1.85828487894019 
784	-1.90527738063049 
785	-3.23609611082347 
786	-4.60433723061702 
787	-4.34401066856628 
788	-2.18676430427079 
789	-2.11563099606603 
790	-4.74393394471361 
791	-3.00754477358505 
792	-1.73840944904164 
793	-2.20154925327828 
794	-3.59255387026602 
795	-2.89179326843646 
796	-2.23795458210396 
797	-3.48287851966326 
798	-1.32376207467276 
799	-0.471298461801244 
800	-2.09788080139714 
801	-1.09121286787274 
802	-2.29333527406057 
803	-4.45892227233074 
804	-3.93909448968578 
805	-3.48334308144347 
806	-3.01516948175884 
807	-2.27930377010711 
808	-1.80008592623092 
809	-1.66094180114852 
810	-1.77520122807914 
811	-1.8522250309506 
812	-2.77404208958393 
813	-2.9545505189527 
814	-0.918309887327509 
815	-2.16429995692442 
816	-3.90329357700676 
817	-3.85520950162026 
818	-2.34982397386702 
819	-1.61549396999169 
820	-1.4070520941044 
821	 0.123816254240808 
822	-0.528129131810076 
823	-2.1149214444076 
824	-2.75481454795748 
825	-2.81081444393527 
826	-2.81456862290417 
827	-2.66209801336079 
828	-1.14533170956158 
829	-0.992301150383101 
