Wavelength	reference_blackPETG00000.asd
819	 13239.9256607119 
820	 13159.913741504 
821	 13084.2301799129 
822	 13001.2954014286 
823	 12915.9956804321 
824	 12835.2868449442 
825	 12758.2875917694 
826	 12683.5186122095 
827	 12610.0438572333 
828	 12538.2126927741 
829	 12461.7687061615 
830	 12378.6264982161 
831	 12288.7632618255 
832	 12191.7005774253 
833	 12093.7386816004 
834	 12000.5519437226 
835	 11913.9154935604 
836	 11835.3859854567 
837	 11765.0898035776 
838	 11701.8991680138 
839	 11648.1448800423 
840	 11598.6984535693 
841	 11546.7234362724 
842	 11487.9473887632 
843	 11421.7336171242 
844	 11349.8004151677 
845	 11276.8966460864 
846	 11203.3051298137 
847	 11129.5954092231 
848	 11055.9893842388 
849	 10980.9379256661 
850	 10906.1816812775 
851	 10832.8917434655 
852	 10759.8028002924 
853	 10687.0217936565 
854	 10615.2305834388 
855	 10545.5332479325 
856	 10476.6556922679 
857	 10407.5088341776 
858	 10337.198504672 
859	 10265.4253646965 
860	 10192.4106781969 
861	 10119.2868697752 
862	 10048.3443667252 
863	 9979.33749956842 
864	 9910.97936990015 
865	 9841.85424219539 
866	 9773.55261049808 
867	 9704.29290425339 
868	 9633.74750670069 
869	 9564.99489294717 
870	 9496.89902273248 
871	 9429.95064976859 
872	 9365.03079194834 
873	 9298.83834764042 
874	 9230.86798982081 
875	 9161.22047529619 
876	 9089.82511634694 
877	 9018.95374096532 
878	 8949.68987851529 
879	 8882.12676410686 
880	 8816.41939057023 
881	 8751.99458677017 
882	 8687.65268023647 
883	 8619.78030990741 
884	 8556.60191686543 
885	 8497.74382530361 
886	 8432.49065553236 
887	 8365.49956111552 
888	 8298.28365336398 
889	 8231.6837374137 
890	 8166.50520103207 
891	 8102.64219282017 
892	 8039.09082104628 
893	 7973.4644928657 
894	 7907.5974380096 
895	 7841.51498724441 
896	 7774.88804462626 
897	 7709.84906189445 
898	 7644.40702001913 
899	 7578.4637177252 
900	 7517.03548997423 
901	 7454.20740903841 
902	 7389.94428033085 
903	 7326.88373650667 
904	 7264.52482038927 
905	 7202.86321839924 
906	 7141.60954584264 
907	 7079.65914491349 
908	 7018.48335510332 
909	 6956.92859618527 
910	 6892.51803365255 
911	 6826.94785597996 
912	 6763.17421669141 
913	 6702.50874645676 
914	 6641.64522192664 
915	 6580.67981334712 
916	 6520.17054394394 
917	 6460.83189268433 
918	 6398.79028131937 
919	 6335.87665258339 
920	 6274.17083631881 
921	 6213.48936646188 
922	 6151.12028750106 
923	 6088.65937434576 
924	 6030.59246902356 
925	 5971.91082131135 
926	 5913.4505079823 
927	 5855.95018212495 
928	 5796.65899726112 
929	 5735.05001509161 
930	 5672.07431463134 
931	 5609.72528903151 
932	 5546.15762437507 
933	 5481.53728985226 
934	 5417.40065229962 
935	 5358.42368137461 
936	 5299.61945527305 
937	 5241.08205253104 
938	 5186.17748765163 
939	 5129.51442063885 
940	 5071.20127787344 
941	 5012.42084974293 
942	 4954.08623198684 
943	 4897.2465068735 
944	 4841.29020861203 
945	 4784.62043642458 
946	 4728.79494358434 
947	 4672.98043078371 
948	 4616.77187290127 
949	 4561.43053662036 
950	 4509.16189787574 
951	 4457.71432727673 
952	 4403.16159528073 
953	 4352.80649090758 
954	 4302.19932103551 
955	 4248.8746219406 
956	 4197.92013231747 
957	 4144.89232479795 
958	 4090.9827271395 
959	 4039.27513531797 
960	 3987.88553597919 
961	 3935.21987851874 
962	 3881.69889970238 
963	 3831.02616874378 
964	 3779.79619334494 
965	 3727.98043777991 
966	 6241.35880692112 
967	 6312.79114517463 
968	 6386.75957678988 
969	 6469.43337533383 
970	 6558.75391919637 
971	 6653.55845555966 
972	 6759.12997652311 
973	 6862.34167383035 
974	 6970.13081185303 
975	 7078.97041415047 
976	 7191.66490547511 
977	 7300.44434747416 
978	 7404.83989377867 
979	 7507.8146406381 
980	 7605.2610407052 
981	 7695.80244285356 
982	 7784.06361500143 
983	 7873.53695855551 
984	 7953.22941953822 
985	 8027.20350498235 
986	 8102.13246812226 
987	 8174.55386827446 
988	 8244.72231074037 
989	 8314.40322440309 
990	 8382.16404700685 
991	 8447.26831905974 
992	 8510.84255750443 
993	 8572.98998242769 
994	 8631.98441859167 
995	 8689.18570621574 
996	 8746.23484046505 
997	 8806.06611420936 
998	 8868.23781306908 
999	 8932.82976197818 
1000	 8997.89071299095 
1001	 9061.41321955156 
1002	 9122.78794296547 
1003	 9185.05944889814 
1004	 9249.18362942157 
1005	 9311.40460595748 
1006	 9374.36529778859 
1007	 9435.15254464454 
1008	 9495.14894651339 
1009	 9549.95290403117 
1010	 9605.16522775172 
1011	 9662.79565173527 
1012	 9719.16873054156 
1013	 9776.14371547521 
1014	 9832.91201506873 
1015	 9886.77997246445 
1016	 9937.47079781364 
1017	 9991.23835036047 
1018	 10046.4070133375 
1019	 10096.383570438 
1020	 10146.9984373033 
1021	 10197.8753683022 
1022	 10247.0105362264 
1023	 10298.4406903739 
1024	 10353.1246313146 
1025	 10406.3561261125 
1026	 10456.5691789887 
1027	 10510.4848306018 
1028	 10562.6155209953 
1029	 10617.3907496561 
1030	 10676.7292580095 
1031	 10730.3800921727 
1032	 10783.8822208652 
1033	 10839.014349416 
1034	 10894.5151055649 
1035	 10952.5983290366 
1036	 11008.4987297058 
1037	 11065.443112986 
1038	 11121.9656262663 
1039	 11175.8173111875 
1040	 11230.014649324 
1041	 11286.85399923 
1042	 11339.3348924743 
1043	 11388.6871790322 
1044	 11436.9933515453 
1045	 11488.0435185572 
1046	 11539.1326383674 
1047	 11590.5532684568 
1048	 11639.6728602386 
1049	 11683.9162971192 
1050	 11725.6358219898 
1051	 11765.3928967232 
1052	 11806.7872755634 
1053	 11849.231725231 
1054	 11891.5603998519 
1055	 11935.8372525942 
1056	 11978.2666252524 
1057	 12018.0820763123 
1058	 12056.1220695048 
1059	 12093.4469147798 
1060	 12125.9701075286 
1061	 12163.2495874729 
1062	 12202.0501339391 
1063	 12241.9237755821 
1064	 12284.2699370397 
1065	 12324.7336382068 
1066	 12364.950916917 
1067	 12407.7506902347 
1068	 12449.0934543107 
1069	 12491.8983368334 
1070	 12538.2949483013 
1071	 12581.6148893212 
1072	 12627.2167878113 
1073	 12674.7334833253 
1074	 12723.3392206298 
1075	 12773.4453774547 
1076	 12824.9510769407 
1077	 12876.732103158 
1078	 12932.0761245355 
1079	 12990.9731500599 
1080	 13047.9374077683 
1081	 13105.669600225 
1082	 13165.7313512866 
1083	 13226.1534346424 
1084	 13285.9294959046 
1085	 13351.5534140434 
1086	 13419.2243191752 
1087	 13483.5962618481 
1088	 13552.9440806674 
1089	 13626.4039543585 
1090	 13700.3065230204 
1091	 13780.4345448291 
1092	 13866.3050867047 
1093	 13955.0971187448 
1094	 14047.2777751086 
1095	 14143.3400210184 
1096	 14243.4787350416 
1097	 14347.0430962753 
1098	 14453.0893531055 
1099	 14565.3122080196 
1100	 14681.7781546201 
1101	 14803.656811549 
1102	 14931.1865551702 
1103	 15063.0887879288 
1104	 15201.4730749046 
1105	 15341.3526317476 
1106	 15484.2130810495 
1107	 15632.827058262 
1108	 15784.0441435014 
1109	 15937.2779424212 
1110	 16096.2937428884 
1111	 16260.7025776564 
1112	 16427.2392248937 
1113	 16598.1384117169 
1114	 16771.1715301622 
1115	 16945.2907459438 
1116	 17126.2833593725 
1117	 17310.4348513008 
1118	 17500.5516860798 
1119	 17698.198132247 
1120	 17898.0302914182 
1121	 18104.5287881912 
1122	 18310.1018917429 
1123	 18516.1385748581 
1124	 18726.3589925555 
1125	 18938.3108796137 
1126	 19151.5866893427 
1127	 19371.9275273946 
1128	 19600.2426419735 
1129	 19823.4228453974 
1130	 20051.0912731451 
1131	 20271.8286944876 
1132	 20488.8894082462 
1133	 20705.471324832 
1134	 20919.8145268874 
1135	 21132.6717099173 
1136	 21345.0833226752 
1137	 21553.9515928845 
1138	 21760.0993222549 
1139	 21964.4013347256 
1140	 22165.4937310621 
1141	 22365.9176017481 
1142	 22566.4388201635 
1143	 22762.5178716216 
1144	 22956.3565018282 
1145	 23147.229595166 
1146	 23333.4578083757 
1147	 23518.3070633646 
1148	 23701.0846511715 
1149	 23882.0719805187 
1150	 24060.0826321842 
1151	 24236.8730943078 
1152	 24407.9424755021 
1153	 24575.5944174833 
1154	 24739.4477648043 
1155	 24900.8172640205 
1156	 25054.0855784422 
1157	 25200.7985074578 
1158	 25345.8424365335 
1159	 25485.9961604349 
1160	 25620.9819609127 
1161	 25753.3856193858 
1162	 25880.9359211479 
1163	 26002.4018436521 
1164	 26119.007775009 
1165	 26232.2650945012 
1166	 26340.5864342004 
1167	 26442.8157334613 
1168	 26540.3604749015 
1169	 26635.0290763218 
1170	 26724.6818700813 
1171	 26809.648539963 
1172	 26889.9153501734 
1173	 26964.5155672371 
1174	 27032.4334348012 
1175	 27101.6377421503 
1176	 27167.5852087395 
1177	 27230.2262282797 
1178	 27291.77967022 
1179	 27348.8066327691 
1180	 27400.4807764921 
1181	 27450.6939526145 
1182	 27497.2284759195 
1183	 27545.1835762305 
1184	 27590.4977301378 
1185	 27635.9764605982 
1186	 27683.6739319985 
1187	 27728.2331466858 
1188	 27771.8634067567 
1189	 27812.4365731068 
1190	 27849.718859173 
1191	 27886.446776019 
1192	 27921.9278598941 
1193	 27955.9503283995 
1194	 27990.7260439909 
1195	 28023.2150368539 
1196	 28053.0121443538 
1197	 28079.84973811 
1198	 28105.7495814935 
1199	 28130.3063779097 
1200	 28152.5756107759 
1201	 28173.2621159677 
1202	 28191.1133035837 
1203	 28206.6158003057 
1204	 28218.8595708003 
1205	 28227.6665687894 
1206	 28236.7463981865 
1207	 28244.2604824711 
1208	 28249.503451321 
1209	 28253.5525852115 
1210	 28255.8300483223 
1211	 28255.2996535817 
1212	 28253.0435920263 
1213	 28252.540957555 
1214	 28247.4469010243 
1215	 28245.8961876074 
1216	 28244.4959232511 
1217	 28240.3800658924 
1218	 28240.6690954442 
1219	 28235.4188001895 
1220	 28229.8758435074 
1221	 28227.2209845492 
1222	 28225.5405103003 
1223	 28223.5692457501 
1224	 28224.9633959847 
1225	 28222.8646528977 
1226	 28217.8847240466 
1227	 28215.172330227 
1228	 28211.3537470572 
1229	 28208.9185863945 
1230	 28208.5400052518 
1231	 28208.5806879084 
1232	 28208.517430022 
1233	 28210.3356729753 
1234	 28214.6363808129 
1235	 28216.172508386 
1236	 28216.3394108985 
1237	 28218.7444622666 
1238	 28220.722629102 
1239	 28227.803680731 
1240	 28239.6021012021 
1241	 28250.8566782338 
1242	 28261.9006124018 
1243	 28273.5067011991 
1244	 28285.5051118798 
1245	 28299.3604712345 
1246	 28316.3498808858 
1247	 28335.8002310682 
1248	 28354.2764488044 
1249	 28375.6803036356 
1250	 28399.5099736334 
1251	 28425.3684410509 
1252	 28450.9028213165 
1253	 28478.8066544086 
1254	 28506.7267514601 
1255	 28534.4061758676 
1256	 28562.7166721618 
1257	 28592.8870636667 
1258	 28622.8442577683 
1259	 28651.3700296433 
1260	 28682.0390813382 
1261	 28714.8287285043 
1262	 28748.1782165846 
1263	 28778.6391462754 
1264	 28806.1580005949 
1265	 28827.0225127848 
1266	 28842.6860013326 
1267	 28858.0451247847 
1268	 28868.9441573727 
1269	 28874.7930058027 
1270	 28879.3592374874 
1271	 28879.7898785815 
1272	 28872.2283613585 
1273	 28861.4905357965 
1274	 28846.9293723901 
1275	 28824.7060949994 
1276	 28797.545261542 
1277	 28762.837924383 
1278	 28723.1097599016 
1279	 28679.4888433738 
1280	 28627.4565248485 
1281	 28577.371866328 
1282	 28527.6584578157 
1283	 28470.9200502202 
1284	 28407.2547108774 
1285	 28348.4395801155 
1286	 28285.4107040606 
1287	 28226.3953717149 
1288	 28171.8479986573 
1289	 28118.2494665048 
1290	 28058.8490312528 
1291	 28002.2366424316 
1292	 27948.0764351058 
1293	 27896.9625553375 
1294	 27852.6527372161 
1295	 27812.9897704101 
1296	 27780.2278344114 
1297	 27752.8627567534 
1298	 27732.335749397 
1299	 27716.1045179321 
1300	 27706.675968551 
1301	 27701.4668741216 
1302	 27698.9661964222 
1303	 27708.9910708774 
1304	 27720.2391929565 
1305	 27733.0183247201 
1306	 27756.2416806007 
1307	 27776.2381334317 
1308	 27793.8376478014 
1309	 27814.8878437696 
1310	 27835.9831297089 
1311	 27859.8688126979 
1312	 27886.3219316868 
1313	 27919.5959776278 
1314	 27949.935762125 
1315	 27978.1745123639 
1316	 28009.2824572842 
1317	 28038.0934775245 
1318	 28076.2916454183 
1319	 28119.1017695569 
1320	 28167.462696956 
1321	 28221.812450801 
1322	 28275.9832986374 
1323	 28331.7606363571 
1324	 28392.4434598062 
1325	 28457.7112521669 
1326	 28531.6582546583 
1327	 28610.7292532468 
1328	 28692.8399061983 
1329	 28783.7547753595 
1330	 28882.7319803092 
1331	 28985.2187887159 
1332	 29093.3987950791 
1333	 29206.2767503595 
1334	 29320.1474329341 
1335	 29439.2744876369 
1336	 29562.4897464495 
1337	 29687.3947726183 
1338	 29812.6719558399 
1339	 29938.2630857452 
1340	 30065.7743221122 
1341	 30197.7290435662 
1342	 30331.2163308849 
1343	 30459.9338935177 
1344	 30584.8066246689 
1345	 30701.3173841013 
1346	 30808.9649612788 
1347	 30910.002088791 
1348	 31004.3927942163 
1349	 31091.5375054802 
1350	 31172.9366490051 
1351	 31243.7333512488 
1352	 31301.5605559897 
1353	 31360.680964359 
1354	 31412.2149777443 
1355	 31463.5430360533 
1356	 31519.0846096163 
1357	 31579.1289515623 
1358	 31642.6805648535 
1359	 31714.4348806024 
1360	 31796.8335038282 
1361	 31892.3691957638 
1362	 32006.003650273 
1363	 32137.8668651672 
1364	 32288.9950100254 
1365	 32451.781250929 
1366	 32629.1890393295 
1367	 32812.5843377207 
1368	 33000.4334658072 
1369	 33186.6466426488 
1370	 33368.0151974933 
1371	 33530.0287828801 
1372	 33660.850926753 
1373	 33766.9474186082 
1374	 33829.1420986078 
1375	 33860.4392356504 
1376	 33862.9940120388 
1377	 33839.0245345605 
1378	 33798.9508032078 
1379	 33745.5444273648 
1380	 33681.4205568838 
1381	 33616.3662370226 
1382	 33555.9518729127 
1383	 33497.5269509973 
1384	 33455.9591262862 
1385	 33426.0969278741 
1386	 33405.7759094484 
1387	 33394.7418029487 
1388	 33391.4058746923 
1389	 33400.5241701504 
1390	 33424.3524765308 
1391	 33461.4636173989 
1392	 33515.4161234528 
1393	 33584.5820372047 
1394	 33665.0218923068 
1395	 33760.5537226348 
1396	 33868.0947339333 
1397	 33981.1539903963 
1398	 34102.6841427588 
1399	 34232.2495041563 
1400	 34357.8221359331 
1401	 34482.7008196494 
1402	 34605.3243810452 
1403	 34712.8175371314 
1404	 34807.3001351955 
1405	 34886.6004224192 
1406	 34956.5458623602 
1407	 35018.3713950465 
1408	 35072.6046939225 
1409	 35127.0600992004 
1410	 35177.5204995743 
1411	 35221.6557339784 
1412	 35265.332749666 
1413	 35304.4730359811 
1414	 35338.7211470119 
1415	 35370.7288295436 
1416	 35392.8428952016 
1417	 35411.2528143608 
1418	 35423.7617530817 
1419	 35427.8330808977 
1420	 35429.4455095494 
1421	 35422.1712116614 
1422	 35409.7757733583 
1423	 35393.6806800055 
1424	 35373.3697287296 
1425	 35347.1191104809 
1426	 35316.945632961 
1427	 35287.3987852807 
1428	 35249.0391939411 
1429	 35208.3502943337 
1430	 35168.6789249625 
1431	 35121.2307259094 
1432	 35073.0841718022 
1433	 35022.8966303693 
1434	 34968.6217868875 
1435	 34918.3719870288 
1436	 34871.0263146102 
1437	 34827.2748656078 
1438	 34786.2318725047 
1439	 34741.6886631648 
1440	 34694.3934019086 
1441	 34647.7178437837 
1442	 34601.6394451543 
1443	 34560.3621223817 
1444	 34525.6517144181 
1445	 34489.5565997883 
1446	 34457.8728568692 
1447	 34420.7641379538 
1448	 34379.4564223678 
1449	 34338.9139309757 
1450	 34298.1981384793 
1451	 34257.9690455886 
1452	 34217.8214555632 
1453	 34176.9105731925 
1454	 34137.612904356 
1455	 34092.2004235143 
1456	 34044.5571231725 
1457	 33996.7705321508 
1458	 33943.7332688982 
1459	 33888.2515776075 
1460	 33832.3900153186 
1461	 33773.9814560028 
1462	 33711.8941213215 
1463	 33648.5513023103 
1464	 33582.7905935114 
1465	 33516.3098959383 
1466	 33451.162146519 
1467	 33386.892897686 
1468	 33326.1852050218 
1469	 33267.3437030464 
1470	 33209.0478107338 
1471	 33152.9165533894 
1472	 33097.2599810845 
1473	 33044.6527478991 
1474	 32996.1912612483 
1475	 32946.4222316868 
1476	 32897.6309374713 
1477	 32851.1333871839 
1478	 32807.1775481562 
1479	 32764.0610208377 
