Wavelength	3mm_blackPA00000.asd
350	-1.80992642478129 
351	-2.67532668273903 
352	-1.92804259408556 
353	 0.527612312994646 
354	 0.469735019096648 
355	-0.89683263720889 
356	-1.52451557675629 
357	 0.397787858042226 
358	 1.05155702540833 
359	-1.54115085481186E-02 
360	-0.421390317882292 
361	 0.305895856184854 
362	 0.972548706610298 
363	 0.357237366678007 
364	-1.00611466235397 
365	-1.70809869624839 
366	-1.05904750989483 
367	 0.867490713345202 
368	 0.316351775953908 
369	-1.38189928821973 
370	-1.35624786616472 
371	 0.517913428168546 
372	 1.22878536629584 
373	-2.74907566770237E-02 
374	 0.819970802666071 
375	 0.26097178359801 
376	-1.12008702647279 
377	-0.948563145207612 
378	-0.447422035338015 
379	-0.22063933603419 
380	-0.405597386402542 
381	 0.104299859856565 
382	-0.589360047602991 
383	-1.68341840351535 
384	-9.25312164206944E-02 
385	-0.270008779450919 
386	-1.08782249306272 
387	-0.671919461902411 
388	-0.907341313566157 
389	-0.805952275303566 
390	-0.216913618166416 
391	-0.520283059366488 
392	 0.157497017718172 
393	 0.637280444855503 
394	-0.968452857301234 
395	-0.441123398267945 
396	 7.84489126363176E-02 
397	-0.723782632900528 
398	 0.272811383639958 
399	-0.431050078076561 
400	-1.56929258369974 
401	 1.58508768281419 
402	 1.69998765812504 
403	 0.202724150187238 
404	-0.124725286354936 
405	-0.899630589794236 
406	-0.53158049241541 
407	 0.719387901577824 
408	-0.638721930183697 
409	 0.268217229561611 
410	 1.87495237262176 
411	 0.386702131078177 
412	-0.886666542955003 
413	-0.780159120889715 
414	 0.49369718408115 
415	-0.290366532288606 
416	-0.48039865610888 
417	 0.103964853225353 
418	-0.472951985151893 
419	-0.320550292116766 
420	 8.82429288365955E-03 
421	-0.288753936194455 
422	 0.524230690630956 
423	 1.31450473820328 
424	 1.11303754261108 
425	-0.814791000835221 
426	-1.47654223433584 
427	-0.633811272323639 
428	 0.352057394260108 
429	 0.107787020739978 
430	 0.581010669682414 
431	 2.71171352241262 
432	 1.15247149859291 
433	-0.314462334151732 
434	-0.537756045766672 
435	-1.9306170672748 
436	-1.98623963644767 
437	-1.16787980931073 
438	-0.908137856918599 
439	-0.393075685031485 
440	 0.289850588804041 
441	 0.786071245207042 
442	 0.213022924715123 
443	-0.551460303107988 
444	-0.901071890148033 
445	-0.424453656389529 
446	 0.568626359593221 
447	 1.36677744187542 
448	 1.21378702757502 
449	-0.266046074925224 
450	-0.774776510853313 
451	 0.461251235051849 
452	 0.681585654319128 
453	 0.650726929254142 
454	 0.223218711155354 
455	-1.18688477037863 
456	-2.0845794622682 
457	-1.61053792777135 
458	 8.08286470778665E-02 
459	-1.08343077844002 
460	-1.77364729038058 
461	-0.670876515633286 
462	-0.594020543380725 
463	-0.392837925423983 
464	-0.310252020635882 
465	-1.11692836333734 
466	-1.32898857470808 
467	-0.532738131319792 
468	 0.739424435744404 
469	-0.939673843034514 
470	-2.43871896022866 
471	-2.41079137349435 
472	-2.42013305903971 
473	-1.46259897761618 
474	 0.137925554090983 
475	 1.38171545384771 
476	 1.06780668088054 
477	-0.139908640067462 
478	-1.18328974612465 
479	-0.92281933846018 
480	-0.935965426689438 
481	-1.47173807886352 
482	-0.878550106258764 
483	-0.254612418480928 
484	-0.269943085514882 
485	-1.29004514637996 
486	-1.56188426234287 
487	-1.16116257985133 
488	-0.632784128052545 
489	-0.963425201096274 
490	-1.50065042047034 
491	-1.75044171258766 
492	-1.35830015052287 
493	-1.08073466806438 
494	-0.905274700727349 
495	-0.559395835936707 
496	-0.578705295833927 
497	-1.10488105161116 
498	-1.96080623973902 
499	-2.18064308837531 
500	-2.34676277301909 
501	-2.34764109440439 
502	-1.05654229775188 
503	-0.435336024019149 
504	-0.208105921762265 
505	 0.59897036339304 
506	-0.582207773919077 
507	-2.06912331004732 
508	-2.17266095043048 
509	-1.24164022049887 
510	-1.40309456758928 
511	-2.53624435984149 
512	-1.38100091105139 
513	-0.927374651165752 
514	-1.25033277359979 
515	-1.32423931651007 
516	-2.24790827867645 
517	-2.05380330005327 
518	 0.163901225317609 
519	-0.121827748259985 
520	-1.11728336870476 
521	-1.7381502175298 
522	-2.01151565453068 
523	-1.20681158264683 
524	-0.469724044885726 
525	-1.67080169524482 
526	-2.05657629526387 
527	-1.95717326550071 
528	-2.02214836954339 
529	-1.74044059359429 
530	-1.51171683257251 
531	-1.52284924952017 
532	-1.70590811191446 
533	-1.04381035107866 
534	-0.222961944884033 
535	-0.831959305252672 
536	-2.01533058177936 
537	-3.04426937345805 
538	-3.33708177612453 
539	-2.9847085192949 
540	-1.88268396066242 
541	-0.459021077154358 
542	-8.25074914653232E-02 
543	-1.0162944883555 
544	-2.68990959863815 
545	-3.79854392055 
546	-1.9545000903485 
547	 1.74317386616264E-02 
548	-1.04220127695855 
549	-2.78710796024828 
550	-2.7372538172632 
551	-0.772422984669952 
552	-1.82548229589663 
553	-2.24047980633141 
554	-1.54296452444799 
555	-1.40007890493215 
556	-1.94763973784372 
557	-1.87507341759998 
558	-0.291969080067915 
559	-2.42487132906129 
560	-4.64418315200971 
561	-4.1508114634898 
562	-1.54704029816215 
563	-0.8408410485096 
564	-2.21883450033687 
565	-2.23508821416096 
566	-3.03683039665663 
567	-3.13221736841043 
568	-0.698132584379861 
569	-1.48989455737925 
570	-3.27735081874527 
571	-3.63851277266996 
572	-2.4952431603804 
573	-1.69840506945705 
574	-2.06368554150194 
575	-3.42048089393746 
576	-2.95559310820817 
577	-1.3860722885396 
578	-1.00739567268734 
579	-2.55672615832892 
580	-3.41167015227925 
581	-1.98071609191165 
582	-2.83308549473848 
583	-2.44437077363426 
584	-0.168850107155776 
585	 0.102509725429476 
586	-1.0197604325025 
587	-2.41029860903119 
588	-2.4170633106024 
589	-1.49590816783218 
590	-0.104209231165792 
591	 0.971236572409633 
592	-0.46340940824499 
593	-1.68739690210032 
594	-1.73331679609828 
595	-3.69272200902715 
596	-3.95985973247149 
597	-2.55589668703555 
598	-1.87840036619997 
599	-1.17728736098548 
600	-1.02500836354852 
601	-1.96345934275407 
602	-2.79681264956565 
603	-2.51981961125664 
604	-1.28722165185381 
605	-2.03588555948398 
606	-2.49166347652677 
607	-1.9531577885195 
608	-0.940390790653979 
609	-2.22140602392669 
610	-3.74834342563991 
611	-2.32563727269058 
612	-1.04978633858331 
613	-0.954373794661457 
614	-2.07165630030491 
615	-2.42589224470538 
616	-2.36315015902986 
617	-2.30381108439727 
618	-2.90962309132885 
619	-2.39511901284037 
620	-1.30847716436136 
621	-1.18423885096834 
622	-1.86634470198981 
623	-2.36779275767882 
624	-1.99451913572771 
625	-1.67494198944359 
626	-2.17560174333454 
627	-3.0840710125631 
628	-1.79638373955292 
629	-1.39524502399015 
630	-1.88181413997174 
631	-1.69688762444518 
632	-1.97242308006708 
633	-2.24281103797622 
634	-1.91464765191882 
635	-1.48701654415214 
636	-0.978943064543254 
637	-0.74458161962524 
638	-2.11141631448643 
639	-3.28397950090747 
640	-3.52600108637227 
641	-2.78559922752328 
642	-2.07072814498933 
643	-1.57891271387103 
644	-1.27995963089395 
645	-1.40116635701897 
646	-1.77863861803494 
647	-2.28804251346547 
648	-3.24179835761648 
649	-2.64962578945737 
650	-1.00398120066434 
651	-1.31967134368238 
652	-1.94685538418246 
653	-2.58837067108732 
654	-3.22929362710819 
655	-2.91471506978814 
656	-2.37372069167074 
657	-2.22561094805752 
658	-1.96594932933257 
659	-1.91512325187389 
660	-2.08538601605002 
661	-2.10800660365316 
662	-1.81414498241639 
663	-1.57579858091025 
664	-1.94828840091056 
665	-1.81894145028457 
666	-1.91115006278144 
667	-2.68211154360531 
668	-2.25136893283972 
669	-1.50839379559571 
670	-1.35173994352215 
671	-3.03238573078777 
672	-2.87088546344504 
673	-1.74797256960441 
674	-2.9026149806981 
675	-2.16536167479825 
676	-1.23116586210358 
677	-2.11569786115632 
678	-1.94373518550937 
679	-1.44045328969289 
680	-1.34705753841721 
681	-2.36238335969419 
682	-2.0450128909131 
683	-1.14090289123643 
684	-2.563649969196 
685	-2.51844142391561 
686	-1.99726000543935 
687	-2.7182302075037 
688	-2.78792702173353 
689	-2.38408574305849 
690	-2.01921043931836 
691	-2.88428521702727 
692	-2.13282994808264 
693	-0.463838045388189 
694	-1.60326193111037 
695	-2.2596514624312 
696	-2.39148982161532 
697	-2.85655363907748 
698	-3.95438104472545 
699	-3.96311346283486 
700	-2.43724542592686 
701	-2.84765620062988 
702	-2.92993821593202 
703	-2.48290949832522 
704	-3.32085783245946 
705	-2.60594571948359 
706	-1.46913624828413 
707	-2.09230120015615 
708	-2.6119020892811 
709	-2.23316690613339 
710	-1.11594135446167 
711	-1.83274153651552 
712	-2.64401903642227 
713	-2.79311369484626 
714	-2.55759208504335 
715	-1.43510819226274 
716	-1.15649127246339 
717	-3.6658002553462 
718	-3.22931014634391 
719	-1.5293541753241 
720	-0.666327679502355 
721	-0.14890056701245 
722	-1.17740116278246 
723	-3.15116495725902 
724	-3.1133417258543 
725	-2.16745481732592 
726	-1.52576465285392 
727	-2.31239979559547 
728	-1.6382415018259 
729	-1.5249272124278 
730	-3.12286724107149 
731	-1.67006048732372 
732	-1.37128945429201 
733	-2.90568084537978 
734	-2.11621963411105 
735	-1.53425068308107 
736	-1.57325023241015 
737	-1.88959089605045 
738	-2.79823420721557 
739	-3.20711877822833 
740	-2.43910172170526 
741	-1.90843189070659 
742	-1.44482058975825 
743	-1.22023342490927 
744	-1.99664930470874 
745	-2.38993524792875 
746	-2.77830074568234 
747	-4.06596344021874 
748	-3.61186626045608 
749	-2.80468425611169 
750	-2.90923142903843 
751	-2.27912753041667 
752	-2.62893096557668 
753	-3.64245722699427 
754	-2.12758226816376 
