Wavelength	2mm_blackPA00000.asd
1407	-3.64557490987352 
1408	-3.09923835755465 
1409	-2.75948296877587 
1410	-4.12831458253769 
1411	-5.99620043340587 
1412	-3.98818539116938 
1413	-6.09019285026613 
1414	-7.7726709447462 
1415	-3.43657470392024 
1416	-1.18006643568871 
1417	 1.14146370547362 
1418	 4.58945727101063 
1419	 3.30547860848305 
1420	 0.402601573045076 
1421	 0.217875293582119 
1422	-0.221905053031274 
1423	-2.63571634649925 
1424	-4.27200378819432 
1425	-4.82037435315287 
1426	-4.95487765099171 
1427	-2.74411542902862 
1428	 1.15257160256902 
1429	 1.73197188219206 
1430	 4.91709704575713E-02 
1431	 1.06287732733841 
1432	 0.18937595367577 
1433	-0.680243085729944 
1434	 2.13491846997291 
1435	 3.03422578103418 
1436	 2.72351112638225 
1437	 0.769420644290873 
1438	 0.180968873195511 
1439	 2.20487753552462 
1440	 1.90545846265707 
1441	 3.41145852833794 
1442	 3.8171489321766 
1443	-0.118467453298458 
1444	-1.14308467665498 
1445	-2.37549616079368 
1446	-4.49176391953348 
1447	-4.67982879423716 
1448	-2.90807918058074 
1449	-2.33411862990086 
1450	-9.01188282084903E-02 
1451	 0.487380624258443 
1452	-6.6184591094815E-03 
1453	-2.25770939513048 
1454	-1.24937424326111 
1455	-0.513974511417961 
1456	-1.33506279170174 
1457	 0.110468172964765 
1458	-0.75707878211922 
1459	-2.64930280812158 
1460	-0.989556996748469 
1461	-0.172858228143582 
1462	 0.358052384954583 
1463	 1.89854329530182 
1464	 2.16197592877614 
1465	 0.986915928799243 
1466	 6.57906499587584E-02 
