Wavelength	reference_grayABS00000.asd
1353	 31227.9004994834 
1354	 31257.7683105442 
1355	 31290.0168480605 
1356	 31326.8210221452 
1357	 31364.2209951163 
1358	 31411.8990136996 
1359	 31469.5166473753 
1360	 31534.8366488367 
1361	 31617.13109256 
1362	 31720.1415423311 
1363	 31844.002059978 
1364	 31994.2014127594 
1365	 32162.6813358816 
1366	 32348.3578024676 
1367	 32543.9267041588 
1368	 32745.1960513391 
1369	 32937.5704095657 
1370	 33123.0484041105 
1371	 33289.6538348334 
1372	 33425.3478918885 
1373	 33540.1205473272 
1374	 33614.6110882691 
1375	 33652.8062519844 
1376	 33654.9934940962 
1377	 33628.4894608333 
1378	 33575.8000598949 
1379	 33508.6286383524 
1380	 33434.1102867264 
1381	 33358.5937489833 
1382	 33291.6180856996 
1383	 33230.5603434396 
1384	 33188.4833096007 
1385	 33158.6854954298 
1386	 33148.8267734507 
1387	 33153.9184190444 
1388	 33163.88619583 
1389	 33186.1634342125 
1390	 33218.9155934661 
1391	 33256.679747744 
1392	 33313.19488582 
1393	 33384.3755614775 
1394	 33466.9721753801 
1395	 33563.5902868448 
1396	 33672.895631784 
1397	 33791.2662209869 
1398	 33917.8376726926 
1399	 34049.9848262303 
1400	 34175.7956211087 
1401	 34300.0048434529 
1402	 34421.7408891173 
1403	 34531.3009565587 
1404	 34633.572254646 
1405	 34718.992595352 
1406	 34795.340652935 
1407	 34865.7941264823 
1408	 34928.948867663 
1409	 34994.0881014766 
1410	 35053.9445292388 
1411	 35109.8285182695 
1412	 35161.6991843741 
1413	 35202.7049641029 
1414	 35242.6117385729 
1415	 35280.3944640168 
1416	 35309.9661070703 
1417	 35338.7494996514 
1418	 35363.040828305 
1419	 35376.7226497748 
1420	 35383.1844413962 
1421	 35384.8082673044 
1422	 35376.4089491449 
1423	 35362.8763360836 
1424	 35349.2129558111 
1425	 35329.1433770231 
1426	 35303.9825194238 
1427	 35273.2143125988 
1428	 35238.6367737295 
1429	 35198.2069029347 
1430	 35155.6057415326 
1431	 35115.4119152267 
1432	 35069.3081502775 
1433	 35023.1626720991 
1434	 34977.9137406054 
1435	 34927.9265390179 
1436	 34880.2441821167 
1437	 34833.014674837 
1438	 34785.8709161945 
1439	 34743.2766863325 
1440	 34697.8243557729 
1441	 34655.2684299254 
1442	 34615.7390050176 
1443	 34574.4536255581 
1444	 34538.3805123089 
1445	 34502.6526219307 
1446	 34469.1542157679 
1447	 34434.1664535695 
1448	 34400.0954495748 
1449	 34363.8856095766 
1450	 34325.391656072 
1451	 34287.9985431804 
1452	 34251.1415470008 
1453	 34213.0691768935 
1454	 34171.650652532 
1455	 34127.8778143246 
1456	 34077.0382391989 
1457	 34022.7017537981 
1458	 33971.499147902 
1459	 33922.2617753255 
1460	 33871.5049160506 
1461	 33819.0067451183 
1462	 33761.1604040754 
1463	 33695.8172986664 
1464	 33630.1952968267 
1465	 33565.3298443291 
1466	 33499.8897923843 
1467	 33434.5272511672 
1468	 33368.8324369196 
1469	 33304.5046836969 
1470	 33243.6477088544 
1471	 33187.3644287511 
1472	 33136.2651253333 
1473	 33087.4900293645 
1474	 33039.8622361644 
1475	 32993.1694167618 
1476	 32944.9230752368 
1477	 32898.4856511826 
1478	 32852.8097890627 
1479	 32807.6239780275 
