Wavelength	2mm_grayABS00000.asd
350	 1.34927098801649 
351	 1.5975246601836 
352	 2.6744599137198 
353	 0.360363391154781 
354	 0.594033225998201 
355	 0.795987365500295 
356	-0.984837745054963 
357	-0.585694834871279 
358	 0.791650021837235 
359	 1.6698230008075 
360	 0.340759107934138 
361	-0.909147699744098 
362	-0.895777666091435 
363	 0.414392699961199 
364	-0.588588868214425 
365	-0.25939620582343 
366	 1.42181071980811 
367	-0.388841718477415 
368	-1.60860204646104 
369	-1.0936436429035 
370	 0.793012614088508 
371	 0.320606725512341 
372	 0.538857984041557 
373	 2.16099714003787 
374	-0.100587481528282 
375	-0.59163711660177 
376	 0.740824172673406 
377	 1.28827266175653 
378	 0.954419091865957 
379	 0.387000299617791 
380	 0.215000558880733 
381	 0.707553517189693 
382	-0.027239973198767 
383	-0.807239796048523 
384	 2.13445418185123 
385	 1.66810421532789 
386	-7.92574908492118E-02 
387	 0.380881933600359 
388	 0.769875316546853 
389	 1.25545928678267 
390	 1.45472958176174 
391	-0.260154509404572 
392	-0.123910548202163 
393	 0.545603177824338 
394	-1.11070723079714 
395	-0.759617590532391 
396	 0.423190507459278 
397	 1.0364918682587 
398	 0.779134469267781 
399	 1.23864952269308 
400	 1.81692613363 
401	 0.297306264612873 
402	-0.13644290529347 
403	 0.289396873728332 
404	 0.66424072787921 
405	 1.117794609107 
406	 1.1584564586255 
407	 0.771908930578199 
408	 0.736775470868405 
409	-0.151270094058613 
410	-0.781495200439097 
411	 0.504794420982022 
412	-0.101247056459807 
413	-0.173151790142522 
414	 1.52235118681771 
415	 0.355117270266752 
416	-9.61812524057984E-02 
417	 0.483398780300489 
418	-0.378924639661286 
419	 0.112085895613192 
420	 0.928893087074744 
421	 0.487727871061056 
422	 0.282626898436766 
423	 0.194215890914726 
424	 0.316375961280633 
425	 1.65213667905857 
426	 1.42398036032737 
427	-2.40055837683413E-02 
428	-0.582339696553332 
429	 0.792638956512423 
430	 1.2146205987562 
431	-0.885250724465252 
432	 0.842847362230328 
433	 1.62504095569622 
434	 0.252053448859126 
435	 0.221780185107943 
436	 0.231631632439765 
437	 0.18042407331177 
438	 0.237120653112381 
439	-0.230653016893015 
440	-0.503980176758306 
441	-0.147919725813211 
442	 0.177452926758492 
443	-0.160189025448151 
444	-0.638911888799612 
445	 0.363338784304981 
446	 0.233037976357382 
447	-0.210218444795742 
448	 0.521111257395602 
449	 1.41469138851683 
450	 1.60194533475734 
451	 0.700107137284281 
452	-1.14800063127799 
453	-0.569015816662846 
454	 1.2477573747803 
455	-6.62891602950301E-03 
456	-1.00355039937396 
457	-1.07200081453848 
458	-0.30007023041959 
459	 0.725376640128504 
460	 1.23510451122206 
461	 0.808227308265077 
462	-0.774168036705216 
463	-0.438472189591774 
464	 0.740012724761794 
465	-0.481992937054687 
466	-1.17300018646931 
467	-0.934084382369076 
468	-0.211196376703258 
469	-0.844302853528724 
470	-1.06340466186711 
471	-0.151538911461988 
472	 1.20819841753117 
473	-0.475190055944819 
474	-2.16614179601435 
475	 1.63018222811988 
476	 1.1090363581489 
