Wavelength	2mm_GrayPLA00000.asd
350	 0.931888768556911 
351	 0.153432078887257 
352	 1.68909082132429E-02 
353	-0.926827922921217 
354	-0.199382763164251 
355	 0.575305687641696 
356	-5.31406884652397E-02 
357	-1.21913205324784 
358	-1.04943679720341 
359	 0.188127601313298 
360	 0.397747667103092 
361	-0.495294640447816 
362	-0.883780235783247 
363	 0.370308050303818 
364	 0.736966138164693 
365	-0.336704115599839 
366	-1.8182689495625 
367	-0.701060484485341 
368	 0.308633101529588 
369	 0.690723002509814 
370	 0.734182164348894 
371	 1.32016071952303 
372	 1.32905423906606 
373	 0.390666138034771 
374	-0.266154554731655 
375	 3.45401393589175E-02 
376	 0.815922997954761 
377	 0.930745385295782 
378	 9.56014745741252E-03 
379	-0.167603856170559 
380	 1.18373734330706 
381	 1.00740978650706 
382	 0.901858238681609 
383	 1.02870035021615 
384	 0.363325414378899 
385	-0.668477465072679 
386	-1.32900587336875 
387	-1.0103469561329 
388	-5.60671395039486E-02 
389	 0.669093369257338 
390	 0.633654105826587 
391	-0.372338151542021 
392	 3.36104161478186E-02 
393	 0.934667627814929 
394	 0.256740635111566 
395	-0.51778473973224 
396	 2.91974930402159E-02 
397	 1.90507487053647 
398	 1.62426315292135 
399	 0.808947618363793 
400	 0.103746732829291 
401	-0.459760985229313 
402	-4.08874455041673E-02 
403	 0.780545817089575 
404	 1.25391262474482 
405	 1.89160253964278 
406	 0.830583479701651 
407	-1.34850707446637 
408	-2.89753704012648E-02 
409	 0.631909961569282 
410	 8.68223872745631E-02 
411	-0.677812356567704 
412	-0.442588327089805 
413	 7.38605696524972E-02 
414	 0.143506263165305 
415	-0.183292872611847 
416	-0.698003052831931 
417	-1.00836537992891 
418	-0.549026198215021 
419	-3.00372275813301E-02 
420	-7.12651729604694E-03 
421	-0.59641118476731 
422	 0.239914203916693 
423	 0.934037105597666 
424	 0.842005011173228 
425	 1.5900206450459 
426	 1.51106315097915 
427	 0.489817077810276 
428	-0.694436159852519 
429	-0.491910740974548 
430	-4.98288394420587E-02 
431	-0.321106546186427 
432	 0.779797147301322 
433	 0.592211081684452 
434	-0.929496165595478 
435	-0.332572824822625 
436	-0.176829602122595 
437	-0.55654345635813 
438	-0.630091948772758 
439	 0.796480192136408 
440	 1.11300657669982 
441	-0.777209427306194 
442	-0.716749042345133 
443	-0.269740753307413 
444	-0.146892838869377 
445	-0.423547143090181 
446	-0.42538545996536 
447	-5.53372201026618E-02 
448	 0.551115740523367 
449	 1.2148779349209 
450	 1.06538521486918 
451	-1.11341377147412E-02 
452	-0.537341119363286 
453	-0.461959226086299 
454	-0.291562779302403 
455	-0.965322774770297 
456	-0.983229024014356 
457	-0.392577348730385 
458	 0.236875139758147 
459	-0.277610235926326 
460	-0.589318949024532 
461	-0.24253897988085 
462	-0.717515811579872 
463	 0.143713793658704 
464	 0.998363406561784 
465	-1.12514269903707 
466	-1.72939174198965 
467	-0.867132445864244 
468	 0.310093017346681 
469	 0.191654207117132 
470	 0.525848076889893 
471	 1.16355394314316 
472	-1.49039870229788 
473	-2.00694906872252 
474	-0.283968244584903 
475	 1.23617733749076 
476	 1.59596116479264 
477	 0.914198480374727 
478	-0.207106129957533 
479	-0.545241844472575 
480	-0.710467390040821 
481	-0.908255759010131 
482	-0.781070893107032 
483	-0.105096646879209 
484	 0.833557146584156 
485	 1.38996648422787 
486	 0.023243379855488 
487	-1.37182185242396 
488	-1.03663973860324 
489	 0.829246458562725 
490	 0.764532910790246 
491	-1.51020494467805 
492	-2.27210125252451 
493	-0.8445232063018 
494	 0.458334275864967 
495	-1.557234149735 
496	-1.06091236113897 
497	-1.05256210332699 
498	-3.57113074163372 
499	-3.10979558756971 
500	-0.129392594982709 
501	 2.75400936454056 
502	-0.393172907712284 
503	-1.67842262525962 
504	-1.02410513672211 
505	-1.37319851294852 
506	-1.50832296280163 
507	-1.8051482008691 
508	-2.23437110172565 
509	-0.539288856654039 
510	 1.12550579786046 
511	 1.46117789993661 
512	 5.43512861433774E-02 
513	-0.561226235699453 
514	-0.561542680519179 
515	-1.16950582782479 
516	-0.35745689796081 
517	 0.887298208351083 
518	 1.30303225232037 
519	 0.408438503803342 
520	-0.578401594685188 
521	-0.943541592077657 
522	-0.509153241133707 
523	-1.20111739521911 
524	-1.92269468966202 
525	-0.381570936449104 
526	-0.33310638957347 
527	-0.838394514398605 
528	-0.649536106126702 
529	-0.995996738243248 
530	-0.931220210791972 
531	-0.27562571519809 
532	-0.155148837546322 
533	 0.113220847403695 
534	-0.176078062249432 
535	-2.25021524626637 
536	-3.17874621265025 
537	-2.04547914889109 
538	 0.646918232997084 
539	 0.340563609080064 
540	 0.489901433083927 
541	 2.08702481343311 
542	 0.976927314026913 
543	-0.797445899861243 
544	-2.23207603441702 
545	-2.64706922453937 
546	-0.709940044127219 
547	 1.21200604998867 
548	 0.712870922885751 
549	 0.513905542300144 
550	-2.99060427325667E-02 
551	-0.995322309451961 
552	-0.650054627261256 
553	-0.893153070846475 
554	-1.36948464029569 
555	-0.089676721155648 
556	 0.519665205001391 
557	-9.27183328416886E-02 
558	-1.54482674501669 
559	-1.1430464963142 
560	-0.726346091635079 
561	-1.32793066024835 
562	-0.914480664370253 
563	-0.456527544115767 
564	-0.387984759952926 
565	-0.759280417598654 
566	-0.709887807606979 
567	-0.518129259456143 
568	-0.761708718830786 
569	-0.889191298717508 
570	-0.25299912821513 
571	 0.830688446699076 
572	-1.20831698383523 
573	-1.67007948964836 
574	 3.29845721490945E-03 
575	-0.593819919433101 
576	-0.68944886300861 
577	-0.315930039542661 
578	-0.432624245079681 
579	 2.11450248644258E-02 
580	-0.112656289330623 
581	-1.38531405587506 
582	-0.746525578949669 
583	-0.424744422694728 
584	-0.968329829734353 
585	-0.119389448935334 
586	 0.183796893822504 
587	-0.146218433420565 
588	-0.36542729522355 
589	-1.61327326855788 
590	-2.28241216974069 
591	-1.08283886858253 
592	-0.828813240653233 
593	-1.21567314656663 
594	-1.52167323421054 
595	-0.220152457340346 
596	-0.193598912849584 
597	-0.984837411849118 
598	 8.34159520700609E-02 
599	-0.438529449678663 
600	-1.29379563465815 
601	-0.542871297986872 
602	-0.19450615767167 
603	-0.606985011436882 
604	-1.29339836929747 
605	 0.100259671610302 
606	 1.15807565278121 
607	 0.97404514373269 
608	-0.16964203549855 
609	-0.840539192714924 
610	-1.23656205013493 
611	-1.97089329893468 
612	-1.65085795240163 
613	-1.24793451023196 
614	-1.41526438028279 
615	-0.907386879341024 
616	-0.569911054422334 
617	-0.572451710227007 
618	-0.27110082973309 
619	 0.102302470240652 
620	 0.335836533200848 
621	 0.195897850824999 
622	-0.540766419843833 
623	-0.707022691265387 
624	 0.270080070641536 
625	-0.212369336232554 
626	-0.787587395702836 
627	-0.813893084703469 
628	-0.964413415407844 
629	-0.568108748027078 
630	-2.10053812762611E-02 
631	-0.286240064297549 
632	-0.79114185651388 
633	-1.2150164512601 
634	-1.34014641148722 
635	-1.24946488150702 
636	-1.05587034863388 
637	-0.764031462540956 
638	 3.66022462618691E-02 
639	-0.468273332934469 
640	-1.40907464020363 
641	 0.111426616412551 
642	-0.437504782181125 
643	-2.33844037320536 
644	-3.28885810719274 
645	-1.25746752856687 
646	 0.649670560407221 
647	 0.444526320606136 
648	-9.41874972725732E-02 
649	 0.139627210281537 
650	 0.952677696151727 
651	 0.779360898898299 
652	 0.705126617284131 
653	 0.623193015937398 
654	 0.082968430354201 
655	-1.07123455738399 
656	-0.676278832016328 
657	 1.75640548017825 
658	 0.330260962428849 
659	 0.117687911355922 
