Wavelength	Reference_GrayPLA00000.asd
842	 11694.0692983912 
843	 11625.7332715827 
844	 11549.6007689706 
845	 11476.0186112306 
846	 11401.9855582525 
847	 11326.9709264933 
848	 11251.0545426419 
849	 11174.5596842875 
850	 11097.9543029715 
851	 11022.1512039233 
852	 10949.6129272136 
853	 10875.8766426297 
854	 10802.037006118 
855	 10733.0621633875 
856	 10661.3150726027 
857	 10588.5307796251 
858	 10517.0448161972 
859	 10442.0404222993 
860	 10368.1485411544 
861	 10296.6559670615 
862	 10224.3338765534 
863	 10152.2976748042 
864	 10081.0659248024 
865	 10010.795972345 
866	 9940.12813412837 
867	 9868.93903312572 
868	 9797.93934524966 
869	 9729.44811902715 
870	 9661.1008601811 
871	 9592.73343099907 
872	 9525.09330814419 
873	 9456.35182913996 
874	 9386.8895091185 
875	 9316.87536207367 
876	 9244.5939858809 
877	 9171.87279977068 
878	 9100.68523842455 
879	 9033.02639851386 
880	 8964.85490869277 
881	 8897.59881114424 
882	 8832.5432723064 
883	 8764.5316853376 
884	 8700.67630909113 
885	 8640.06805120895 
886	 8572.04765000445 
887	 8503.7358150334 
888	 8436.49792058696 
889	 8370.12593796489 
890	 8305.19784399031 
891	 8239.04408924974 
892	 8171.25663826495 
893	 8105.42590714813 
894	 8037.31242752527 
895	 7968.30968762519 
896	 7901.70016061224 
897	 7837.22801904116 
898	 7771.35182448588 
899	 7703.15167336663 
900	 7637.45467183299 
901	 7573.26531609571 
902	 7509.50554501772 
903	 7444.98730065998 
904	 7380.63533555841 
905	 7317.78121993613 
906	 7256.32640149186 
907	 7192.8246392044 
908	 7127.79624784013 
909	 7062.74871883885 
910	 6999.60113395283 
911	 6934.6874996113 
912	 6870.61337062243 
913	 6808.91573531043 
914	 6745.52672684244 
915	 6682.34911288603 
916	 6620.14882804898 
917	 6558.94027967636 
918	 6498.39612173933 
919	 6436.45838911639 
920	 6372.3623859528 
921	 6309.94094306076 
922	 6246.32007404003 
923	 6182.78328863416 
924	 6123.36282996404 
925	 6063.75992227239 
926	 6004.97323179237 
927	 5947.3253996176 
928	 5886.18957142148 
929	 5823.12883117132 
930	 5758.12830703835 
931	 5690.4079390602 
932	 5626.43026813304 
933	 5563.0222221975 
934	 5497.66084322717 
935	 5435.52142358075 
936	 5375.51828437512 
937	 5317.0110212854 
938	 5259.51734877727 
939	 5201.65095211839 
940	 5143.24112920387 
941	 5084.45793529257 
942	 5025.59533637983 
943	 4966.14061413156 
944	 4907.85011858216 
945	 4853.30332484511 
946	 4794.97200335399 
947	 4737.7412776601 
948	 4684.69646137157 
949	 4629.51224776728 
950	 4574.75018977235 
951	 4521.25141008584 
952	 4468.84507377015 
953	 4415.48545752186 
954	 4362.91468899602 
955	 4312.0069333238 
956	 4261.18662884345 
957	 4207.30508965047 
958	 4151.95950408913 
959	 4098.47640881416 
960	 4044.3316539074 
961	 3991.62654951002 
962	 3940.5733419926 
963	 3887.68569333122 
964	 3834.86014006774 
965	 3782.226573911 
966	 6130.87520305497 
967	 6197.53715156185 
968	 6266.50628120632 
969	 6347.51432491931 
970	 6436.57587841328 
971	 6530.04784138124 
972	 6637.23958304915 
973	 6740.80377679745 
974	 6846.86289961717 
975	 6953.26632570497 
976	 7064.34416613079 
977	 7170.08019051806 
978	 7269.45768344583 
979	 7368.75254280357 
980	 7465.14618963009 
981	 7557.26135247338 
982	 7645.94022074431 
983	 7733.97346385938 
984	 7813.18850014398 
985	 7885.54833485445 
986	 7957.75083424143 
987	 8027.98444879596 
988	 8095.0817093782 
989	 8158.11799998179 
990	 8220.86662817209 
991	 8279.4443731459 
992	 8340.0969321866 
993	 8400.42447893971 
994	 8461.55681128876 
995	 8524.26977181501 
996	 8586.75339489875 
997	 8645.7367007555 
998	 8704.66813444343 
999	 8763.83036143413 
1000	 8822.5727292254 
1001	 8886.37116099899 
1002	 8951.81279615327 
1003	 9014.79934111588 
1004	 9076.70812836001 
1005	 9136.90424832669 
1006	 9194.14656372994 
1007	 9252.38066282268 
1008	 9310.8314402711 
1009	 9365.44359572679 
1010	 9422.42049454085 
1011	 9478.06705845667 
1012	 9534.9050920322 
1013	 9592.63840030779 
1014	 9646.85185005318 
1015	 9699.3825182157 
1016	 9747.90334510085 
1017	 9796.78414949471 
1018	 9845.63126789165 
1019	 9893.3503915152 
1020	 9943.14364389863 
1021	 9993.33275088687 
1022	 10044.0366950654 
1023	 10095.2208797977 
1024	 10146.7797755854 
1025	 10198.2618357023 
1026	 10250.2648841314 
1027	 10305.5028901603 
1028	 10362.7368947886 
1029	 10415.9960104127 
1030	 10469.5750084977 
1031	 10523.760901621 
1032	 10573.944664576 
1033	 10629.5560428184 
1034	 10687.630077254 
1035	 10740.9494676042 
1036	 10796.9329044381 
1037	 10850.487495034 
1038	 10902.636160367 
1039	 10958.5871164662 
1040	 11012.041956328 
1041	 11065.1441374624 
1042	 11117.2504708834 
1043	 11168.7238514729 
1044	 11217.1641035125 
1045	 11265.1633420321 
1046	 11314.3586423134 
1047	 11361.9362302623 
1048	 11408.2728860204 
1049	 11453.9833735036 
1050	 11496.3191331957 
1051	 11537.2747124381 
1052	 11580.4995790653 
1053	 11622.4276155372 
1054	 11661.9994943566 
1055	 11703.0393610547 
1056	 11740.6304090016 
1057	 11778.3107654945 
1058	 11816.1882666523 
1059	 11853.6222153955 
1060	 11888.697899298 
1061	 11926.398273712 
1062	 11965.9970966723 
1063	 12002.4138930739 
1064	 12040.4448276309 
1065	 12079.2830382825 
1066	 12116.7970296668 
1067	 12156.7171074895 
1068	 12197.9926845263 
1069	 12242.0107994995 
1070	 12289.280357973 
1071	 12337.0948382578 
1072	 12384.114345943 
1073	 12429.2151291023 
1074	 12477.4611467499 
1075	 12524.6371042647 
1076	 12575.0492824066 
1077	 12631.4218604426 
1078	 12684.2902791113 
1079	 12734.835657094 
1080	 12786.9661163549 
1081	 12837.020375144 
1082	 12891.7950072177 
1083	 12947.6501047786 
1084	 13008.3419922865 
1085	 13073.1534128704 
1086	 13140.2631537475 
1087	 13213.324056812 
1088	 13286.2749844167 
1089	 13358.5770591706 
1090	 13436.6503447818 
1091	 13515.4762092781 
1092	 13592.921575972 
1093	 13678.16394379 
1094	 13768.4174459056 
1095	 13861.0113033887 
1096	 13956.3255200484 
1097	 14058.1270950372 
1098	 14165.0411130653 
1099	 14275.4229008298 
1100	 14389.3246532874 
1101	 14509.879671096 
1102	 14635.6109392349 
1103	 14764.6924408642 
1104	 14901.3271838311 
1105	 15040.5292621439 
1106	 15177.0143006779 
1107	 15318.0354401097 
1108	 15460.8910983966 
1109	 15608.3553829845 
1110	 15761.7670762992 
1111	 15921.0583603757 
1112	 16083.7343018839 
1113	 16251.7795024451 
1114	 16422.3298469261 
1115	 16597.0050577905 
1116	 16774.7166831418 
1117	 16956.3730819035 
1118	 17139.7974582814 
1119	 17324.888881572 
1120	 17515.2431114538 
1121	 17707.9241528605 
1122	 17905.4627382598 
1123	 18108.5564607638 
1124	 18315.0482144201 
1125	 18526.8661938158 
1126	 18739.7156193406 
1127	 18955.2014183814 
1128	 19176.4138389103 
1129	 19392.4961239223 
1130	 19609.5131323061 
1131	 19822.7951377479 
1132	 20032.0294812838 
1133	 20244.2505076298 
1134	 20457.3403818446 
1135	 20667.1403844865 
1136	 20878.7983388917 
1137	 21085.0502127794 
1138	 21286.5868365418 
1139	 21486.7868740647 
1140	 21684.4626307927 
1141	 21880.4174100509 
1142	 22074.8429211478 
1143	 22265.8834767169 
1144	 22454.2450220612 
1145	 22640.6286658975 
1146	 22825.1062680851 
1147	 23005.5878973926 
1148	 23183.0572210511 
1149	 23357.7412155312 
1150	 23531.1373850122 
1151	 23700.8115378702 
1152	 23869.868144251 
1153	 24040.3153497222 
1154	 24203.1135195795 
1155	 24362.1291245271 
1156	 24516.838695707 
1157	 24668.0351101271 
1158	 24812.6267779033 
1159	 24953.2358649638 
1160	 25087.0980001903 
1161	 25212.8192953255 
1162	 25335.6882853227 
1163	 25452.6815007457 
1164	 25567.6198820637 
1165	 25680.8411560458 
1166	 25787.3904633732 
1167	 25888.7716717375 
1168	 25987.2001359177 
1169	 26078.976222712 
1170	 26167.9628848108 
1171	 26250.7190900109 
1172	 26329.6106206582 
1173	 26402.2602449361 
1174	 26467.4126230437 
1175	 26531.1622298407 
1176	 26589.4651616031 
1177	 26649.1415736794 
1178	 26706.3433910147 
1179	 26762.3972057815 
1180	 26818.1434047463 
1181	 26871.8381439156 
1182	 26925.150388033 
1183	 26973.6017196884 
1184	 27017.8512125323 
1185	 27062.512095532 
1186	 27103.8640003057 
1187	 27144.253428124 
1188	 27185.2815669893 
1189	 27224.7997462162 
1190	 27261.8328486608 
1191	 27296.7181753931 
1192	 27335.2736467813 
1193	 27369.117618419 
1194	 27401.4424839702 
1195	 27433.5868129067 
1196	 27463.5764317414 
1197	 27492.9359970466 
1198	 27517.7624819997 
1199	 27539.8579457762 
1200	 27560.2708567338 
1201	 27577.1735382595 
1202	 27591.8238314931 
1203	 27604.6922944713 
1204	 27615.5238712537 
1205	 27622.1216407034 
1206	 27630.037122616 
1207	 27638.4479287387 
1208	 27644.7092946093 
1209	 27650.2242036511 
1210	 27652.6325166633 
1211	 27653.0081122318 
1212	 27650.3239959212 
1213	 27645.9806184293 
1214	 27647.2217123264 
1215	 27646.4917943585 
1216	 27645.6598487764 
1217	 27644.8057398021 
1218	 27638.2078623904 
1219	 27632.2176049827 
1220	 27628.9005326636 
1221	 27625.3732303718 
1222	 27622.472175326 
1223	 27619.6659166718 
1224	 27617.715820564 
1225	 27614.8706273236 
1226	 27611.1392683212 
1227	 27609.7222486323 
1228	 27609.5977048637 
1229	 27607.5537515896 
1230	 27605.6681507834 
1231	 27604.2002524483 
1232	 27601.0280734384 
1233	 27599.612412865 
1234	 27598.6468103839 
1235	 27600.4091433121 
1236	 27602.960134863 
1237	 27608.0677872311 
1238	 27615.1089246278 
1239	 27622.5154011723 
1240	 27633.4096347669 
1241	 27642.4322853551 
1242	 27650.3647848001 
1243	 27661.2681994409 
1244	 27672.506149275 
1245	 27685.4827394106 
1246	 27704.9971435955 
1247	 27727.4695564471 
1248	 27748.1866077092 
1249	 27768.4100518063 
1250	 27791.1257817226 
1251	 27814.9082824616 
1252	 27839.8509874685 
1253	 27868.1972736418 
1254	 27894.6727860878 
1255	 27918.6400379573 
1256	 27944.3504489965 
1257	 27970.6958401164 
1258	 27998.3489773874 
1259	 28029.5669795546 
1260	 28058.8255451313 
1261	 28088.1350068495 
1262	 28115.2943818763 
1263	 28143.9143522514 
1264	 28170.539431206 
1265	 28196.2847012649 
1266	 28217.2245350785 
1267	 28231.357903773 
1268	 28242.0990039634 
1269	 28246.2391714487 
1270	 28248.1852668882 
1271	 28248.6057212855 
1272	 28243.1966173118 
1273	 28232.8104249675 
1274	 28213.0434169133 
1275	 28186.3394913199 
1276	 28156.7204868594 
1277	 28120.8529888888 
1278	 28082.7004235883 
1279	 28041.735340617 
1280	 27996.9920316489 
1281	 27948.4367467079 
1282	 27897.1813225253 
1283	 27843.8456419696 
1284	 27785.9796658225 
1285	 27726.3480055413 
1286	 27660.6881757174 
1287	 27600.8035417571 
1288	 27540.741085683 
1289	 27483.6773991585 
1290	 27430.1724587981 
1291	 27382.0496456358 
1292	 27333.0195292588 
1293	 27284.4689639918 
1294	 27241.4961849096 
1295	 27201.4781354759 
1296	 27166.6733481386 
1297	 27142.3566021698 
1298	 27124.6560603146 
1299	 27108.5767202418 
1300	 27099.5959809152 
1301	 27094.58931037 
1302	 27093.9268509341 
1303	 27101.4461174159 
1304	 27112.9074238018 
1305	 27127.0904258624 
1306	 27142.0993259271 
1307	 27157.5831534493 
1308	 27173.9879081504 
1309	 27193.3438059102 
1310	 27217.8489980837 
1311	 27244.0621319512 
1312	 27271.7792712491 
1313	 27303.8110586198 
1314	 27333.1313264991 
1315	 27360.7084839878 
1316	 27391.9099973209 
1317	 27421.3340877471 
1318	 27456.8362063963 
1319	 27495.8628670446 
1320	 27539.8359900739 
1321	 27587.0083727662 
1322	 27636.5151540315 
1323	 27690.9092515045 
1324	 27749.4080918275 
1325	 27814.9542285409 
1326	 27888.5273688835 
1327	 27966.7951112114 
1328	 28052.6123236558 
1329	 28141.0430018314 
1330	 28232.3834331761 
1331	 28329.6539239085 
1332	 28427.6421997861 
1333	 28534.1543540777 
1334	 28646.4588470697 
1335	 28760.0495778793 
1336	 28879.5924547561 
1337	 29001.8060427727 
1338	 29127.0810670371 
1339	 29252.6152121159 
1340	 29376.8100476332 
1341	 29501.7047773401 
1342	 29621.4654999973 
1343	 29739.6530901587 
1344	 29854.5989449045 
1345	 29958.3678752094 
1346	 30054.0497782603 
1347	 30141.4710291624 
1348	 30220.9652354208 
1349	 30288.9945062391 
1350	 30348.5906611899 
1351	 30398.2456701757 
1352	 30432.077577004 
1353	 30466.8918018102 
1354	 30494.0242768875 
1355	 30519.9293578868 
1356	 30553.6459405686 
1357	 30592.0058854136 
1358	 30638.8155695385 
1359	 30697.8247911224 
1360	 30762.9572021856 
1361	 30843.7167534778 
1362	 30946.9475841693 
1363	 31068.9140746192 
1364	 31217.0334358408 
1365	 31377.6727480573 
1366	 31550.7984713754 
1367	 31736.1751268579 
1368	 31926.3967589203 
1369	 32115.0774657368 
1370	 32302.2928603916 
1371	 32466.5747929296 
1372	 32604.1797774544 
1373	 32718.9306686452 
1374	 32786.9516580172 
1375	 32823.7035280708 
1376	 32823.3135578783 
1377	 32793.2713788067 
1378	 32741.3311865147 
1379	 32673.9766741615 
1380	 32598.5027998393 
1381	 32521.6239899299 
1382	 32457.1597567862 
1383	 32404.2976150488 
1384	 32371.0400953755 
1385	 32347.3289303148 
1386	 32334.7334455396 
1387	 32333.6885964015 
1388	 32340.5770702222 
1389	 32360.3825950668 
1390	 32391.9533571809 
1391	 32434.5147996127 
1392	 32491.2678076523 
1393	 32560.0571659702 
1394	 32640.6535131597 
1395	 32735.6821748103 
1396	 32841.606749824 
1397	 32950.8313050936 
1398	 33071.0085442103 
1399	 33197.5989404024 
1400	 33321.0972315349 
1401	 33447.4638915888 
1402	 33564.5552395839 
1403	 33670.5979042245 
1404	 33769.6175595475 
1405	 33849.7811798001 
1406	 33927.6225540369 
1407	 33999.7143329287 
1408	 34058.8234200452 
1409	 34122.2730175763 
1410	 34182.2557832084 
1411	 34232.1390640968 
1412	 34281.2937455043 
1413	 34326.3280519024 
1414	 34365.3270087684 
1415	 34401.7779412531 
1416	 34430.7118970681 
1417	 34451.9186564655 
1418	 34467.8691425918 
1419	 34479.232691765 
1420	 34488.5603972059 
1421	 34491.2568095481 
1422	 34487.3697761044 
1423	 34478.5827809104 
1424	 34465.0538815093 
1425	 34445.6401472879 
1426	 34419.4626114465 
1427	 34390.5973582965 
1428	 34355.8873044022 
1429	 34318.5626899756 
1430	 34282.0692174882 
1431	 34238.957206712 
1432	 34191.798293669 
1433	 34146.6527591109 
1434	 34099.5506001735 
1435	 34053.405913746 
1436	 34008.8597599931 
1437	 33960.3477860642 
1438	 33913.9573355066 
1439	 33867.6781225181 
1440	 33821.3813210301 
1441	 33781.9516978075 
1442	 33745.3052241389 
1443	 33709.7948896539 
1444	 33674.3513833306 
1445	 33638.29835476 
1446	 33599.2705055429 
1447	 33562.6953679255 
1448	 33528.4912584798 
1449	 33494.5633358342 
1450	 33462.3442682496 
1451	 33426.0439563191 
1452	 33388.4561684231 
1453	 33349.8403913219 
1454	 33308.2572623897 
1455	 33268.7064464647 
1456	 33229.2709806681 
1457	 33182.6574964252 
1458	 33132.385266749 
1459	 33080.5923004033 
1460	 33022.4404134164 
1461	 32960.9183480137 
1462	 32898.5053466902 
1463	 32831.3237447312 
1464	 32764.9043762522 
1465	 32700.931430437 
1466	 32636.7986608204 
1467	 32578.017273073 
1468	 32518.3189895321 
1469	 32459.1561185144 
1470	 32402.5726341283 
1471	 32344.7981671487 
1472	 32292.4370812316 
1473	 32240.9464634603 
1474	 32191.5251143564 
1475	 32144.7634253557 
1476	 32096.0376850359 
1477	 32051.0227207611 
1478	 32009.1532066589 
1479	 31967.7530801001 
1480	 31927.9171925703 
