Wavelength	Reference_GrayPLA00000.asd
1481	 31888.5995508936 
1482	 31845.5577933316 
1483	 31798.319138728 
1484	 31752.9496673467 
1485	 31710.6228506769 
1486	 31669.7103108981 
1487	 31632.4320322255 
1488	 31594.7078784844 
1489	 31552.4642193898 
1490	 31511.5379247638 
1491	 31473.7725691215 
1492	 31437.1071968655 
1493	 31400.4737543474 
1494	 31361.9939769863 
1495	 31320.8845909227 
1496	 31279.2961135235 
1497	 31240.3252674839 
1498	 31202.2830150368 
1499	 31164.1374076513 
1500	 31126.2902055145 
1501	 31087.2635509793 
1502	 31045.7655786006 
1503	 31004.4051539595 
1504	 30964.1344673964 
1505	 30922.4870347965 
1506	 30884.6444739053 
1507	 30849.2688224093 
1508	 30809.3893444128 
1509	 30769.0517746168 
1510	 30727.5728161086 
1511	 30685.8105839037 
1512	 30648.8837864661 
1513	 30611.6294279215 
1514	 30573.7788368911 
1515	 30535.8597869013 
1516	 30496.6089279237 
1517	 30456.6459926287 
1518	 30416.5949969129 
1519	 30374.3655242454 
1520	 30327.0938783757 
1521	 30281.5839713169 
1522	 30236.8943162308 
1523	 30193.7656305754 
1524	 30155.1228963144 
1525	 30114.2233492284 
1526	 30069.8503568957 
1527	 30025.1958269734 
1528	 29980.3409392188 
1529	 29935.0539160384 
1530	 29890.2241751537 
1531	 29844.2099516405 
1532	 29799.2382204422 
1533	 29751.8053182099 
1534	 29703.6833098586 
1535	 29660.9860121745 
1536	 29615.7827808214 
1537	 29568.8287386544 
1538	 29521.367774599 
1539	 29470.6166165203 
1540	 29419.5587162697 
1541	 29368.0679707773 
1542	 29318.7462708622 
1543	 29271.6533869555 
1544	 29223.0005062797 
1545	 29173.3052605014 
1546	 29121.8538649914 
1547	 29069.4384111454 
1548	 29017.4949031783 
1549	 28964.0624827735 
1550	 28910.4378155964 
1551	 28856.9515886588 
1552	 28800.7040440578 
1553	 28743.7922751223 
1554	 28687.4010241744 
1555	 28630.7751110701 
1556	 28575.2367793859 
1557	 28518.9759846182 
1558	 28463.7635608914 
1559	 28409.1102798767 
1560	 28348.8974997436 
1561	 28286.3901134673 
1562	 28225.556429317 
1563	 28163.2851223838 
1564	 28102.3296403831 
1565	 28045.2532003051 
1566	 27984.6767775654 
1567	 27921.955419433 
1568	 27861.1744401329 
1569	 27797.8695480362 
1570	 27735.1714904384 
1571	 27672.3841797754 
1572	 27606.802193405 
1573	 27542.4922292891 
1574	 27475.386742874 
1575	 27409.2457727122 
1576	 27348.2438491981 
1577	 27283.6034193499 
1578	 27219.5154745968 
1579	 27157.4013551361 
1580	 27089.5737006584 
1581	 27022.4247344913 
1582	 26955.1967954174 
1583	 26885.2446833035 
1584	 26817.0944932712 
1585	 26746.5413874144 
1586	 26676.950027898 
1587	 26607.8266528636 
1588	 26535.9289014229 
1589	 26466.9940596185 
1590	 26397.1399106669 
1591	 26325.5027225167 
1592	 26255.3579367735 
1593	 26183.7054078186 
1594	 26111.6158047386 
1595	 26040.1927658189 
1596	 25968.6618055007 
1597	 25896.0658797379 
1598	 25822.794601713 
1599	 25751.3684376506 
1600	 25679.7713290147 
1601	 25608.5168628053 
1602	 25540.7506166001 
1603	 25469.1004028872 
1604	 25393.2077186303 
1605	 25317.4443694388 
1606	 25235.311918889 
1607	 25155.6065962752 
1608	 25079.8133477765 
1609	 25000.1211608012 
1610	 24921.9595979541 
1611	 24843.4247031142 
1612	 24761.7099409731 
1613	 24679.9341450859 
1614	 24599.7059766758 
1615	 24517.2901972189 
1616	 24435.58570421 
1617	 24352.6038495843 
1618	 24265.4177237612 
1619	 24178.5982518577 
1620	 24089.6319948049 
1621	 24000.2603128132 
1622	 23913.6991754119 
1623	 23826.9340081892 
1624	 23737.9145348627 
1625	 23647.1135295159 
1626	 23553.5138716985 
1627	 23457.930875167 
1628	 23361.364152871 
1629	 23266.837848124 
1630	 23175.1522442499 
1631	 23086.3760606618 
1632	 23001.2328563654 
1633	 22916.2134746044 
1634	 22831.6125830595 
1635	 22745.2597280187 
1636	 22655.3022169683 
1637	 22569.3692544371 
1638	 22484.8139078284 
1639	 22401.190569676 
1640	 22321.7459100836 
1641	 22241.0153455494 
1642	 22161.2712147434 
1643	 22078.4172030929 
1644	 21995.7849165041 
1645	 21908.0566394944 
1646	 21814.7116237307 
1647	 21722.533230716 
1648	 21627.8001916225 
1649	 21533.5091036106 
1650	 21441.8742473356 
1651	 21345.1058688145 
1652	 21248.1154160143 
1653	 21143.7647155402 
1654	 21033.7850173617 
1655	 20920.75692037 
1656	 20804.9944373924 
1657	 20679.909150014 
1658	 20552.7608103945 
1659	 20412.5198679166 
1660	 20259.2949400244 
1661	 20102.4426606955 
1662	 19937.3700558307 
1663	 19767.1203899152 
1664	 19588.6026204263 
1665	 19410.7497769831 
1666	 19225.6575847648 
1667	 19045.9400109333 
1668	 18864.200322004 
1669	 18692.0646279585 
1670	 18520.5476178283 
1671	 18363.0938267178 
1672	 18213.0124276333 
1673	 18077.5877033702 
1674	 17953.9036030215 
1675	 17840.5452677868 
1676	 17741.6726010129 
1677	 17646.352686517 
1678	 17559.4456567553 
1679	 17478.8753860722 
1680	 17405.1785787674 
1681	 17337.7721888237 
1682	 17278.0220993973 
1683	 17223.8561628663 
1684	 17173.1569272347 
1685	 17130.4938354843 
1686	 17091.5240731885 
1687	 17055.8371473513 
1688	 17021.8271649167 
1689	 16991.6335611261 
1690	 16959.6497913029 
1691	 16929.132557494 
1692	 16897.6999995758 
1693	 16864.9668981831 
1694	 16831.3206709363 
1695	 16797.3107414963 
1696	 16762.7996123951 
1697	 16724.9157121807 
1698	 16690.6016900574 
1699	 16656.9926067216 
1700	 16626.1459263007 
1701	 16598.8929055904 
1702	 16571.4756030265 
1703	 16546.8160677534 
1704	 16520.1553686299 
1705	 16491.8178444631 
1706	 16465.9104751182 
1707	 16441.8847031213 
1708	 16415.0038991277 
1709	 16389.8061753367 
1710	 16360.6730559511 
1711	 16326.2521636377 
1712	 16294.6915299628 
1713	 16262.7841552198 
1714	 16231.3231387691 
1715	 16201.3084268503 
1716	 16169.3588251971 
1717	 16136.4664377048 
1718	 16103.6239142158 
1719	 16068.3807048771 
1720	 16038.6560047496 
1721	 16011.5844054755 
1722	 15983.2845573125 
1723	 15957.2744728437 
1724	 15930.5145308972 
1725	 15902.0095860871 
1726	 15878.2032225521 
1727	 15854.751175481 
1728	 15832.3701171592 
1729	 15808.3626361224 
1730	 15781.4093530111 
1731	 15756.0401783423 
1732	 15732.2180355384 
1733	 15710.1607400364 
1734	 15694.3634493623 
1735	 15674.4678386536 
1736	 15650.4780940099 
1737	 15630.4055817921 
1738	 15610.8510025219 
1739	 15592.4000922973 
1740	 15577.8697742525 
1741	 15561.078855271 
1742	 15543.0199527922 
1743	 15525.2262911603 
1744	 15505.3029316231 
1745	 15490.8280617082 
1746	 15478.6596691973 
1747	 15466.5712677557 
1748	 15460.0399454222 
1749	 15447.596743096 
1750	 15431.2540134486 
1751	 15417.8747345737 
1752	 15403.7271836064 
1753	 15390.7084261646 
1754	 15380.3146031403 
1755	 15367.8295823796 
1756	 9428.98070791737 
1757	 9551.08850442444 
1758	 9675.73232205826 
1759	 9800.17753417665 
1760	 9916.77585696029 
1761	 10039.8445561386 
1762	 10174.3078875335 
1763	 10315.5635876287 
1764	 10447.3533764888 
1765	 10586.8437427598 
1766	 10709.9058631197 
1767	 10813.1956127568 
1768	 10930.9880006111 
1769	 11053.8891061905 
1770	 11164.676641207 
1771	 11278.2295651232 
1772	 11401.5578980103 
1773	 11526.6259350818 
1774	 11644.9774007173 
1775	 11778.7843688516 
1776	 11935.1032870933 
1777	 12073.3794684548 
1778	 12209.4096486584 
1779	 12351.4492054609 
1780	 12474.2422354354 
1781	 12590.3926894359 
1782	 12716.6797882645 
1783	 12841.1452794197 
1784	 12965.5770607992 
1785	 13090.5909242225 
1786	 13221.5132482936 
1787	 13353.1014841431 
1788	 13476.0940792175 
1789	 13599.4428357822 
1790	 13719.8404275337 
1791	 13831.610782082 
1792	 13947.6699817362 
1793	 14074.5864943466 
1794	 14201.599375073 
1795	 14333.6565706339 
1796	 14465.9639608562 
1797	 14594.5371092295 
1798	 14718.2535192589 
1799	 14851.6522763112 
1800	 14973.3009112825 
1801	 15087.9640715098 
1802	 15200.788432754 
1803	 15296.2218476952 
1804	 15369.8845081857 
1805	 15443.2373416478 
1806	 15503.9644874709 
1807	 15570.0953474566 
1808	 15626.6859654675 
1809	 15680.7190948608 
1810	 15745.8421460738 
1811	 15796.2609175704 
1812	 15840.7635021298 
1813	 15877.6602469169 
1814	 15916.7764912293 
1815	 15945.0585924113 
1816	 15979.0110382114 
1817	 16013.9415105198 
1818	 16049.338508001 
1819	 16101.922782249 
1820	 16141.1070994022 
1821	 16180.4935897964 
1822	 16231.0258490525 
1823	 16262.6483770781 
1824	 16275.4402817087 
1825	 16296.3651895042 
1826	 16314.171568478 
1827	 16329.6384106288 
1828	 16342.008584457 
1829	 16359.5584610937 
1830	 16371.021925773 
1831	 16371.5687032759 
1832	 16388.2224715569 
1833	 16403.5481542454 
1834	 16433.707065976 
1835	 16475.0549303593 
1836	 16522.6287079397 
1837	 16584.6020346483 
1838	 16645.115488947 
1839	 16711.6661945182 
1840	 16779.719730922 
1841	 16850.3703898186 
1842	 16930.5399964187 
1843	 16996.519133638 
1844	 17058.7546269208 
1845	 17121.4826076168 
1846	 17176.8372047364 
1847	 17229.8841528645 
1848	 17280.267862764 
1849	 17333.2724503472 
1850	 17395.6882633371 
1851	 17447.085233431 
1852	 17501.3274193038 
1853	 17570.3432569012 
1854	 17621.1305989406 
1855	 17664.8353910631 
1856	 17698.9858141797 
1857	 17730.4640143875 
1858	 17745.5845271244 
1859	 17744.3658890564 
1860	 17720.7151377409 
1861	 17686.0474436176 
1862	 17636.1753517497 
1863	 17594.3212927782 
1864	 17534.6494452197 
1865	 17507.9869668794 
1866	 17478.7243759671 
1867	 17486.5588172689 
1868	 17519.5424258278 
1869	 17577.4916785618 
1870	 17647.3416685613 
1871	 17748.0123342826 
1872	 17867.3279764993 
1873	 18000.193820617 
1874	 18150.9099415165 
1875	 18295.2834879921 
1876	 18417.9442111178 
1877	 18531.997876814 
1878	 18626.3219051577 
1879	 18688.465895739 
1880	 18732.5456492742 
1881	 18765.0797920732 
1882	 18764.8326383539 
1883	 18750.3521364359 
1884	 18739.6758021119 
1885	 18715.5096480582 
1886	 18689.0936058869 
1887	 18661.6451594203 
1888	 18641.8942238868 
1889	 18595.5996397134 
1890	 18539.805607444 
1891	 18470.2142224673 
1892	 18381.6082643248 
1893	 18294.7128999578 
1894	 18204.024757832 
1895	 18131.4880308829 
1896	 18074.3925700614 
1897	 18016.1725119317 
1898	 17968.047976656 
1899	 17923.372396015 
1900	 17878.82732456 
1901	 17834.7068494944 
1902	 17815.3042101192 
1903	 17811.0148653316 
1904	 17822.3132228332 
1905	 17844.1259775043 
1906	 17866.8810712121 
1907	 17881.4070499525 
1908	 17895.5184242907 
1909	 17905.322302002 
1910	 17917.9721502787 
1911	 17936.0130422185 
1912	 17947.1830427926 
1913	 17955.9055296386 
1914	 17957.8251512895 
1915	 17963.384632379 
1916	 17964.4230476401 
1917	 17976.8487571022 
1918	 18015.5509543698 
1919	 18047.3431418948 
1920	 18087.5649250611 
1921	 18126.0953645753 
1922	 18164.02842547 
1923	 18202.0823372574 
1924	 18249.8769490761 
1925	 18284.6290435404 
1926	 18312.803541667 
1927	 18343.9943261201 
1928	 18364.6296517917 
1929	 18381.5838908731 
1930	 18398.7556349576 
1931	 18413.0930958279 
1932	 18431.4211331452 
1933	 18455.8661325099 
1934	 18467.9760416076 
1935	 18474.6982421606 
1936	 18482.665374211 
1937	 18479.8328874434 
1938	 18481.0803794261 
1939	 18485.8581661479 
1940	 18494.7209881935 
1941	 18498.2423313125 
1942	 18499.5552097151 
1943	 18498.8788647346 
1944	 18498.0035193952 
1945	 18492.0110695608 
1946	 18485.7648207154 
1947	 18470.2575585579 
1948	 18446.6577878091 
1949	 18423.8658787455 
1950	 18394.7265233794 
1951	 18364.2660684006 
1952	 18327.9977819088 
1953	 18299.4095998245 
1954	 18268.1813988734 
1955	 18230.4297098451 
1956	 18204.367246448 
1957	 18191.7834678188 
1958	 18163.831754739 
1959	 18140.1361021407 
1960	 18103.2015753755 
1961	 18051.0078895602 
1962	 18000.6650674873 
1963	 17941.5910487831 
1964	 17887.0458940649 
1965	 17834.4518352387 
1966	 17778.6877240979 
1967	 17721.5992256557 
1968	 17666.939896127 
1969	 17606.0343887998 
1970	 17540.7295568646 
1971	 17472.6664768773 
1972	 17403.7401815621 
1973	 17328.5555263634 
1974	 17243.625155424 
1975	 17164.1179192158 
1976	 17080.1655667185 
1977	 17000.3915051212 
1978	 16923.3793299188 
1979	 16851.2219268775 
1980	 16775.2553100406 
1981	 16701.0127435477 
1982	 16622.4447972949 
1983	 16541.9503832418 
1984	 16458.2593725839 
1985	 16371.4503223602 
1986	 16283.9396444723 
1987	 16191.5547163239 
1988	 16105.0209248197 
1989	 16023.6119851349 
1990	 15934.9817410461 
1991	 15850.647472117 
1992	 15755.954725529 
1993	 15649.9547534344 
1994	 15544.0578461285 
1995	 15442.1463731678 
1996	 15338.6036811819 
1997	 15237.7602540236 
1998	 15142.0930073531 
1999	 15043.4979319699 
2000	 14941.22749417 
2001	 14842.4883336792 
2002	 14744.9863998756 
2003	 14649.3227944003 
2004	 14554.4701446225 
2005	 14464.2569348125 
2006	 14377.5846941028 
2007	 14283.7737434435 
2008	 14188.7229878594 
2009	 14094.874742561 
2010	 13997.9160449538 
2011	 13894.736090684 
2012	 13798.0118239324 
2013	 13705.0331238233 
2014	 13609.3176223538 
2015	 13512.8867852428 
2016	 13419.2828230014 
2017	 13321.2861402694 
2018	 13231.541197319 
2019	 13149.9589955388 
2020	 13066.3602612268 
2021	 12994.8942184179 
2022	 12903.7045844096 
2023	 12801.6470638562 
2024	 12710.6666769137 
2025	 12617.0307915503 
2026	 12517.4219097278 
2027	 12429.3415438151 
2028	 12344.9472207772 
2029	 12266.6647520814 
2030	 12197.0586826139 
2031	 12122.2443979978 
2032	 12051.3768520519 
2033	 11979.0789133144 
2034	 11906.6718099702 
2035	 11833.2667616715 
2036	 11764.0965318829 
2037	 11696.8205244497 
2038	 11631.3570239497 
2039	 11572.7305796114 
2040	 11514.8726231186 
2041	 11469.7564197053 
2042	 11417.2760617514 
2043	 11364.1250351952 
2044	 11308.3497074181 
2045	 11246.6104844598 
2046	 11188.7026098724 
2047	 11132.8734292152 
2048	 11075.5279088482 
2049	 11014.2058178223 
2050	 10965.6902946698 
2051	 10918.4407724233 
2052	 10864.9367984152 
2053	 10828.2745150659 
2054	 10789.6652587957 
2055	 10750.584815743 
2056	 10726.3507373298 
2057	 10687.3047722471 
2058	 10648.4228470862 
2059	 10603.9531535034 
2060	 10544.7985309405 
2061	 10494.9547636059 
2062	 10445.7828316071 
2063	 10398.8287962227 
2064	 10354.5757928357 
2065	 10318.9697030386 
2066	 10269.6302438701 
2067	 10212.4583561398 
2068	 10157.7346770149 
2069	 10083.6728705167 
2070	 10018.3719510004 
2071	 9973.34708319441 
2072	 9917.78558829763 
2073	 9871.51828412211 
2074	 9822.84463381714 
2075	 9770.54925914528 
2076	 9721.49046288918 
2077	 9670.87289478509 
2078	 9625.37412138 
2079	 9587.98925289683 
2080	 9537.87505789467 
2081	 9483.17372764766 
2082	 9433.3514385398 
2083	 9378.48543920417 
2084	 9331.73653120743 
2085	 9281.38800366436 
2086	 9229.23293284741 
2087	 9172.11302906715 
2088	 9121.78809523123 
2089	 9091.4026078468 
2090	 9056.52454754259 
2091	 9019.38267627099 
2092	 8970.98276876978 
2093	 8912.25503685497 
2094	 8850.91289328302 
2095	 8796.7589004796 
2096	 8752.40187727339 
2097	 8700.21929830672 
2098	 8646.00676288918 
2099	 8595.39094844431 
2100	 8535.84642896068 
2101	 8466.72561698461 
2102	 8401.33037940435 
2103	 8336.51471479672 
2104	 8278.01001221327 
2105	 8220.6876034134 
2106	 8164.24845635418 
2107	 8104.44780440352 
2108	 8039.27456736375 
2109	 7973.53269602123 
2110	 7912.26154603451 
2111	 7861.79729860266 
2112	 7813.21599154775 
2113	 7756.95095449797 
2114	 7698.25715903601 
2115	 7635.47102518389 
2116	 7570.30631619626 
2117	 7497.23864183854 
2118	 7435.50470799927 
2119	 7376.97396621315 
2120	 7316.10855711416 
2121	 7264.98598024715 
2122	 7214.88345278656 
2123	 7169.39400787998 
2124	 7123.40187442335 
2125	 7083.47132672986 
2126	 7041.36497046279 
2127	 6988.65561779335 
2128	 6941.53048989188 
2129	 6881.32669252932 
2130	 6826.8475396096 
2131	 6787.12550894215 
2132	 6743.83331925779 
2133	 6712.30784178777 
2134	 6683.36380294059 
2135	 6651.9489186109 
2136	 6621.51351895245 
2137	 6588.93621590938 
2138	 6547.35946625739 
2139	 6517.6648747267 
2140	 6492.3481573099 
2141	 6467.6112931213 
2142	 6449.71508789146 
2143	 6444.75805004863 
2144	 6424.80184495979 
2145	 6404.70987292391 
2146	 6398.48185724899 
2147	 6390.09709187488 
2148	 6393.83238977128 
2149	 6407.91967171679 
2150	 6412.96125099634 
2151	 6427.58461655293 
2152	 6450.77426572108 
2153	 6472.59097386758 
2154	 6506.97476913595 
2155	 6552.9411288891 
2156	 6603.44297602647 
2157	 6661.48352102776 
2158	 6713.6466125714 
2159	 6768.98219719392 
2160	 6811.15836411071 
2161	 6845.01691589173 
2162	 6878.4481343925 
2163	 6905.56136147962 
2164	 6934.67162714862 
2165	 6959.42345918684 
2166	 6972.67456588094 
2167	 6988.09479684039 
2168	 7001.33464956327 
2169	 7013.891148295 
2170	 7037.02346610903 
2171	 7054.02253185573 
2172	 7070.89787721628 
2173	 7094.12313192841 
2174	 7122.28097667206 
2175	 7158.42850629905 
2176	 7193.42312481299 
2177	 7229.08117475608 
2178	 7263.39105054338 
2179	 7294.8260879061 
2180	 7331.09412329298 
2181	 7368.00850036121 
2182	 7394.20728451428 
2183	 7410.00293767682 
2184	 7412.28634022514 
2185	 7413.64062096804 
2186	 7403.63139866668 
2187	 7398.92230294711 
2188	 7392.48038638967 
2189	 7392.17439404042 
2190	 7389.34222763895 
2191	 7377.34752156437 
2192	 7360.19033918075 
2193	 7334.9702178576 
2194	 7299.84788186796 
2195	 7262.80460667853 
2196	 7236.6114810052 
2197	 7202.65433722537 
2198	 7167.26909122129 
2199	 7141.14023741403 
2200	 7116.23951765925 
2201	 7105.43113383925 
2202	 7107.46672350099 
2203	 7108.52954173427 
2204	 7103.07246980913 
2205	 7095.75838066013 
2206	 7079.56799937994 
2207	 7071.05805482919 
2208	 7065.35927272036 
2209	 7048.19655381822 
2210	 7035.0425222628 
2211	 7018.40283260944 
2212	 7004.50334275077 
2213	 7000.63445391328 
2214	 6988.23850959998 
2215	 6975.09846480739 
2216	 6955.75986765987 
2217	 6924.21780131834 
2218	 6893.66022505643 
2219	 6861.65290702007 
2220	 6829.61280690913 
2221	 6790.36164717379 
2222	 6751.3824336132 
2223	 6705.05322062065 
2224	 6665.57583191906 
2225	 6630.15194948435 
2226	 6589.10946136472 
2227	 6542.03532596944 
2228	 6487.33932774748 
2229	 6440.77806324182 
2230	 6390.68754478624 
2231	 6339.3328757532 
2232	 6303.77625806356 
2233	 6266.75523835823 
2234	 6225.739868978 
2235	 6188.59641073053 
2236	 6139.2913812987 
2237	 6078.34207638021 
2238	 6020.74115254809 
2239	 5974.4911589875 
2240	 5940.07045052646 
2241	 5906.7059240398 
2242	 5880.50171373512 
2243	 5849.10922350012 
2244	 5815.03432343664 
2245	 5776.31755655642 
2246	 5731.41591682192 
2247	 5692.98606445709 
2248	 5651.43262170086 
2249	 5617.03911341061 
2250	 5597.08365683073 
2251	 5562.05120364601 
2252	 5518.61864101066 
2253	 5482.77001096918 
2254	 5438.97044472479 
2255	 5408.27139613181 
2256	 5388.45988102395 
2257	 5371.11719984031 
2258	 5348.72725607594 
2259	 5322.89266693701 
2260	 5294.66847362358 
2261	 5257.4033132937 
2262	 5226.86994728651 
2263	 5200.1432119276 
2264	 5174.41997948599 
2265	 5156.32991451966 
2266	 5132.07460433612 
2267	 5104.30729583772 
2268	 5077.91831083066 
2269	 5043.61953768291 
2270	 5006.02864022555 
2271	 4969.54739138302 
2272	 4928.85433565811 
2273	 4888.39287333125 
2274	 4849.66723895319 
2275	 4820.34702066571 
2276	 4792.13054884675 
2277	 4756.29358871049 
2278	 4722.62878690021 
2279	 4678.85307947791 
2280	 4631.66887625412 
2281	 4586.62509846964 
2282	 4549.5429420005 
2283	 4521.66755360562 
2284	 4496.2746294273 
2285	 4476.88452200527 
2286	 4448.34239234544 
2287	 4416.50864148763 
2288	 4382.32072720255 
2289	 4336.03273700313 
2290	 4304.86753156519 
2291	 4278.36156059325 
2292	 4254.1859790009 
2293	 4245.71199035093 
2294	 4219.2782671702 
2295	 4182.64782232087 
2296	 4152.62646772827 
2297	 4115.54143403173 
2298	 4083.78064966371 
2299	 4059.20010334914 
2300	 4033.93993873283 
2301	 4008.95658747406 
2302	 3982.34586788227 
2303	 3955.6489465097 
2304	 3931.34547411625 
2305	 3904.50861018879 
2306	 3882.51661340822 
2307	 3873.38649728761 
2308	 3851.32377529181 
2309	 3822.91980395356 
2310	 3795.2673953801 
2311	 3761.16579096615 
2312	 3723.99081415526 
2313	 3703.77020455796 
2314	 3677.6405155833 
2315	 3650.06782503439 
2316	 3624.95218128747 
2317	 3602.78041670333 
2318	 3579.01950480439 
2319	 3555.32859502638 
2320	 3530.03116738888 
2321	 3485.7742826053 
2322	 3446.34426874967 
2323	 3407.09084513355 
2324	 3374.88091827037 
2325	 3348.40486312112 
2326	 3315.50605182792 
2327	 3287.38366871013 
2328	 3248.93884295724 
2329	 3210.51993946583 
2330	 3175.66647561514 
2331	 3134.63290084034 
2332	 3096.48284673421 
2333	 3065.86699441739 
2334	 3035.21350965354 
2335	 2997.83153189222 
2336	 2963.84161309691 
2337	 2930.98925873827 
2338	 2887.96973074043 
2339	 2854.44746294945 
2340	 2834.85576662711 
2341	 2802.88379271645 
2342	 2777.49062899629 
2343	 2771.80508524412 
2344	 2751.46508167819 
2345	 2734.10251972606 
2346	 2718.10750751924 
2347	 2673.54946659461 
2348	 2633.98265153353 
2349	 2597.41397096351 
2350	 2563.48188804909 
2351	 2543.74461606683 
2352	 2522.97895231191 
2353	 2507.83987234015 
2354	 2493.66261224861 
2355	 2482.36674868502 
2356	 2468.23514035515 
2357	 2455.0631104868 
2358	 2440.27260276626 
2359	 2408.67666598959 
2360	 2390.85029253882 
2361	 2371.36432295232 
2362	 2342.01323991067 
2363	 2318.76436932386 
2364	 2281.73585980502 
2365	 2242.4914432957 
2366	 2201.78973895196 
2367	 2165.8882278706 
2368	 2153.25568207159 
2369	 2135.08875466174 
2370	 2119.20432914342 
2371	 2118.5281021992 
2372	 2095.92726577004 
2373	 2076.40092276843 
2374	 2067.22048522572 
2375	 2041.83000154482 
2376	 2028.76221345456 
2377	 2022.27501504422 
2378	 2009.004053714 
2379	 1988.73438168984 
2380	 1968.02981004266 
2381	 1948.88262021462 
2382	 1917.43889169631 
2383	 1894.11366162459 
2384	 1869.40217242357 
2385	 1840.89441149932 
2386	 1824.55379892132 
2387	 1813.61753227506 
2388	 1803.79526704347 
2389	 1779.92686040484 
2390	 1755.38328137453 
2391	 1729.95321911749 
2392	 1701.65226252946 
2393	 1691.74782754201 
2394	 1682.31059130381 
2395	 1666.54847781394 
2396	 1662.11872737252 
2397	 1661.12281369843 
2398	 1654.35094390266 
2399	 1647.42242901719 
2400	 1635.41794479127 
2401	 1609.85023311574 
2402	 1585.89593334434 
2403	 1567.91920903556 
2404	 1546.47240492278 
2405	 1525.91755929637 
2406	 1503.07564695997 
2407	 1484.80287764392 
2408	 1471.96712545287 
2409	 1458.63697514136 
2410	 1443.80571260553 
2411	 1424.80915511148 
2412	 1404.60874794351 
2413	 1395.19170104817 
2414	 1388.40309488334 
2415	 1371.91850281488 
2416	 1361.57512527663 
2417	 1337.59331992157 
2418	 1313.16425839723 
2419	 1302.54084015673 
2420	 1287.87506320428 
2421	 1287.52938815823 
2422	 1284.58236063946 
2423	 1280.17169990921 
2424	 1281.27602519196 
2425	 1267.52114019814 
2426	 1253.92499940344 
2427	 1240.55537254576 
2428	 1216.76929505703 
2429	 1200.37733369882 
2430	 1180.39488408966 
2431	 1153.97056249318 
2432	 1135.44975618118 
2433	 1113.02371968883 
2434	 1095.73987839231 
2435	 1084.79491818813 
2436	 1074.10227755078 
2437	 1061.87745396906 
2438	 1055.75410990672 
2439	 1048.18175193795 
2440	 1031.91312729724 
2441	 1020.30495491359 
2442	 1002.43712756261 
2443	 990.002409054381 
2444	 988.756223325288 
2445	 982.093104724114 
2446	 969.498729064465 
2447	 959.254284799324 
2448	 948.361406785035 
2449	 939.760667082325 
2450	 945.765749759079 
2451	 947.465217404377 
2452	 939.205995532893 
2453	 937.507732442288 
2454	 935.609250567287 
2455	 929.675798978999 
2456	 936.247524540881 
2457	 938.591912636186 
2458	 925.064547669941 
2459	 914.59475919262 
2460	 892.666707475974 
2461	 863.398234608896 
2462	 847.827723465362 
2463	 837.963212194038 
2464	 826.759502682858 
2465	 818.02420870833 
2466	 799.74670303726 
2467	 767.634258278577 
2468	 745.355057970846 
2469	 737.778133317374 
2470	 744.744748325501 
2471	 747.088651006407 
2472	 749.897914506324 
2473	 750.827438380645 
2474	 734.950400938911 
2475	 720.467764160981 
2476	 706.224565520489 
2477	 690.694755464656 
2478	 692.839919742153 
2479	 694.59862938639 
2480	 699.693491693997 
2481	 707.525558123984 
2482	 695.550695949054 
2483	 679.733780828049 
2484	 667.072186191087 
2485	 647.216131084816 
2486	 627.044105509419 
2487	 608.97987262011 
2488	 589.747212568881 
2489	 580.505482006518 
2490	 577.818831369967 
2491	 580.849337304119 
2492	 588.882466917551 
2493	 588.415657360228 
2494	 586.934960776794 
2495	 568.734246636005 
2496	 547.955274430511 
2497	 532.56322151042 
2498	 507.80011560595 
2499	 506.809905028879 
2500	 500.828167598141 
