Wavelength	4mm_GrayPLA00000.asd
820	-0.510742111672119 
821	-1.16802352020712 
822	-0.604601619495035 
823	-0.152976136457826 
824	-1.14409846776 
825	-2.02669004312297 
826	-1.3621591803243 
827	 0.306652679573994 
828	-0.516647186914716 
829	-1.31099838562052 
830	-1.2878230948313 
831	-0.445218038157957 
832	-0.37130203192785 
833	 0.504702803825798 
834	 2.12534218635659 
835	-1.53682188193009 
836	-3.09289137312189 
837	-1.86485203217592 
838	-2.43735712732472 
839	-1.5235101232421 
840	-0.911168928186452 
841	-2.35544984015755 
842	-1.52104646800278 
843	-1.04883316191544 
844	-1.60801542387401 
845	-0.241412021744865 
846	-0.238700835606658 
847	-0.971097035616746 
848	-0.572406244477552 
849	-2.00420819360952 
850	-3.10228726748901 
851	-2.33367816895541 
852	-1.16396741784696 
853	-0.646204683749986 
854	-0.568752780341373 
855	 0.222597165160901 
856	-0.217003551765361 
857	-1.38463430035085 
858	-2.23618195768934 
859	-2.08111793252094 
860	-1.04852344698467 
861	 0.24475837979976 
862	 0.616499422920577 
863	-0.553077091879508 
864	-1.83109811303754 
865	-1.50672867814646 
866	-1.98018033919327 
867	-2.2856325720045 
868	-1.72046850699651 
869	-0.370368556237884 
870	-0.907343039554745 
871	-2.18831340894606 
872	-1.36694602006335 
873	-2.71858233716075 
874	-3.5765279140008 
875	-2.0714415428748 
876	-1.65079534796508 
877	-1.23369509092709 
878	-0.77339108611879 
879	-1.00710279835564 
880	-2.44979013190948 
881	-3.1714282714579 
882	-1.74536866475186 
883	-0.937651144534297 
884	-0.917489789091135 
885	-1.21117269816031 
886	-0.630007210745458 
887	-1.81810273247958 
888	-3.02909118723654 
889	-1.91005170026 
890	-0.76510390365973 
891	-0.576051882638266 
892	-1.07944217194253 
893	-2.24375882045164E-03 
894	-1.53005286310089 
895	-3.50106117759819 
896	-1.95620874021737 
897	 6.02608721950188E-02 
898	 0.730257360199349 
899	-0.469496040082033 
900	-2.1156750610186 
901	-2.2073757592419 
902	-1.48659151365424 
903	-1.94377698385878 
904	-1.90203539732528 
905	-1.68929769682131 
906	-1.62846281852907 
907	-1.20470460654859 
908	-2.62747323688419 
909	-4.29809713007668 
910	-2.71607201234211 
911	-2.07594531614623 
912	-1.49273462261089 
913	-0.404903462210775 
914	-1.54492747166153 
915	-2.37062495537466 
916	-2.35993768317215 
917	-2.33727754324908 
918	-2.18617620996603 
919	-2.02027038586792 
920	-1.95531327198175 
921	-2.04926611836541 
922	-2.36604990335881 
923	-2.13754015959917 
924	-0.232436094185951 
925	-0.994264359532888 
926	-1.93626410703261 
927	-1.06440985381669 
928	-2.17363987045564 
929	-2.59669785269943 
930	-1.95552727122817 
931	-1.55624319074088 
932	-0.936500573489658 
933	-0.469280187504849 
934	-0.538904374948948 
935	-1.24026658855105 
936	-1.97464247413703 
937	-2.34997520181245 
938	-2.17150090529448 
939	-1.740289012552 
940	-1.7086758053568 
941	-2.2660706903277 
942	-2.19694270346626 
943	-2.27474127378586 
944	-1.77811450462927 
945	 0.515534459575882 
946	-0.98197197041391 
947	-2.01514621301845 
948	-3.49849166051578E-02 
949	-0.684991803772659 
950	-1.52370512988121 
951	-1.16847944767209 
952	 0.8103256182928 
953	 2.22610495632999E-02 
954	-1.41745126761806 
955	-1.46448119736952 
956	 0.31274494984013 
957	 0.294231435075623 
958	-0.939671097298547 
959	-1.19101223508883 
960	-1.85221829523228 
961	-2.23898056489415 
962	-1.76746422566061 
963	-0.109949242120452 
964	-0.840698834249916 
965	-2.06792002981252 
966	-5.55061217172582 
967	-6.88500658284801 
968	-2.93620796860635 
969	-1.88346785406161 
970	-0.859187512561389 
971	 0.883947438287494 
972	 1.63665251965006 
973	 2.27503266038351 
974	 5.32623648481646 
975	 7.01687651361463 
976	 7.79009031998954 
977	 8.13037029264763 
978	 6.11855027233071 
979	 3.4716168892591 
980	 0.655704153279829 
981	-3.19218634443653 
982	-3.38141143575895 
983	-3.72772387791654 
984	-4.13285591232847 
985	-1.98792085807076 
986	-0.639216610403909 
987	 2.6092897810955 
988	 2.53666756731992 
989	-0.79422978351793 
990	-1.51238507221792 
991	-3.62293807482346 
992	-3.78307599994501 
993	-1.94206133139446 
994	 3.56830978663489 
995	 1.64888450715463 
996	 1.53789158272649 
997	 3.15042484161392 
998	-2.2314900229947 
999	-0.390628014437431 
1000	 1.79184625153546 
1001	-3.02195816925163 
1002	-1.42482606616725 
1003	 1.59987451404462 
1004	 0.444976667284266 
1005	 0.211892621601415 
1006	 1.74205480501268 
1007	 1.4779380623843 
1008	-1.58483913593196 
1009	-0.700500031734428 
1010	-0.297404980978141 
1011	-1.45914560617312 
1012	-2.50310096172963 
1013	-3.3631094040574 
1014	-4.21743011364944 
1015	-2.20646914644574 
1016	-1.0318269333095 
1017	-3.33607060208735 
1018	-2.72502842949804 
1019	-1.15216546115614 
1020	 1.5613212919446 
1021	 4.46758136841885 
1022	 5.29052835747058 
1023	 5.89024784162548 
1024	 5.47405195133709 
1025	 2.97334718604428 
1026	 2.89642560560895 
1027	 3.45478235785493 
1028	 2.24169587096401 
1029	 2.45555357874664 
1030	 1.24057175818696 
1031	 0.440641560159755 
1032	 1.6346187189421 
1033	 2.70423962317361 
1034	 3.21829606181731 
1035	 1.733513382866 
1036	-1.19014799698613 
1037	-2.00384533665337 
1038	-1.08662868105328 
1039	-5.83582534075138E-02 
1040	 0.705991005176034 
1041	 1.42550241812058 
1042	 1.95641651343497 
1043	 1.59720149861449 
1044	 3.39062424946142 
1045	 5.24067899677482 
1046	 7.11980818628604 
1047	 5.71089735157597 
1048	 2.42318075965314 
1049	-0.383179035853645 
1050	-2.57136584776252 
1051	-0.736313878263429 
1052	 2.77329601797698 
1053	 5.40774836289028 
1054	 7.21405625562979 
1055	 6.52567174654103 
1056	 3.50428994941253 
1057	 2.67380242999959 
1058	 2.99043978226766 
1059	 1.59687732577388 
1060	 0.565429533608973 
1061	-4.18289969086769E-02 
1062	-1.62303292540761 
1063	-4.96343577225558 
1064	-2.4014448796957 
1065	-0.381520572472904 
1066	-1.25437805239862 
1067	 1.89019906964497 
1068	 3.49490795476433 
1069	 2.53423034120735 
1070	 3.94068818014102 
1071	 6.51581805529891 
1072	 8.57568405669268 
1073	 8.54688055132179 
1074	 8.3549872486682 
1075	 7.60899325356814 
1076	 6.32595804975114 
1077	 3.16490356099616 
1078	 2.65337619253625 
1079	 3.22069882238562 
1080	 3.19234807178488 
1081	 4.21210649877084 
1082	 4.98597913311218 
1083	 5.35631344843987 
1084	 5.75959523054435 
1085	 7.34419997175176 
1086	 7.97358303450485 
1087	 7.20838716917646 
1088	 7.2187217973133 
1089	 7.93370174412575 
1090	 7.2737695391516 
1091	 6.32293310277883 
1092	 6.29998674255101 
1093	 4.11353158629803 
1094	-1.37133917922707 
1095	-3.32154662979111 
1096	-6.50281694642603 
1097	-6.03008537548524 
1098	-0.104717631830844 
1099	 2.04958518793172 
1100	 3.61892466628215 
1101	 6.44695091434389 
1102	 10.3233326979646 
1103	 10.873245086386 
1104	 10.8686347399153 
1105	 10.4761986302064 
1106	 6.72498295573604 
1107	 4.08008600003077 
1108	 2.89650382721296 
1109	 3.72713386794361 
1110	 3.45137419172 
1111	 2.28433543277547 
1112	 1.94183104036521 
1113	 2.80999278876882 
1114	 2.72011357263412 
1115	 2.17202035832884 
1116	 2.33619710731413 
1117	 2.12723842456245 
1118	 2.34351882354358 
1119	 3.11814766259473 
1120	 4.28465663121237 
1121	 5.84622198570997 
1122	 7.33892884874232 
1123	 10.2747247532114 
1124	 11.494797637384 
1125	 10.8858948583814 
1126	 11.8332224880248 
1127	 11.5713534687646 
1128	 10.0403881899272 
1129	 9.49052718415333 
1130	 9.47068887434157 
1131	 8.48335557295542 
1132	 7.28668481926791 
1133	 5.86670821015321 
1134	 2.91626393474452 
1135	 2.37136520592957 
1136	 3.10370762896401 
1137	 3.12316416132472 
1138	 3.76765701794846 
1139	 4.89682021953362 
1140	 7.47925460757802 
1141	 7.22359979601764 
1142	 5.04872005099564 
1143	 4.81747296553892 
1144	 2.77469875671888 
1145	 2.0381983774894 
1146	 4.55730073518891 
1147	 6.07104783290849 
1148	 7.2600309992327 
1149	 7.65453930533013 
1150	 8.17075148599575 
1151	 9.32128232494855 
1152	 8.75478052791565 
1153	 6.27965354370595 
1154	 6.02290646999229 
1155	 5.53294758683048 
1156	 5.93832821027686 
1157	 8.44015964393022 
1158	 9.63331418760506 
1159	 11.466475805579 
1160	 11.2885043945399 
1161	 9.54065178346907 
1162	 8.02588182406622 
1163	 4.85057595263281 
1164	 2.56239625852434 
1165	 0.303282099620165 
1166	-0.753891470949813 
1167	-1.08206745820746 
1168	-1.80497510435124 
1169	 8.74624302491361E-02 
1170	 2.36964606018003 
1171	 3.23722561597207 
1172	 4.53908256204346 
1173	 4.18933781574657 
1174	 1.21051077304807 
1175	 1.0013577738609 
1176	 1.48608793424714 
1177	 1.69439214262775 
1178	 2.83243093224946 
1179	 4.16852528052453 
1180	 5.18161050476202 
1181	 6.63146927650486 
1182	 9.45809389749505 
1183	 11.2054649558553 
1184	 12.6947535515718 
1185	 13.3287294844261 
1186	 14.5514131154446 
1187	 13.247828872844 
1188	 7.76509279055009 
1189	 6.05561915308499 
1190	 4.20110274658288 
1191	 3.43385717865672 
1192	 7.49757307576103 
1193	 8.69156894643564 
1194	 8.62595334111141 
1195	 8.99832168765916 
1196	 8.49128560918569 
1197	 5.82374874430659 
1198	 7.08269865914055 
1199	 10.9366831383524 
1200	 12.0348171358777 
1201	 14.2016640921403 
1202	 15.1878739314505 
1203	 12.9514882771234 
1204	 12.4244509501744 
1205	 14.4677370431637 
1206	 13.5730339072452 
1207	 9.13334922189678 
1208	 8.59356209558467 
1209	 9.75060042783185 
1210	 9.48165409089653 
1211	 10.0008684095958 
1212	 11.7482331046392 
1213	 12.1393250468315 
1214	 10.8612132762779 
1215	 12.0514877126871 
1216	 13.3651909880976 
1217	 13.8699076161082 
1218	 14.9507470857188 
1219	 14.1877527335538 
1220	 14.5782757008566 
1221	 15.2362282123425 
1222	 15.4986690556815 
1223	 14.9683613572086 
1224	 13.8355483006817 
1225	 15.5964039090325 
1226	 18.6142986220417 
1227	 19.4408324760079 
1228	 23.1735468773178 
1229	 22.8099065755664 
1230	 16.0207032804696 
1231	 14.3131174229735 
1232	 15.0331266922546 
1233	 15.1102275132677 
1234	 16.8822814292613 
1235	 17.2065640895424 
1236	 16.4669863852328 
1237	 14.2595689625386 
1238	 16.70187050636 
1239	 19.3224587953926 
1240	 21.1747881261766 
1241	 21.1736050562936 
1242	 16.2339755510774 
1243	 11.8283974594041 
1244	 8.37222759061818 
1245	 6.56324135318584 
1246	 9.4686505078395 
1247	 11.0094142967543 
1248	 12.0952943972752 
1249	 14.3500794285395 
1250	 14.4974961781037 
1251	 13.100520169135 
1252	 11.3434133671787 
1253	 6.62556545439068 
1254	 6.12695734513649 
1255	 6.26581143700079 
1256	 6.90221183336712 
1257	 11.3430824283592 
1258	 13.562943093526 
1259	 14.6034699639463 
1260	 15.1854055815375 
1261	 15.0105302340266 
1262	 16.5999911240641 
1263	 14.914730159186 
1264	 16.1372122533228 
1265	 16.1607525531329 
1266	 14.8690595713674 
1267	 14.4679291278773 
1268	 13.1920529483532 
1269	 14.7895928380977 
1270	 15.0318856255064 
1271	 15.9606710421131 
1272	 21.0248915713373 
1273	 23.4735243469229 
1274	 23.9822053397473 
1275	 23.137708752479 
1276	 17.570644004298 
1277	 13.5239801895999 
1278	 13.1229449243714 
1279	 11.9770269482612 
1280	 13.3704506732098 
1281	 13.246709926954 
1282	 10.0756467952437 
1283	 9.95667437729136 
1284	 11.5303963809622 
1285	 13.2484434951839 
1286	 19.7664664833301 
1287	 20.598114389874 
1288	 18.5532949894334 
1289	 15.85793629911 
1290	 12.3842929962403 
1291	 11.1933129885553 
1292	 15.4223950491749 
1293	 18.7841805510804 
1294	 19.9877271848176 
1295	 20.1817191136909 
1296	 19.5807820408579 
1297	 19.7896551875415 
1298	 21.4136421591926 
1299	 23.5244521376477 
1300	 23.5392614898309 
1301	 21.7544659920276 
1302	 19.4507265480452 
1303	 17.0225325159465 
1304	 16.3346842193981 
1305	 17.1330065421531 
1306	 17.4240952905316 
1307	 16.5709088442258 
1308	 16.348087690853 
1309	 15.9246257550785 
1310	 14.5840413436415 
1311	 14.4425522331668 
1312	 15.0380988543949 
1313	 16.1875085615139 
1314	 15.8199723384583 
1315	 15.6298969844744 
1316	 15.5401771784221 
1317	 13.4207737442685 
1318	 12.7806030697634 
1319	 12.3948293719227 
1320	 16.2720301051629 
1321	 19.0734715303581 
1322	 21.6690492713316 
1323	 27.6989272018194 
1324	 27.4996232704451 
1325	 25.3181045960122 
1326	 25.4264175835163 
1327	 21.6450931157499 
1328	 20.5746504138827 
1329	 20.917186223339 
1330	 17.4282605132818 
1331	 16.0384363672252 
1332	 16.8726070019507 
1333	 18.1704095907769 
1334	 20.3003316219195 
1335	 20.3997891151052 
1336	 17.5767131073108 
1337	 14.0076223338959 
1338	 13.0774635731966 
1339	 12.8244617033126 
1340	 12.3544222302747 
1341	 15.7150738314154 
1342	 17.7719865282226 
1343	 18.8110295674323 
1344	 21.8957710739149 
1345	 20.4579347599294 
1346	 18.1018077749916 
1347	 17.8884163324493 
1348	 18.9012150702828 
1349	 19.1500132830977 
1350	 20.537396919436 
1351	 20.4109394388611 
1352	 18.8065512594406 
1353	 17.9646964136764 
1354	 16.9264352582227 
1355	 17.0943820545433 
1356	 18.0355894779975 
1357	 17.250431927839 
1358	 15.8529837609533 
1359	 18.5969690198203 
1360	 20.5770863692025 
1361	 21.5993973519556 
1362	 24.0306006080874 
1363	 22.1605065167926 
1364	 19.1374959774534 
1365	 17.6766346991351 
1366	 13.8663925987799 
1367	 12.0776752194312 
1368	 13.1690154006428 
1369	 13.8913328559045 
1370	 14.6976681945457 
1371	 17.1769814287154 
1372	 17.4149830350548 
1373	 14.7683986304331 
1374	 16.4248838631521 
1375	 17.9749183111978 
1376	 18.6168836703255 
1377	 20.7571912661851 
1378	 18.5039644081808 
1379	 15.0465135443804 
1380	 12.7638089389616 
1381	 9.64079423300021 
1382	 9.38059887416595 
1383	 10.2310973775114 
1384	 11.0538745509362 
1385	 13.9672477812639 
1386	 16.6327031853967 
1387	 19.9283712358078 
1388	 20.8472817264631 
1389	 19.1330956492289 
1390	 19.3047383512569 
1391	 19.4901368654663 
1392	 18.7055652760391 
1393	 18.8473189953194 
1394	 19.1025908725651 
1395	 17.512218714735 
1396	 19.7474479605172 
1397	 22.7530130194383 
1398	 23.4270076769103 
1399	 24.0398994789639 
1400	 21.8845675905718 
1401	 19.2450898827501 
1402	 17.866765594659 
1403	 17.5982873006946 
1404	 16.5680917926796 
1405	 16.8553523349532 
1406	 19.2582542837233 
1407	 20.7778671537826 
1408	 20.3224949356644 
1409	 17.5292845134141 
1410	 16.3290748399707 
1411	 15.7438014536127 
1412	 17.3845761951652 
1413	 21.0849301328812 
1414	 21.1848906056246 
1415	 20.6675001251044 
1416	 20.6821245518991 
1417	 22.0552622218142 
1418	 25.9096839194734 
1419	 27.233178335991 
1420	 27.6474341744668 
1421	 26.0222318932843 
1422	 20.3263791517995 
1423	 18.5419541767557 
1424	 19.0161997735742 
1425	 18.4949246912193 
1426	 20.6873790736438 
1427	 20.7053385453217 
1428	 19.2473210978477 
1429	 19.2140758665438 
1430	 17.5573291252213 
1431	 17.1317655153081 
1432	 18.1929163258132 
1433	 20.6727319616773 
1434	 22.6485144642373 
1435	 25.2062459087833 
1436	 28.6365843575647 
1437	 28.6661782074518 
1438	 27.7374800778496 
1439	 24.2477511798859 
1440	 20.2219843096987 
1441	 17.4656597153009 
1442	 15.768124279183 
1443	 18.3076938296683 
1444	 20.3781993904162 
1445	 21.9348833621997 
1446	 24.5842933743113 
1447	 25.5453610098506 
1448	 25.1963953928341 
1449	 24.7236396327478 
1450	 23.3245164288944 
1451	 21.2180914296484 
1452	 17.918906880354 
1453	 16.3402460455579 
1454	 15.0095000049866 
1455	 14.3753668348898 
1456	 17.5881672122415 
1457	 20.2711207803276 
1458	 21.6777572187622 
1459	 22.7924688780401 
1460	 21.3853773113813 
1461	 18.6433905451598 
1462	 14.9199540045833 
1463	 12.1844803824092 
1464	 12.556785491685 
1465	 12.7892371005743 
1466	 13.8046773365216 
