Wavelength	1mm_GrayPLA00000.asd
350	-9.11062369139206E-02 
351	 0.407325597617567 
352	 1.19904476040366 
353	 0.180541429071846 
354	 1.32331061255389 
355	 1.71015808801382 
356	-0.591321057546042 
357	-1.32840546494367 
358	-1.35171102416933 
359	-0.683970080937659 
360	 1.1962750966123 
361	 1.14308003231653 
362	 0.39912773990182 
363	 0.670916148853305 
364	 0.802180987011192 
365	 0.367726809234758 
366	-0.394927979771216 
367	-0.480817778568015 
368	 1.06655261212127 
369	 2.11824176444922 
370	 0.40882008565114 
371	 0.515671754049017 
372	 0.605882469728847 
373	-0.284708847925901 
374	-0.639115673790184 
375	 0.885550735112672 
376	 2.43408908930834 
377	 0.832764483354703 
378	 0.152360338570543 
379	 0.44729894114159 
380	 1.13448050634802 
381	 1.78448092920755 
382	 2.50342035240656 
383	 2.68467643237335 
384	 1.13874464225885 
385	-4.27816173468666E-02 
386	-0.940090813459024 
387	-1.70524803964165 
388	 0.224136611175978 
389	 1.82610397891355 
390	 1.45590332498129 
391	-0.518224704727252 
392	 0.36160447555264 
393	 2.27586155877151 
394	 1.21846118291666 
395	 0.644331351739481 
396	 1.44345750323091 
397	 3.18672262075455 
398	 3.03735669870474 
399	 1.78110422716524 
400	 0.630789314680204 
401	 1.19378332721646 
402	 1.21899105012154 
403	 0.956835984339987 
404	 1.13274970661262 
405	 2.01233926364958 
406	 1.02513287292829 
407	-1.17084884446217 
408	 1.4494133057245 
409	 2.81087449297185 
410	 2.34493427603465 
411	 1.80350692390596 
412	 2.552595620122 
413	 3.09385226951685 
414	 2.51957831781432 
415	 2.83821599692106 
416	 2.25529483754848 
417	 1.40031787766943 
418	 3.02424797755694 
419	 3.27382459273016 
420	 2.8061585734261 
421	 3.30916423015998 
422	 4.95473939958299 
423	 5.22869131647574 
424	 3.84649437562542 
425	 5.27033395419585 
426	 5.35286528992138 
427	 4.0781121404287 
428	 3.54078248895767 
429	 4.23031784229618 
430	 4.77490785873724 
431	 4.22395353549999 
432	 4.79360916744285 
433	 4.42325406765045 
434	 3.23600247255469 
435	 4.30101480093935 
436	 5.60916715593324 
437	 5.84971754729624 
438	 4.38690589261861 
439	 5.15198107364929 
440	 5.67252588930567 
441	 4.39084050120302 
