Wavelength	3mm_GrayPLA00000.asd
350	 0.829618887331836 
351	 0.327026583666381 
352	-0.434154506661642 
353	-1.04462136716459 
354	 0.849444105797833 
355	 1.56682309928003 
356	-0.934710017353193 
357	-0.863206078698874 
358	-0.970536713001056 
359	-1.32532271367115 
360	 8.91684044780984E-02 
361	-0.232272950489576 
362	-0.903307957902395 
363	-0.121430202722964 
364	 0.657460175980459 
365	 0.347177935017473 
366	-0.815068268770187 
367	-0.969257818297729 
368	-0.685938720879334 
369	 0.197461109595373 
370	 1.67351065513852 
371	 1.69698188466439 
372	 0.671697831872021 
373	-0.703371068564857 
374	-1.79729651078355 
375	-0.836143370417491 
376	 1.02663732025744 
377	 1.19203054979829 
378	 0.546441139592095 
379	 0.845307996087289 
380	 2.55581869656973 
381	 1.96092998064601 
382	 1.54037032962926 
383	 1.80554926040897 
384	 1.6187622728549 
385	 0.526597259294671 
386	-0.690760532790074 
387	-1.01631111971753 
388	-0.113619661002634 
389	 1.30007631382867 
390	 1.95935047006342 
391	-0.567297210320194 
392	-0.948576237638561 
393	 0.436578775548667 
394	 0.913019149905818 
395	 0.652981805619008 
396	 0.672486728139187 
397	 1.4461023217141 
398	 1.94117981934655 
399	 0.913830936528528 
400	-0.959327166616631 
401	-1.44072923048626 
402	-0.202591481464691 
403	 1.36639434311268 
404	 1.71751376288922 
405	 0.989306194375387 
406	-0.55271486874046 
407	-1.7481114171184 
408	 0.229697501441529 
409	 1.24407438054444 
410	 0.924457348473606 
411	 0.502909894497835 
412	 0.420291257836931 
413	 0.124581985953916 
414	-0.511949434498368 
415	 0.168699011412066 
416	 2.81962708258634E-02 
417	-0.669296255660084 
418	 0.440805839060412 
419	-0.159316418926095 
420	-1.00655832409157 
421	 4.24672771326377E-02 
422	 0.874901400728108 
423	 0.72477612855045 
424	-1.35102582390671E-03 
425	 1.37863708391602 
426	 1.84262688908255 
427	 0.899470734874562 
428	-0.535670769851467 
429	-0.571512197132989 
430	-6.98791776411015E-02 
431	 0.068522316452471 
432	 1.34276695342996 
433	 0.703165363544447 
434	-1.57637194704923 
435	-0.773659461833618 
436	-0.531002403876397 
437	-0.94281861234311 
438	-0.860123092980335 
439	 0.203727172211213 
440	 0.837120904954651 
441	 0.158286166951306 
442	-0.915501035001935 
443	-0.827263552436856 
444	-3.03973260329405E-02 
445	-0.865216430382774 
446	 0.103593011772682 
447	 1.11941357829876 
448	-0.253199588850988 
449	-0.658263680520058 
450	-0.155375955042787 
451	 0.553169650692774 
452	-0.119145763712193 
453	-0.452988111692501 
454	-0.18894378550307 
455	-4.20276962243252E-03 
456	-0.300680024210382 
457	-0.518086981926446 
458	-0.239368885290246 
459	-1.21472431618155 
460	-1.12572268730171 
461	 0.337201437310062 
462	-0.60740673289372 
463	-0.899707273097155 
464	-0.537200237138153 
465	-0.959883222522385 
466	-1.51803973085249 
467	-0.825462944153696 
