Wavelength	Reference_BluePLA00000.asd
681	 12247.6801688067 
682	 12357.2453378563 
683	 12467.0920421882 
684	 12579.0385577066 
685	 12690.6785995801 
686	 12804.2518748066 
687	 12921.7316640678 
688	 13035.865399911 
689	 13150.8975496569 
690	 13268.9008528195 
691	 13384.994811036 
692	 13500.7790103643 
693	 13616.3596618445 
694	 13730.8149521666 
695	 13838.9469268308 
696	 13945.2647813505 
697	 14055.6314113371 
698	 14160.3785035219 
699	 14264.3453425793 
700	 14369.0636405348 
701	 14462.6841835388 
702	 14555.743752995 
703	 14649.5518736393 
704	 14736.4277270713 
705	 14825.912333961 
706	 14911.5930777761 
707	 14984.0846114986 
708	 15060.9281470002 
709	 15135.3243014091 
710	 15201.9993147205 
711	 15269.7586112889 
712	 15333.6141997304 
713	 15392.3255229295 
714	 15448.6437849859 
715	 15503.93872847 
716	 15557.9639391666 
717	 15609.9397832326 
718	 15662.6381808381 
719	 15713.566076988 
720	 15760.7333364101 
721	 15806.525125143 
722	 15847.7220003617 
723	 15885.5979333173 
724	 15927.2332365192 
725	 15970.3383926239 
726	 16015.2007264186 
727	 16061.9862029233 
728	 16101.2717705262 
729	 16138.9409203126 
730	 16180.495576365 
731	 16220.8240146591 
732	 16264.4940347853 
733	 16310.8367685447 
734	 16352.1094670556 
735	 16389.6986526631 
736	 16425.0416030109 
737	 16459.4963940155 
738	 16486.968927052 
739	 16511.3777933692 
740	 16536.275067788 
741	 16557.4662082413 
742	 16579.7868383442 
743	 16602.9048586967 
744	 16618.9692868938 
745	 16636.8034699731 
746	 16652.9850813441 
747	 16660.3482726788 
748	 16674.1860922213 
749	 16687.0976984269 
750	 16692.2375351653 
751	 16697.9870758279 
752	 16699.2447940042 
753	 16695.9247323824 
754	 16694.7631474406 
755	 16691.6602255054 
756	 16685.6914009796 
757	 16676.1638239096 
758	 16654.5545635943 
759	 16620.9026247273 
760	 16582.9867537756 
761	 16568.4489343106 
762	 16559.3398258405 
763	 16547.594031617 
764	 16536.6597125351 
765	 16522.4060838751 
766	 16504.1054031656 
767	 16482.052132607 
768	 16452.0245831465 
769	 16421.7715337765 
770	 16395.182916857 
771	 16360.2596015165 
772	 16325.6601231351 
773	 16292.3165248448 
774	 16253.2932051921 
775	 16213.8085108391 
776	 16176.1005510768 
777	 16140.1871504709 
778	 16096.8201384749 
779	 16050.3030739191 
780	 16003.6599882232 
781	 15952.5933847741 
782	 15900.8964838592 
783	 15849.2253634887 
784	 15795.7283849241 
785	 15739.8706250986 
786	 15681.9065983965 
787	 15622.9199120868 
788	 15567.0824291408 
789	 15508.4222089717 
790	 15445.9875166947 
791	 15392.0257363586 
792	 15330.2172359683 
793	 15260.3389437315 
794	 15192.0247141762 
795	 15122.0038146713 
796	 15051.414062171 
797	 14982.0444949603 
798	 14915.3871905037 
799	 14848.3896277052 
800	 14778.9749005622 
801	 14706.2643369017 
802	 14634.5477135494 
803	 14565.3817353001 
804	 14498.6642531178 
805	 14431.3163019981 
806	 14361.2400100618 
807	 14287.2936758109 
808	 14209.6241704768 
809	 14133.6518096376 
810	 14059.7531099741 
811	 13982.6856117863 
812	 13909.7058512855 
813	 13837.393554041 
814	 13760.1847181168 
815	 13684.3269819366 
816	 13609.1890455699 
817	 13533.6874517223 
818	 13457.2590000322 
819	 13380.1036414377 
820	 13302.1853552854 
821	 13223.1968876929 
822	 13138.8854655157 
823	 13054.1777055156 
824	 12974.1511856157 
825	 12894.6471255064 
826	 12818.4032530087 
827	 12745.337549408 
828	 12671.4449408602 
829	 12592.190201143 
830	 12507.888661678 
831	 12420.4406150767 
832	 12322.1149262898 
833	 12221.4259594047 
834	 12126.3466656478 
835	 12037.6398541527 
836	 11957.4729394847 
837	 11885.9876414467 
838	 11821.6339588379 
839	 11768.5980965535 
840	 11720.1862850298 
841	 11667.4917075132 
842	 11606.1807315399 
843	 11536.9106163982 
844	 11462.4111560772 
845	 11387.8542853143 
846	 11315.4113938213 
847	 11243.1570296307 
848	 11167.4254769737 
849	 11089.9155224731 
850	 11013.5799338449 
851	 10939.9050080879 
852	 10866.5108757238 
853	 10793.3089821663 
854	 10721.0545697478 
855	 10651.0603288934 
856	 10578.4670840327 
857	 10506.2755853619 
858	 10436.9573296048 
859	 10362.7859806903 
860	 10289.4553317476 
861	 10218.4984956546 
862	 10145.6734847328 
863	 10074.2124391949 
864	 10004.3903709023 
865	 9935.2228812571 
866	 9864.40629214182 
867	 9793.18527222389 
868	 9722.85380067051 
869	 9654.25715641141 
870	 9586.35827424946 
871	 9518.70036858508 
872	 9451.07041089941 
873	 9383.34408193133 
874	 9314.46790402441 
875	 9243.90674773537 
876	 9172.75978997734 
877	 9101.3104528618 
878	 9030.5830875781 
879	 8962.13873993659 
880	 8894.65450724658 
881	 8828.38727194796 
882	 8763.26458292011 
883	 8696.11251806926 
884	 8632.35438965578 
885	 8571.04654937781 
886	 8503.52214708984 
887	 8435.98094904142 
888	 8369.5115965582 
889	 8303.623689263 
890	 8237.29993243151 
891	 8172.56732626078 
892	 8108.89795941148 
893	 8041.3658167934 
894	 7972.62209855013 
895	 7904.7642461735 
896	 7839.32633546524 
897	 7774.04953548587 
898	 7706.90171434658 
899	 7638.8426172872 
900	 7577.50512716633 
901	 7512.91875001316 
902	 7446.54205203939 
903	 7384.58802262076 
904	 7321.63382953234 
905	 7260.23985467785 
906	 7200.81061230588 
907	 7135.98064554723 
908	 7070.73492724612 
909	 7006.80999428342 
910	 6943.93393081521 
911	 6878.70202751434 
912	 6814.21912285951 
913	 6752.74211746987 
914	 6691.59398581411 
915	 6629.91532616229 
916	 6567.54352730625 
917	 6505.00549388384 
918	 6444.27211407612 
919	 6384.0981767258 
920	 6322.95984811135 
921	 6260.40667649955 
922	 6196.68792204932 
923	 6133.59305671046 
924	 6073.8125335671 
925	 6013.6901919278 
926	 5954.89180926946 
927	 5897.93488859392 
928	 5836.85150726857 
929	 5774.77861237928 
930	 5711.68460039504 
931	 5645.50956046858 
932	 5581.33859242887 
933	 5517.30767868929 
934	 5452.3226269509 
935	 5391.98040979888 
936	 5331.4492080483 
937	 5271.92722726195 
938	 5218.22564545844 
939	 5160.22940805117 
940	 5100.65770473131 
941	 5042.77938260336 
942	 4984.53652561922 
943	 4926.13460478931 
944	 4868.27424477301 
945	 4811.90474504419 
946	 4756.06533760503 
947	 4700.72295598484 
948	 4645.70257115973 
949	 4589.81961774649 
950	 4536.13198366297 
951	 4484.0250076994 
952	 4431.01234600387 
953	 4377.99051508673 
954	 4326.59735256441 
955	 4276.56357500665 
956	 4223.02584020037 
957	 4171.97482092757 
958	 4121.57865799671 
959	 4067.42849667167 
960	 4012.92545460007 
961	 3959.6866093073 
962	 3907.68225486986 
963	 3854.50669508522 
964	 3801.78584046911 
965	 3750.16862423867 
966	 6298.18426131332 
967	 6367.13954384327 
968	 6441.53379128731 
969	 6525.62119390885 
970	 6620.29511358169 
971	 6718.17475331593 
972	 6825.97291320175 
973	 6931.56565538514 
974	 7043.81784194185 
975	 7152.44591271173 
976	 7261.61052642171 
977	 7368.28970627104 
978	 7472.67154047291 
979	 7574.79630158919 
980	 7673.09141797936 
981	 7770.61195026424 
982	 7862.8715698323 
983	 7948.95345539436 
984	 8031.47711452068 
985	 8109.26214627399 
986	 8183.33365100787 
987	 8254.49488822964 
988	 8322.69554108789 
989	 8382.48300522753 
990	 8446.36621557224 
991	 8509.17809046269 
992	 8572.9106634909 
993	 8636.68280967617 
994	 8704.55102238973 
995	 8769.87513621492 
996	 8831.46096817136 
997	 8893.53093387147 
998	 8953.89474216574 
999	 9018.00167381657 
1000	 9083.07559398223 
1001	 9144.12558028951 
1002	 9207.4879949858 
1003	 9268.9502164478 
1004	 9327.91482553265 
1005	 9388.8880298016 
1006	 9453.48220306565 
1007	 9513.39353377685 
1008	 9570.44314763074 
1009	 9629.393617682 
1010	 9691.11717906612 
1011	 9750.50786328791 
1012	 9808.84310476926 
1013	 9867.25923788068 
1014	 9918.75504617151 
1015	 9968.03039356675 
1016	 10018.6982879325 
1017	 10067.9590302353 
1018	 10121.6699324166 
1019	 10175.7446422716 
1020	 10228.2169517201 
1021	 10283.6903985601 
1022	 10336.0714032792 
1023	 10388.8059895489 
1024	 10440.4310658742 
1025	 10495.2053761631 
1026	 10549.0200986422 
1027	 10603.3812608199 
1028	 10655.5794782897 
1029	 10707.7120371951 
1030	 10761.9808557114 
1031	 10816.4639364687 
1032	 10874.3072793534 
1033	 10934.1453691499 
1034	 10992.7360978548 
1035	 11051.1193625486 
1036	 11108.9215349259 
1037	 11166.1638244975 
1038	 11220.3357017427 
1039	 11272.3330547054 
1040	 11325.981244401 
1041	 11378.7971295128 
1042	 11430.7788673304 
1043	 11483.3424335321 
1044	 11537.4683958423 
1045	 11587.1804652645 
1046	 11637.0511897677 
1047	 11685.3321394652 
1048	 11731.8270022962 
1049	 11776.2608556442 
1050	 11821.0108239765 
1051	 11865.7198266717 
1052	 11906.8503846536 
1053	 11949.5419062266 
1054	 11991.8845075356 
1055	 12031.4772525794 
1056	 12073.3063244049 
1057	 12112.5443405134 
1058	 12147.0815781209 
1059	 12185.5766197707 
1060	 12225.1526570677 
1061	 12264.3436429066 
1062	 12304.7779312441 
1063	 12346.727635382 
1064	 12385.532743449 
1065	 12425.5825735307 
1066	 12466.3496599761 
1067	 12508.1812710226 
1068	 12550.1694792699 
1069	 12591.9638725115 
1070	 12637.6222428858 
1071	 12685.4076888925 
1072	 12733.9793897999 
1073	 12784.7449293102 
1074	 12834.7555343301 
1075	 12882.6210989058 
1076	 12934.6104009435 
1077	 12990.615119429 
1078	 13043.3736597421 
1079	 13095.1048773888 
1080	 13149.7660961247 
1081	 13200.7440082754 
1082	 13259.1537538378 
1083	 13325.164028066 
1084	 13388.9005950539 
1085	 13454.8675479103 
1086	 13524.7515997326 
1087	 13591.206058571 
1088	 13662.5614213395 
1089	 13737.7195753858 
1090	 13813.6380760983 
1091	 13894.4811948882 
1092	 13978.9478189543 
1093	 14067.488906455 
1094	 14158.1116592925 
1095	 14256.0766122505 
1096	 14360.8138229468 
1097	 14467.4036133543 
1098	 14580.8815428786 
1099	 14694.1911173792 
1100	 14804.7654574704 
1101	 14924.8506057562 
1102	 15049.2232077306 
1103	 15179.5110273371 
1104	 15317.5487979241 
1105	 15460.2798301631 
1106	 15607.173500089 
1107	 15758.4446497682 
1108	 15908.0043481227 
1109	 16062.3949885495 
1110	 16220.8747540663 
1111	 16379.1027063748 
1112	 16546.8652116944 
1113	 16724.858920991 
1114	 16900.0935070076 
1115	 17078.9214445375 
1116	 17259.7397309911 
1117	 17437.2389821666 
1118	 17625.593678013 
1119	 17821.4111133651 
1120	 18019.6866599216 
1121	 18227.0111467081 
1122	 18432.8147333058 
1123	 18637.5494147343 
1124	 18848.3475624272 
1125	 19062.2110145474 
1126	 19278.9840872581 
1127	 19499.8213239229 
1128	 19727.9056526319 
1129	 19951.3862702298 
1130	 20177.475033247 
1131	 20398.44726894 
1132	 20617.4594417844 
1133	 20835.1434686349 
1134	 21049.6578823488 
1135	 21264.4977315654 
1136	 21479.0323853156 
1137	 21691.8768270814 
1138	 21905.6467995465 
1139	 22114.0015421597 
1140	 22319.5679631983 
1141	 22522.5270768474 
1142	 22720.7350216919 
1143	 22917.8894612964 
1144	 23113.9668352308 
1145	 23307.0395704729 
1146	 23498.5716390723 
1147	 23686.0429123856 
1148	 23870.2120092045 
1149	 24051.2808974479 
1150	 24229.2222446634 
1151	 24403.4009895618 
1152	 24575.043462485 
1153	 24744.7255350083 
1154	 24909.5288086454 
1155	 25070.0000400765 
1156	 25228.3876567241 
1157	 25386.3397172802 
1158	 25534.5871666605 
1159	 25677.3504884442 
1160	 25816.0602352179 
1161	 25947.353254938 
1162	 26074.4477286871 
1163	 26199.6727393584 
1164	 26317.5472251486 
1165	 26425.6588891486 
1166	 26532.9664560898 
1167	 26637.0396298769 
1168	 26737.4522720761 
1169	 26832.408983629 
1170	 26922.4781511388 
1171	 27009.0051432594 
1172	 27088.9656402202 
1173	 27168.7377609322 
1174	 27247.7513999363 
1175	 27319.7584640178 
1176	 27387.9408189354 
1177	 27451.4205736901 
1178	 27508.8955086203 
1179	 27563.7914835999 
1180	 27612.3929009588 
1181	 27663.2903755456 
1182	 27712.2810550398 
1183	 27760.0985538113 
1184	 27808.0122791477 
1185	 27854.6627162686 
1186	 27899.0999550702 
1187	 27942.7351240939 
1188	 27987.7239479682 
1189	 28028.9303958866 
1190	 28065.2911264435 
1191	 28102.8881683647 
1192	 28142.214608157 
1193	 28180.2445361673 
1194	 28216.1590880055 
1195	 28248.6387200128 
1196	 28278.2494402773 
1197	 28302.3040405028 
1198	 28327.3869073564 
1199	 28351.7934178043 
1200	 28373.4627503779 
1201	 28392.8962885915 
1202	 28409.9632407692 
1203	 28426.7129805034 
1204	 28438.9869793429 
1205	 28447.3943027335 
1206	 28454.1854010372 
1207	 28455.7664573974 
1208	 28458.4979362748 
1209	 28459.7378221139 
1210	 28461.228860073 
1211	 28461.772907669 
1212	 28464.5007841768 
1213	 28466.0049740023 
1214	 28466.9647976121 
1215	 28467.9240493234 
1216	 28466.5023655747 
1217	 28460.7352012439 
1218	 28456.203556356 
1219	 28453.4907333145 
1220	 28446.9889371223 
1221	 28443.1213741056 
1222	 28442.6506265546 
1223	 28439.3491361679 
1224	 28433.7509094628 
1225	 28430.5716938714 
1226	 28428.0519198816 
1227	 28424.6993408183 
1228	 28421.9749131185 
1229	 28419.9083041899 
1230	 28417.3335138572 
1231	 28414.931761451 
1232	 28411.9424691764 
1233	 28411.711958131 
1234	 28412.4463789414 
1235	 28414.8153474442 
1236	 28420.0503349484 
1237	 28424.7443664624 
1238	 28432.1962297563 
1239	 28438.5011854982 
1240	 28445.1596290351 
1241	 28455.5684087809 
1242	 28469.6477603084 
1243	 28485.8109341271 
1244	 28502.0053945589 
1245	 28521.7907193191 
1246	 28538.1917649086 
1247	 28552.9511726944 
1248	 28574.6226898667 
1249	 28597.2985486046 
1250	 28619.1090100622 
1251	 28642.263812396 
1252	 28665.7339479038 
1253	 28687.291324501 
1254	 28712.195335081 
1255	 28739.7339794969 
1256	 28768.3805743091 
1257	 28798.2632758409 
1258	 28828.9363557691 
1259	 28863.6757484383 
1260	 28895.4408672671 
1261	 28927.6127656212 
1262	 28956.2998946708 
1263	 28983.5416864791 
1264	 29007.301646223 
1265	 29029.076965515 
1266	 29050.2387174626 
1267	 29069.4836329759 
1268	 29080.9246636255 
1269	 29084.7796848458 
1270	 29088.6405405254 
1271	 29087.6009131539 
1272	 29081.1939147848 
1273	 29071.8561608486 
1274	 29054.4574500684 
1275	 29029.7294172314 
1276	 28999.3642189587 
1277	 28963.4731340012 
1278	 28925.6458277543 
1279	 28881.3846724667 
1280	 28829.3641891761 
1281	 28778.0441634798 
1282	 28721.5551710422 
1283	 28666.1581704994 
1284	 28611.5294110736 
1285	 28552.823253275 
1286	 28490.6490666812 
1287	 28430.3122769736 
1288	 28367.2106554585 
1289	 28306.782269627 
1290	 28249.6433940417 
1291	 28192.7500842968 
1292	 28140.4968819696 
1293	 28095.2424430819 
1294	 28052.5174536722 
1295	 28016.9116376168 
1296	 27984.2887928296 
1297	 27955.6593584202 
1298	 27935.3304277395 
1299	 27917.6351551952 
1300	 27906.1254942699 
1301	 27900.5148342548 
1302	 27901.5050958038 
1303	 27906.8039686371 
1304	 27916.0296422813 
1305	 27928.8401768016 
1306	 27942.9645749075 
1307	 27960.7404454081 
1308	 27980.7635484984 
1309	 28004.1707738135 
1310	 28028.7450206718 
1311	 28054.6262987887 
1312	 28082.5858747619 
1313	 28112.2666958152 
1314	 28142.2966609275 
1315	 28174.6592566543 
1316	 28206.8298633024 
1317	 28237.3330201363 
1318	 28274.4243518725 
1319	 28312.6314263808 
1320	 28357.1631796677 
1321	 28408.6556906146 
1322	 28462.1346228515 
1323	 28524.4893192721 
1324	 28588.8656663517 
1325	 28657.9485280477 
1326	 28734.3230308062 
1327	 28812.556825443 
1328	 28895.5040498729 
1329	 28983.7066097269 
1330	 29079.0756131038 
1331	 29179.1931726435 
1332	 29285.2748245319 
1333	 29398.1482646396 
1334	 29512.505174946 
1335	 29630.141767271 
1336	 29750.0911620857 
1337	 29876.9671810405 
1338	 30007.2622109391 
1339	 30133.0078247034 
1340	 30258.6210361207 
1341	 30382.5932443984 
1342	 30502.2058602111 
1343	 30623.6513611759 
1344	 30742.6468062959 
1345	 30851.1982391218 
1346	 30952.1695515011 
1347	 31041.7541434539 
1348	 31118.97750492 
1349	 31189.807361243 
1350	 31252.2581899391 
1351	 31305.0611013649 
1352	 31348.5964175359 
1353	 31387.2623828109 
1354	 31415.0852744721 
1355	 31440.5844184648 
1356	 31469.4906390094 
1357	 31503.4997258205 
1358	 31550.2467655058 
1359	 31608.2466978289 
1360	 31678.9905330604 
1361	 31766.8725226186 
1362	 31873.477454184 
1363	 31998.2195026256 
1364	 32146.7362871871 
1365	 32309.3404844115 
1366	 32487.6300673583 
1367	 32680.4067222277 
1368	 32877.1590236206 
1369	 33070.9877831201 
1370	 33260.8976453762 
1371	 33428.9615237465 
1372	 33571.626565029 
1373	 33685.8815308151 
1374	 33753.4575834067 
1375	 33787.896829545 
1376	 33785.5358864435 
1377	 33758.2017613814 
1378	 33709.8121652163 
1379	 33648.4767630755 
1380	 33576.7247978092 
1381	 33500.0952433724 
1382	 33432.7999869632 
1383	 33370.4744722854 
1384	 33328.6924697471 
1385	 33301.0377667566 
1386	 33289.2827058549 
1387	 33294.3352156707 
1388	 33307.0575005433 
1389	 33330.7475218893 
1390	 33363.5421570118 
1391	 33401.7390218306 
1392	 33458.5409742654 
1393	 33527.10324841 
1394	 33610.0402360402 
1395	 33710.1456889342 
1396	 33821.5318201855 
1397	 33939.1140962113 
1398	 34063.6194843678 
1399	 34191.8370879188 
1400	 34317.2640206261 
1401	 34440.8914688552 
1402	 34561.310560137 
1403	 34673.2140989888 
1404	 34776.1104630311 
1405	 34864.8566903092 
1406	 34944.4990365615 
1407	 35018.0342334008 
1408	 35086.7799750641 
1409	 35154.1485312217 
1410	 35216.5506708051 
1411	 35270.2299755381 
1412	 35321.9308703283 
1413	 35367.2583987106 
1414	 35405.229891087 
1415	 35443.2360825447 
1416	 35471.2950755991 
1417	 35494.4833861928 
1418	 35518.9029349564 
1419	 35534.2935853135 
1420	 35542.1118353148 
1421	 35547.1196453851 
1422	 35541.6173459935 
1423	 35530.4955525253 
1424	 35517.8301422441 
1425	 35495.1841913622 
1426	 35469.3176778053 
1427	 35438.7490495728 
1428	 35403.8255251323 
1429	 35366.9656231252 
1430	 35326.1008834879 
1431	 35283.5675283177 
1432	 35235.2307154232 
1433	 35185.4888253046 
1434	 35135.0408737037 
1435	 35085.5217205577 
1436	 35040.6173738424 
1437	 34995.8719190268 
1438	 34951.2638963486 
1439	 34908.9635448096 
1440	 34868.1794303703 
1441	 34827.4702466346 
1442	 34787.6326430465 
1443	 34746.2397749286 
1444	 34704.3593004718 
1445	 34666.252722777 
1446	 34631.9102880053 
1447	 34596.3745424655 
1448	 34564.521995553 
1449	 34526.8051634659 
1450	 34485.290066011 
1451	 34446.2494782839 
1452	 34404.7215282363 
1453	 34367.9895243094 
1454	 34332.7990441901 
1455	 34290.8438161605 
1456	 34247.2775937054 
1457	 34199.0795663826 
1458	 34148.9296093816 
1459	 34098.0050954553 
1460	 34041.2802366347 
1461	 33978.5360360443 
1462	 33910.0071573533 
1463	 33841.6401162288 
1464	 33777.5310811092 
1465	 33715.022856782 
1466	 33652.343950336 
1467	 33587.2908611759 
1468	 33515.9866929993 
1469	 33450.1360473735 
1470	 33391.729051262 
1471	 33334.8016246027 
1472	 33283.6837390464 
1473	 33232.1223498914 
1474	 33181.3188607919 
1475	 33132.963411562 
1476	 33085.3227167963 
1477	 33040.4395036092 
1478	 32996.392193103 
1479	 32953.9056247283 
1480	 32911.3510282413 
