Wavelength	Reference_BlackPLA00000.asd
619	 7575.50633445464 
620	 7651.99531225479 
621	 7728.26795257727 
622	 7804.2137258061 
623	 7882.32803126183 
624	 7964.08179957377 
625	 8045.7982559175 
626	 8124.87341519603 
627	 8200.57184202691 
628	 8275.10408664565 
629	 8346.47381160836 
630	 8413.52008763708 
631	 8475.64355271271 
632	 8538.60672024777 
633	 8597.51285028296 
634	 8647.80305568863 
635	 8699.06288747644 
636	 8750.39304484363 
637	 8799.96581805168 
638	 8844.8755651897 
639	 8889.76877939005 
640	 8936.17238988902 
641	 8983.55550897152 
642	 9034.36924238021 
643	 9085.73936341634 
644	 9134.68167464588 
645	 9188.66336514331 
646	 9244.82783036713 
647	 9300.81928996633 
648	 9358.36787016346 
649	 9414.4223384545 
650	 9470.47603273811 
651	 9532.73013645378 
652	 9595.35617139895 
653	 9660.53740646237 
654	 9731.94508652947 
655	 9800.44619747003 
656	 9868.07361740939 
657	 9937.44040331471 
658	 10007.2858202065 
659	 10081.4714063431 
660	 10159.6053791515 
661	 10235.7233933532 
662	 10312.3794402939 
663	 10390.9492525611 
664	 10472.1589057947 
665	 10550.4876265982 
666	 10629.6115899002 
667	 10713.2359784411 
668	 10798.3174744661 
669	 10886.0127841614 
670	 10976.3972508602 
671	 11067.4407810508 
672	 11161.7243732161 
673	 11257.6700365954 
674	 11351.7779144652 
675	 11452.0780315275 
676	 11553.8867516988 
677	 11652.6223880866 
678	 11758.9120145034 
679	 11865.6277133962 
680	 11969.9106030789 
681	 12079.2172244845 
682	 12187.5114565818 
683	 12295.1415694653 
684	 12406.4748359374 
685	 12516.8335623302 
686	 12627.979862928 
687	 12742.4254502988 
688	 12856.6583173269 
689	 12971.6214579156 
690	 13087.6443970076 
691	 13203.0467589782 
692	 13316.7806933622 
693	 13429.1106297889 
694	 13541.5345854823 
695	 13650.8565757248 
696	 13758.1015401765 
697	 13865.1234956277 
698	 13969.2620715698 
699	 14072.240705235 
700	 14173.7968134189 
701	 14266.2173984155 
702	 14361.0340830467 
703	 14457.2317821719 
704	 14541.0675420639 
705	 14626.1645478894 
706	 14709.5823629824 
707	 14784.3918748913 
708	 14861.6762460274 
709	 14935.1810722714 
710	 15000.8470248453 
711	 15067.7043965065 
712	 15130.5107525289 
713	 15188.2734425948 
714	 15244.6351290139 
715	 15299.8670046079 
716	 15352.8088669331 
717	 15402.3464070401 
718	 15456.3053756592 
719	 15508.7413620911 
720	 15554.8836538273 
721	 15600.5320855796 
722	 15642.308627005 
723	 15680.8714672176 
724	 15722.1189437502 
725	 15763.1216791219 
726	 15805.6143258079 
727	 15852.0898847223 
728	 15892.5842651325 
729	 15932.8731684825 
730	 15976.9997708083 
731	 16013.0085368566 
732	 16054.6834804993 
733	 16103.2429222161 
734	 16142.8943070446 
735	 16179.9700124856 
736	 16215.805715294 
737	 16249.9996815551 
738	 16279.6114804735 
739	 16305.1207699519 
740	 16327.9489853667 
741	 16350.0191882388 
742	 16373.1989196952 
743	 16396.3425334751 
744	 16413.8223420836 
745	 16433.4350954231 
746	 16450.0265638436 
747	 16454.8913347504 
748	 16469.8872509276 
749	 16483.5925866618 
750	 16486.0578508116 
751	 16491.5324503794 
752	 16494.5681137178 
753	 16493.4978940115 
754	 16491.6213649768 
755	 16489.5760465104 
756	 16484.812634614 
757	 16473.2126107728 
758	 16453.9156809084 
759	 16423.5248130358 
760	 16386.1847927369 
761	 16370.6326379792 
762	 16360.727102267 
763	 16349.4922340188 
764	 16340.8729155849 
765	 16326.398915257 
766	 16308.1929996516 
767	 16291.0057288521 
768	 16261.3346352622 
769	 16228.4356905523 
770	 16199.7162087546 
771	 16168.8462406533 
772	 16134.8185732924 
773	 16098.7608839228 
774	 16064.2113127623 
775	 16028.6043725714 
776	 15991.3260679779 
777	 15952.2940272755 
778	 15911.4598197255 
779	 15866.6888364066 
780	 15817.7255878652 
781	 15769.0729292498 
782	 15721.2719224277 
783	 15672.2010858471 
784	 15617.2352319676 
785	 15561.324049204 
786	 15504.4505370113 
787	 15446.3083314663 
788	 15393.7410430804 
789	 15337.6828391947 
790	 15275.7189945506 
791	 15222.4498108912 
792	 15162.7857791722 
793	 15095.0099826522 
794	 15025.5673213508 
795	 14957.1708667169 
796	 14888.7739376214 
797	 14819.445507791 
798	 14754.1531444424 
799	 14688.2613947011 
800	 14619.5882194206 
801	 14550.1135896761 
802	 14479.2835141119 
803	 14409.3684670722 
804	 14343.2939320778 
805	 14275.0510352122 
806	 14205.5920068925 
807	 14135.4103905683 
808	 14059.1263297508 
809	 13983.4988375801 
810	 13910.0670486237 
811	 13834.6542106015 
812	 13763.1650187437 
813	 13691.098913955 
814	 13612.6273092659 
815	 13538.9211835778 
816	 13465.1115188011 
817	 13388.5081050552 
818	 13315.0032548902 
819	 13240.3281413045 
820	 13163.5227317177 
821	 13085.5206150059 
822	 13001.5503937693 
823	 12916.9926597831 
824	 12837.8071215036 
825	 12762.1904125862 
826	 12687.0946825832 
827	 12612.2735442993 
828	 12542.3081612345 
829	 12465.6049298494 
830	 12381.4079821407 
831	 12293.0170601854 
832	 12194.5583176908 
833	 12095.0159823288 
834	 12002.1830116576 
835	 11915.9625155146 
836	 11836.5944011168 
837	 11765.0145589456 
838	 11702.6659491915 
839	 11649.4804470048 
840	 11599.7653989208 
841	 11546.8529780917 
842	 11487.9302760311 
843	 11420.7888631297 
844	 11346.9561817917 
845	 11273.2063826139 
846	 11200.420673934 
847	 11127.6357943012 
848	 11052.9370685431 
849	 10977.7004471137 
850	 10903.2816641145 
851	 10830.056818183 
852	 10755.871263529 
853	 10682.5832820168 
854	 10611.2487113469 
855	 10542.2593185543 
856	 10472.0681562099 
857	 10402.0818225163 
858	 10333.0823283881 
859	 10257.8630170698 
860	 10183.4949646061 
861	 10112.4345789067 
862	 10040.8161927524 
863	 9971.68353008799 
864	 9903.40925618355 
865	 9833.37627977799 
866	 9764.02056619442 
867	 9694.33352027753 
868	 9624.0228439226 
869	 9554.65078432878 
870	 9486.9294243818 
871	 9420.44587730563 
872	 9354.08389415067 
873	 9288.00797942916 
874	 9220.63285205466 
875	 9150.87674026048 
876	 9079.41818242906 
877	 9007.69045191975 
878	 8937.0931254029 
879	 8868.90499531598 
880	 8800.68148554667 
881	 8734.33168374885 
882	 8671.15614195073 
883	 8605.69814086418 
884	 8542.93773456366 
885	 8482.51324967199 
886	 8417.54927801827 
887	 8350.46010145542 
888	 8282.89824857445 
889	 8216.42331025445 
890	 8152.24352432487 
891	 8087.27601481495 
892	 8020.99490542107 
893	 7957.58847453908 
894	 7891.12121946406 
895	 7823.12640223369 
896	 7757.48835665859 
897	 7691.68775433526 
898	 7625.26636179149 
899	 7558.94389175133 
900	 7495.52371779895 
901	 7433.40053854962 
902	 7371.01220502904 
903	 7307.06979149975 
904	 7244.5212939789 
905	 7182.93772965497 
906	 7121.46838764267 
907	 7059.52940936828 
908	 6996.62400383604 
909	 6932.78553443184 
910	 6868.43861793551 
911	 6803.38270555698 
912	 6741.38869302181 
913	 6683.38137853265 
914	 6621.17944888717 
915	 6558.90466810278 
916	 6497.66217804757 
917	 6436.69744069459 
918	 6376.84525534941 
919	 6316.8646994019 
920	 6255.52570170638 
921	 6192.49016462656 
922	 6129.59069373915 
923	 6068.01354954508 
924	 6008.3734952092 
925	 5949.98036421571 
926	 5892.57075679954 
927	 5835.30646482268 
928	 5775.62394675652 
929	 5713.50764190217 
930	 5649.02750969088 
931	 5582.57705806185 
932	 5517.75471172428 
933	 5453.44204884992 
934	 5389.09997559255 
935	 5329.04118243988 
936	 5270.12044180609 
937	 5212.65395923368 
938	 5158.94046159066 
939	 5101.66905747915 
940	 5044.10433604143 
941	 4988.53512998898 
942	 4928.70582302961 
943	 4868.8100307873 
944	 4811.40691548146 
945	 4757.53314599432 
946	 4701.55829857065 
947	 4646.19673973061 
948	 4593.17657448986 
949	 4538.08600269287 
950	 4485.14205628171 
951	 4433.33610510469 
952	 4379.53295613481 
953	 4329.6623920611 
954	 4280.8324556556 
955	 4230.5616052263 
956	 4179.77111123904 
957	 4126.59763060227 
958	 4072.88824207846 
959	 4021.4336429292 
960	 3968.31456244327 
961	 3915.96604750877 
962	 3865.20771690701 
963	 3813.2554062261 
964	 3762.20304038337 
965	 3712.03681460253 
966	 6233.11920571193 
967	 6301.5176370872 
968	 6373.85127880823 
969	 6456.14479655428 
970	 6545.02412900468 
971	 6640.98919142505 
972	 6749.99946139654 
973	 6854.87541324757 
974	 6964.53164093711 
975	 7073.68641063845 
976	 7184.10052392261 
977	 7295.06437511292 
978	 7402.60924754613 
979	 7503.48231822155 
980	 7598.36946120784 
981	 7691.26485115414 
982	 7781.15273844883 
983	 7870.6370414772 
984	 7952.5739762224 
985	 8027.71799190888 
986	 8099.79221405424 
987	 8162.96115216617 
988	 8230.47193541939 
989	 8297.18384653366 
990	 8362.74053992954 
991	 8429.92196666745 
992	 8494.22561447265 
993	 8555.29746691304 
994	 8615.4957140259 
995	 8677.72178541272 
996	 8736.99786898524 
997	 8798.44272148154 
998	 8859.70657060502 
999	 8920.65837047863 
1000	 8983.80078008714 
1001	 9043.67837576144 
1002	 9106.92809796036 
1003	 9171.65748880401 
1004	 9230.66956490101 
1005	 9291.74332390466 
1006	 9355.84891538348 
1007	 9415.25694143835 
1008	 9470.46806876994 
1009	 9530.21282551413 
1010	 9591.66107869241 
1011	 9648.79791277131 
1012	 9706.64926523209 
1013	 9764.43714585189 
1014	 9818.04763800634 
1015	 9872.46172255517 
1016	 9923.91876619407 
1017	 9973.83203518672 
1018	 10027.7490545076 
1019	 10078.3831701005 
1020	 10128.8576500772 
1021	 10183.3423457767 
1022	 10233.9741425701 
1023	 10284.6388056741 
1024	 10333.4556376331 
1025	 10387.3194213153 
1026	 10440.4854029591 
1027	 10494.37242473 
1028	 10549.4227703913 
1029	 10602.2115639146 
1030	 10658.2203560852 
1031	 10714.7086868103 
1032	 10771.9689353378 
1033	 10832.5759674911 
1034	 10889.3673141161 
1035	 10945.2905590023 
1036	 11000.8909346712 
1037	 11055.8575047193 
1038	 11113.2914510518 
1039	 11169.4520940544 
1040	 11223.4334527902 
1041	 11276.6345649476 
1042	 11328.5925428899 
1043	 11378.1857409017 
1044	 11427.3116575263 
1045	 11475.6673226482 
1046	 11521.6636260328 
1047	 11567.2462067014 
1048	 11613.2471123347 
1049	 11657.9077321863 
1050	 11701.087998969 
1051	 11746.3657005554 
1052	 11791.0012535194 
1053	 11834.3885766435 
1054	 11878.103669648 
1055	 11916.3053009047 
1056	 11953.3476546439 
1057	 11992.0931391368 
1058	 12029.5915405006 
1059	 12069.3145599191 
1060	 12114.2238696591 
1061	 12152.6409249521 
1062	 12186.3613657339 
1063	 12225.1692511822 
1064	 12263.7549351023 
1065	 12303.0554128494 
1066	 12347.9177283399 
1067	 12391.150463865 
1068	 12434.2069617136 
1069	 12478.7533101839 
1070	 12522.685244807 
1071	 12567.76688359 
1072	 12612.7234165416 
1073	 12655.9305488584 
1074	 12701.1941205883 
1075	 12746.1508926105 
1076	 12795.0901613026 
1077	 12845.471490785 
1078	 12900.0644841879 
1079	 12959.7732177263 
1080	 13018.0131797997 
1081	 13078.3880164196 
1082	 13138.6090814848 
1083	 13197.2893718306 
1084	 13259.4866353548 
1085	 13323.2532753238 
1086	 13389.7622146083 
1087	 13459.1962342791 
1088	 13530.4842042205 
1089	 13604.040727214 
1090	 13680.5075657357 
1091	 13760.7348954258 
1092	 13841.9446411196 
1093	 13930.7715336977 
1094	 14025.1300629655 
1095	 14123.0306230379 
1096	 14226.3256186663 
1097	 14332.5637123006 
1098	 14442.546525069 
1099	 14556.3498086935 
1100	 14674.1363124135 
1101	 14795.1638078462 
1102	 14918.4159474876 
1103	 15048.0677665685 
1104	 15183.2763659578 
1105	 15321.4447753534 
1106	 15461.5403589973 
1107	 15607.4383881465 
1108	 15758.1530116772 
1109	 15910.5594444683 
1110	 16066.6128304977 
1111	 16228.5748146427 
1112	 16391.9312411733 
1113	 16555.5909218927 
1114	 16725.4075451415 
1115	 16900.0763790814 
1116	 17078.9515953907 
1117	 17262.6395599343 
1118	 17447.703571195 
1119	 17635.1704378183 
1120	 17828.4840296294 
1121	 18023.6945637241 
1122	 18225.2645901869 
1123	 18435.3013847869 
1124	 18646.7441422974 
1125	 18862.8100235369 
1126	 19080.5138268972 
1127	 19298.9839595758 
1128	 19520.8908282308 
1129	 19740.4208990208 
1130	 19960.8089795352 
1131	 20178.7374577195 
1132	 20395.628267652 
1133	 20611.728670327 
1134	 20825.9597586269 
1135	 21040.6603544913 
1136	 21258.1418010051 
1137	 21468.8067159737 
1138	 21676.2321562479 
1139	 21882.2344712817 
1140	 22083.1667130025 
1141	 22284.2677681308 
1142	 22487.6022178809 
1143	 22684.9384851343 
1144	 22878.9151499484 
1145	 23069.5743240519 
1146	 23253.6140161044 
1147	 23438.3559923169 
1148	 23621.7502156435 
1149	 23803.7774349613 
1150	 23982.9656184583 
1151	 24162.5630732749 
1152	 24335.490741639 
1153	 24503.6743442573 
1154	 24669.6175856901 
1155	 24832.9657932338 
1156	 24990.7885197825 
1157	 25146.9376712681 
1158	 25294.8225899571 
1159	 25435.2483832937 
1160	 25572.3410832494 
1161	 25703.2963161184 
1162	 25830.9556865803 
1163	 25956.5859243645 
1164	 26074.846897047 
1165	 26187.7299436565 
1166	 26294.7238807044 
1167	 26392.2120204673 
1168	 26490.5128078617 
1169	 26580.9792839068 
1170	 26669.4649818307 
1171	 26754.6069333376 
1172	 26836.8449556808 
1173	 26913.5239726841 
1174	 26985.3677555637 
1175	 27056.413572511 
1176	 27123.7700808026 
1177	 27188.1003492576 
1178	 27251.4796153303 
1179	 27309.7788553075 
1180	 27363.1483540365 
1181	 27414.2250536077 
1182	 27460.6997350469 
1183	 27507.3031234099 
1184	 27549.0324883574 
1185	 27593.7264321949 
1186	 27640.7358323703 
1187	 27685.1226405853 
1188	 27731.4639359824 
1189	 27773.2006035254 
1190	 27809.7062538128 
1191	 27847.4215760381 
1192	 27884.8329288103 
1193	 27918.2918129634 
1194	 27954.4776650172 
1195	 27988.8380310688 
1196	 28018.7621450863 
1197	 28045.6933148739 
1198	 28070.6308890183 
1199	 28093.0360176529 
1200	 28112.2507830472 
1201	 28128.9312382067 
1202	 28143.2339526607 
1203	 28151.5869564337 
1204	 28162.3153111107 
1205	 28173.5907971026 
1206	 28182.452743318 
1207	 28192.0537381439 
1208	 28198.1531741799 
1209	 28200.760864306 
1210	 28202.5487764606 
1211	 28201.1508953738 
1212	 28200.6472140961 
1213	 28201.3898364766 
1214	 28200.9180204494 
1215	 28202.8120854912 
1216	 28202.1015810125 
1217	 28200.0724408606 
1218	 28197.761394182 
1219	 28194.4963824534 
1220	 28191.4732482903 
1221	 28188.480419063 
1222	 28186.2109966201 
1223	 28181.2677157234 
1224	 28174.0974970235 
1225	 28170.2485103059 
1226	 28164.7445483068 
1227	 28162.8411948966 
1228	 28166.2132224102 
1229	 28165.9176172933 
1230	 28163.9853676347 
1231	 28163.8863511117 
1232	 28164.2648577809 
1233	 28164.4033618492 
1234	 28164.1618785232 
1235	 28167.2482314281 
1236	 28171.6070687334 
1237	 28174.8526157919 
1238	 28184.7045452643 
1239	 28194.6539846265 
1240	 28200.9221278129 
1241	 28210.4531679165 
1242	 28221.3772141976 
1243	 28231.1079953427 
1244	 28243.4659294466 
1245	 28259.2464838087 
1246	 28276.0651286773 
1247	 28294.0142750972 
1248	 28313.0125829299 
1249	 28333.1643133976 
1250	 28356.6624567072 
1251	 28382.494706125 
1252	 28409.646366118 
1253	 28440.9144920197 
1254	 28470.1495175953 
1255	 28499.1708071547 
1256	 28528.0030290813 
1257	 28557.372490781 
1258	 28585.4486750706 
1259	 28612.58419498 
1260	 28640.0959870433 
1261	 28666.1866431878 
1262	 28695.9211754976 
1263	 28722.4347670269 
1264	 28744.0944273378 
1265	 28769.0180105556 
1266	 28789.4503419852 
1267	 28806.2753604576 
1268	 28823.7656121694 
1269	 28832.053635408 
1270	 28835.4050585378 
1271	 28836.3460964667 
1272	 28827.7956931957 
1273	 28814.3533525498 
1274	 28796.0927193902 
1275	 28770.4806920647 
1276	 28742.6070304706 
1277	 28710.0534841459 
1278	 28671.3441008763 
1279	 28629.0571059837 
1280	 28582.0963674482 
1281	 28532.7758558351 
1282	 28478.9654671703 
1283	 28423.2966386912 
1284	 28364.0185247441 
1285	 28304.5546360005 
1286	 28240.4671249379 
1287	 28180.6289287962 
1288	 28121.0097700814 
1289	 28064.2679755846 
1290	 28011.4639300078 
1291	 27957.6283135775 
1292	 27906.0619375399 
1293	 27858.1771732355 
1294	 27811.2608154747 
1295	 27772.4921291405 
1296	 27738.6174174407 
1297	 27707.5785231292 
1298	 27686.7658490103 
1299	 27669.4690309389 
1300	 27659.5223916164 
1301	 27657.6753294068 
1302	 27657.5998241405 
1303	 27664.2636136382 
1304	 27673.6873120199 
1305	 27685.7308537688 
1306	 27701.9205901228 
1307	 27720.2111753444 
1308	 27740.2568329722 
1309	 27762.2390634722 
1310	 27789.8943536067 
1311	 27816.9868073109 
1312	 27843.6514399472 
1313	 27872.3923401194 
1314	 27902.0178359019 
1315	 27928.0169484186 
1316	 27958.7844026735 
1317	 27991.8438470167 
1318	 28027.8473654132 
1319	 28064.4163757486 
1320	 28110.0149350224 
1321	 28158.7848734118 
1322	 28213.8297499081 
1323	 28272.0894739957 
1324	 28334.7013378993 
1325	 28406.086289847 
1326	 28482.2137128101 
1327	 28564.7222729633 
1328	 28649.7120395372 
1329	 28734.6623600917 
1330	 28824.7852835507 
1331	 28921.3582360676 
1332	 29024.9019913778 
1333	 29136.7638500934 
1334	 29249.7676453797 
1335	 29363.1968801516 
1336	 29481.9236171901 
1337	 29604.4542151079 
1338	 29730.2690407232 
1339	 29857.4254525227 
1340	 29982.2103918526 
1341	 30103.9918052213 
1342	 30219.8081594844 
1343	 30332.6859873214 
1344	 30438.7008370471 
1345	 30532.2703035399 
1346	 30619.2411384644 
1347	 30691.6578703147 
1348	 30748.5951148881 
1349	 30797.3457646389 
1350	 30835.0218673785 
1351	 30862.281908583 
1352	 30877.2462471661 
1353	 30889.3565863629 
1354	 30890.1932538492 
1355	 30890.307253019 
1356	 30897.738652755 
1357	 30909.530503445 
1358	 30934.6521726474 
1359	 30973.9125710451 
1360	 31021.3929472966 
1361	 31090.1431323356 
1362	 31183.1668567296 
1363	 31296.1489338735 
1364	 31442.3482500769 
1365	 31607.5863554895 
1366	 31790.0643432143 
1367	 31988.8555772225 
1368	 32194.862671911 
1369	 32396.517339562 
1370	 32596.7473780087 
1371	 32776.7245288444 
1372	 32922.0315734822 
1373	 33040.3434451919 
1374	 33111.6894230531 
1375	 33147.150705942 
1376	 33145.4812982227 
1377	 33112.5697006349 
1378	 33053.1236550922 
1379	 32978.6464737124 
1380	 32898.6416570405 
1381	 32819.7584139964 
1382	 32750.5757557091 
1383	 32686.3520967664 
1384	 32647.454224011 
1385	 32623.8050745866 
1386	 32617.2922771345 
1387	 32634.0061265142 
1388	 32657.2365712798 
1389	 32687.9166363467 
1390	 32728.9481889508 
1391	 32778.072720349 
1392	 32839.7593442061 
1393	 32910.0403210216 
1394	 32996.9303099052 
1395	 33098.9148600583 
1396	 33211.8829922288 
1397	 33333.4915938761 
1398	 33459.7963270676 
1399	 33586.3637737361 
1400	 33714.0016372629 
1401	 33845.2755480764 
1402	 33970.9734392627 
1403	 34090.394207219 
1404	 34201.8785402287 
1405	 34293.2703133734 
1406	 34379.1918468266 
1407	 34461.6665651257 
1408	 34537.6267467582 
1409	 34612.9678386392 
1410	 34685.4391261913 
1411	 34754.3743339687 
1412	 34816.0161161443 
1413	 34872.9994574592 
1414	 34923.3534183022 
1415	 34965.7088544357 
1416	 35004.0344341129 
1417	 35036.8969223356 
1418	 35066.6059777705 
1419	 35092.6113954496 
1420	 35109.3736473007 
1421	 35118.0740034722 
1422	 35121.1365764167 
1423	 35115.515942179 
1424	 35104.6420249531 
1425	 35090.2330299088 
1426	 35071.0112198127 
1427	 35044.889488524 
1428	 35012.8687057313 
1429	 34977.6531214966 
1430	 34936.3025597025 
1431	 34893.9502120928 
1432	 34850.5027903486 
1433	 34803.3749728841 
1434	 34757.8659249103 
1435	 34712.962665733 
1436	 34670.2929621808 
1437	 34630.256839567 
1438	 34589.5658004849 
1439	 34549.6802831128 
1440	 34507.2171550769 
1441	 34466.2761015095 
1442	 34428.6964722938 
1443	 34390.6279455011 
1444	 34356.2688874779 
1445	 34322.2458846359 
1446	 34288.9925796743 
1447	 34255.7829264824 
1448	 34225.2230351068 
1449	 34190.4095176487 
1450	 34153.8047422702 
1451	 34117.9694643446 
1452	 34080.4778013383 
1453	 34042.5935152574 
1454	 34006.6172483601 
1455	 33967.9632961198 
1456	 33924.8029553304 
1457	 33879.3145032885 
1458	 33830.8890995841 
1459	 33777.2738674814 
1460	 33719.5206165691 
1461	 33660.2832224891 
1462	 33597.9705011765 
1463	 33534.1824586917 
1464	 33470.6551061223 
1465	 33403.4963894829 
1466	 33334.6129871755 
1467	 33268.3301407687 
1468	 33201.563205061 
1469	 33138.7544479302 
1470	 33080.9160538024 
1471	 33021.6822906193 
1472	 32968.23432602 
1473	 32918.407636357 
1474	 32869.6167997475 
1475	 32826.2844635487 
1476	 32783.7286149724 
1477	 32740.7625085615 
1478	 32697.0323443355 
1479	 32652.8253523932 
