Wavelength	4mm_BlackPLA00000.asd
350	 2.83780673748299 
351	 2.47159152693916 
352	 1.371691095161 
353	 1.53873937282321 
354	 1.38084277387615 
355	 1.39936980032822 
356	 1.80705398450066 
357	 0.845398703686511 
358	 0.370556143584439 
359	 0.588448979964135 
360	 0.356193214529354 
361	 0.587844134246783 
362	 0.914924163469 
363	 0.854566778123095 
364	 0.591497637942529 
365	 1.26728745816469 
366	 2.1228749008721 
367	-0.144957940490542 
368	-0.798132512497758 
369	 0.050672238884504 
370	 0.661552916884726 
371	 0.24990338501743 
372	-3.79098101421782E-03 
373	 0.386532099343425 
374	 0.16610770234749 
375	 0.703993126496777 
376	 1.37462564167656 
377	 0.715194217561405 
378	-7.34302474767216E-02 
379	-6.32407635212686E-02 
380	 0.810169932325841 
381	 0.212750206906267 
382	 0.166943956993887 
383	 0.683728488040766 
384	 9.72333789081694E-02 
385	 0.827767548244608 
386	 1.92976187881583 
387	 2.0007666916434 
388	 1.95194128488747 
389	 0.982200758954041 
390	-0.541134641400061 
391	-0.305472024466232 
392	 0.024873514963377 
393	 0.433817457160476 
394	 1.37272883456558 
395	 1.94113049107465 
396	 0.901973773342628 
397	-1.41436706016826 
398	-0.559748201496914 
399	 0.197524885440738 
400	 0.695084589829663 
401	 2.92288483212907 
402	 2.19317140392882 
403	 0.021646270404937 
404	-0.890047334885384 
405	 0.129250693307963 
406	 0.74629491505026 
407	 0.158075073328067 
408	-0.136450147768237 
409	 1.35877496927327 
410	 2.63263680840155 
411	 0.657180290341695 
412	 6.52059072018626E-02 
413	 0.578551344752959 
414	 1.15733679796851 
415	 0.432345943271771 
416	 1.19145336683718 
417	 2.65304255002008 
418	 0.882105381600309 
419	 1.26482142726232 
420	 1.61224157719319 
421	-0.892832312143669 
422	-0.17122877529161 
423	 0.018246790761624 
424	-1.40064989328289 
425	 1.26504493996326 
426	 0.789282878496877 
427	-1.42667442365313 
428	 0.22027866539862 
429	-5.51716366181855E-02 
430	-0.567248751925616 
431	 0.560196083094896 
432	 0.828442229014143 
433	 0.355499419867523 
434	-0.161320496555019 
435	 0.820673803361004 
436	 0.440474176736124 
437	-0.804129415902366 
438	-1.1144104737466 
439	 0.371192488079942 
440	 1.02741387785854 
441	-0.228389363794899 
442	 1.02877262322433 
443	 1.21512130687723 
444	 0.155632056100565 
445	 0.665867168431323 
446	 2.32379148466747 
447	 2.71665288036706 
448	 0.102288755225314 
449	 1.39125844742461 
450	 2.19801410523652 
451	 0.405317657978922 
452	 0.561839788173126 
453	 1.34104287485222 
454	 1.97810670744629 
455	 1.84307378083798 
456	 0.292193508291294 
457	-0.938455097308809 
458	-0.351991494370509 
459	-0.578812535459718 
460	-0.716556157760628 
461	-0.299286383906324 
462	 0.180531481340639 
463	 3.95285003569733E-03 
464	-0.730483350960599 
465	-1.37175538656792 
466	-0.865979941028166 
467	-0.354756210114814 
468	-0.800495029935056 
469	-0.440515171579581 
470	-0.304029876611737 
471	-0.445506128811582 
472	 0.952302230963576 
473	 1.82162784238366E-03 
474	-1.55859110286123 
475	 0.249848277973175 
476	-5.54442763627265E-02 
477	-0.789207098282251 
