Wavelength	3mm_BlackABS00000.asd
350	 7.23205530214548E-02 
351	-0.403083109586349 
352	-0.461506016676882 
353	 0.436363533365996 
354	 1.53073209565439 
355	 1.70535950195311 
356	 0.650740486059621 
357	 0.435608518470615 
358	 0.440689998603641 
359	 0.505062072244983 
360	 0.821168565902774 
361	 1.69741118772107 
362	 1.88881769481982 
363	 0.568796144571687 
364	 0.113627097103529 
365	-0.088880717498314 
366	-0.331242404147244 
367	-0.393408764504956 
368	-0.511930592926909 
369	-0.55084658819799 
370	-0.320594215456982 
371	-0.178538527716548 
372	 0.241154152668214 
373	 0.796380820808143 
374	 0.163785747403293 
375	-0.583805586357981 
376	-0.745392553051709 
377	 5.71502815007505E-02 
378	-0.33375047647808 
379	-0.305787248877847 
380	 0.996775646953392 
381	 0.455836654684319 
382	-7.56815150822179E-02 
383	-0.121182319764775 
384	-0.327709374903864 
385	 0.430627561652669 
386	 1.06564884101 
387	 0.472498724026596 
388	 0.254512941054282 
389	 0.16722482425996 
390	 0.319596093991969 
391	 1.71958526108353 
392	 0.886073686019385 
393	-0.66932639786752 
394	 0.305118045935924 
395	 1.81205858596106 
396	 1.62506236896979 
397	-0.566400653466615 
398	-0.213593235229427 
399	 0.462618062995062 
400	 0.82625142416776 
401	 1.30319338017791 
402	 1.45683343088671 
403	 0.753747786236097 
404	-0.733515494552662 
405	-0.184684886687867 
406	 0.406508308134082 
407	 0.227852395169412 
408	 0.603770702953832 
409	-0.389958122530635 
410	-1.58692873318416 
411	-0.877602837473259 
412	-1.46236006654994 
413	-1.01678997925731 
414	 1.50746398317249 
415	 1.73402929585955 
416	 0.627167728849712 
417	-0.692658948654388 
418	-0.830887421073945 
419	-1.31450276300315 
420	-0.68122778494749 
421	 2.16191233308966 
422	 1.75080749193257 
423	 1.07365127310166 
424	 1.57071538963773 
425	 0.691216831686183 
426	 4.41836562751949E-02 
427	 0.292419033570856 
428	 1.53914241779349 
429	 1.48462918063091 
430	 0.895606746836328 
431	 0.83633177573089 
432	 1.23187831565177 
433	 0.703579279254767 
434	-0.388387587217252 
435	 0.691430175572294 
436	 0.940264778590033 
437	 0.631513961982645 
438	 1.10065374709569 
439	 1.61738062800602 
440	 1.0769150660957 
441	-0.478794235279642 
442	 0.281139230484584 
443	 0.890075832138349 
444	 0.387342279728711 
445	-0.949763308799334 
446	-1.9912337696476 
447	-1.7935699541853 
448	-4.17444016779646E-02 
449	 0.635937385562527 
450	 0.457420297826057 
451	 3.48053351238665E-02 
452	 0.329928971664215 
453	 0.436422246783508 
454	-7.16794016714974E-02 
455	-1.2793340898822 
456	-0.98505341628942 
457	-0.230342602469356 
458	-0.214195634858362 
459	 1.51449672706597 
460	 2.3960184471958 
461	 1.24534237768074 
462	-0.717242389186922 
463	-1.11635388217013 
464	-0.693294819249753 
465	-1.84296730569195 
466	-1.20781761554872 
467	-0.173551200617729 
468	-0.323403762462861 
469	-0.065019265515339 
470	 0.106495037983339 
471	-3.59027354812225E-02 
472	-0.268285763249538 
473	-0.3058673833676 
474	-0.403981361971335 
475	-1.03765710660458 
476	-1.53208062582742 
477	-2.02217326307658 
478	-2.34574248062008 
479	-0.543580467262923 
480	 1.10443466578916 
481	 1.1473004094062 
482	-1.10323392396916 
483	-0.921104697286681 
484	 0.759525985711063 
485	 0.612031617249472 
486	-0.144759128295864 
487	-0.249368804964389 
488	 0.607154633879046 
489	-0.606647912152857 
490	-2.37746082136616 
491	-3.3232568138803 
492	-2.0386514805363 
493	-0.805094601523114 
494	-0.10342504420222 
495	 0.34774638637309 
496	 1.04725009527157 
497	 0.763350549448646 
498	-1.06421999930192 
499	-2.17178024213637 
500	-2.05717450085146 
501	-0.899189545639802 
502	 0.356346270399742 
503	 0.602089150362427 
504	-1.53766929104033E-02 
505	-0.736252795103343 
506	-1.80030638761301 
507	-1.7099568329285 
508	 7.50423540206397E-02 
509	 0.255626695368192 
510	-0.439680920793503 
511	-1.3061200509329 
512	-1.68299201109307 
513	-1.46089237718761 
514	-1.19695707255768 
515	-1.62963809680593 
516	-0.69880966375484 
517	-0.550526931475747 
518	-2.46442752699512 
519	-2.03595952107853 
520	-2.09051945422672 
521	-2.84057146316653 
522	-0.240309667436926 
523	-7.14885567953233E-02 
524	-1.41387265023148 
525	-0.518741764684274 
526	-1.17083742627196 
527	-2.0106939521543 
528	-1.65376497302628 
529	-2.53332679734905 
530	-2.3306676352551 
531	-0.651892459234884 
532	-0.262501371433603 
533	-0.959416590333972 
534	-1.78022455107454 
535	-1.2748008530937 
536	-1.81190901734051 
537	-2.24498020760277 
538	-1.3307147912948 
539	-0.606955446066392 
540	-0.855055809533667 
541	-1.98523455122825 
542	-2.62603631136101 
543	-1.41319854009351 
544	 0.320464874198337 
545	-0.555829176939863 
546	-1.82946675754829 
547	-2.38514305028355 
