Wavelength	Reference_BlackABS00000.asd
752	 16673.7559572521 
753	 16671.9282756959 
754	 16671.0028268832 
755	 16668.8910468621 
756	 16663.7634406987 
757	 16653.2258969802 
758	 16631.6196581164 
759	 16598.2310599391 
760	 16559.9468666226 
761	 16544.7481913787 
762	 16536.0174983716 
763	 16525.1687609564 
764	 16512.7238678526 
765	 16498.5704679778 
766	 16481.7158128496 
767	 16460.5069614779 
768	 16429.6914877506 
769	 16397.3272287774 
770	 16368.606874259 
771	 16335.4010807248 
772	 16301.3103641898 
773	 16266.7538596627 
774	 16228.929627904 
775	 16191.0488168742 
776	 16153.4377516288 
777	 16115.155225962 
778	 16074.3376275929 
779	 16028.0079858815 
780	 15976.1344252952 
781	 15925.5047892989 
782	 15876.4268411766 
783	 15826.7091540611 
784	 15771.6992908369 
785	 15716.2357985859 
786	 15659.030595275 
787	 15598.6602475098 
788	 15543.3487984903 
789	 15486.0294435742 
790	 15424.37738338 
791	 15369.0550048269 
792	 15307.8019860948 
793	 15238.6782521219 
794	 15166.2473560368 
795	 15096.4567124924 
796	 15027.7365672154 
797	 14957.993142244 
798	 14892.2322695539 
799	 14826.570687309 
800	 14757.8540962114 
801	 14683.6121451338 
802	 14612.1541482325 
803	 14543.6917732114 
804	 14474.7314898283 
805	 14407.0087886125 
806	 14337.3069775651 
807	 14263.1024851448 
808	 14185.2512752045 
809	 14111.0275234595 
810	 14039.3909289077 
811	 13959.9234978924 
812	 13886.2468499116 
813	 13814.1915990837 
814	 13735.8307469202 
815	 13661.2614332386 
816	 13587.4156915966 
817	 13512.0430913179 
818	 13438.0009175542 
819	 13360.2404383814 
820	 13280.0191194453 
821	 13202.566416169 
822	 13118.0632623922 
823	 13032.3123312118 
824	 12952.2067777418 
825	 12873.1932291808 
826	 12796.627976602 
827	 12722.8759320528 
828	 12651.3510025192 
829	 12572.6363613877 
830	 12487.0433907543 
831	 12398.519929862 
832	 12300.3137355835 
833	 12200.4349059659 
834	 12106.1193427549 
835	 12017.4698693053 
836	 11936.5957750321 
837	 11864.8747863169 
838	 11802.9916694151 
839	 11749.6441496083 
840	 11699.8833096578 
841	 11647.846160606 
842	 11589.323371357 
843	 11521.0425502616 
844	 11445.1046125042 
845	 11371.4570905267 
846	 11298.147072948 
847	 11224.1744519049 
848	 11148.7631271863 
849	 11074.7317828422 
850	 10999.6938777445 
851	 10922.9881514401 
852	 10850.2146224773 
853	 10777.1003824079 
854	 10704.0936084497 
855	 10634.849287459 
856	 10563.973601719 
857	 10492.6442275097 
858	 10422.2496705172 
859	 10348.4034044749 
860	 10274.584104083 
861	 10202.2019316194 
862	 10129.7565969044 
863	 10059.3701497629 
864	 9990.08120291592 
865	 9920.24313236597 
866	 9851.94519860095 
867	 9782.6174165165 
868	 9711.43664600071 
869	 9641.55851015986 
870	 9573.75635186005 
871	 9506.88306791271 
872	 9438.84240516691 
873	 9372.62581875968 
874	 9306.17507709524 
875	 9237.0650785575 
876	 9163.51681225524 
877	 9090.43968831131 
878	 9020.27710988275 
879	 8953.31736170288 
880	 8884.49226893539 
881	 8816.36445352182 
882	 8751.56860175484 
883	 8684.87537035655 
884	 8622.10359903747 
885	 8561.8590487798 
886	 8493.9633927099 
887	 8425.19360643455 
888	 8357.87735855973 
889	 8292.79323716955 
890	 8229.45705533999 
891	 8164.27235953229 
892	 8096.97675769569 
893	 8033.07281450188 
894	 7965.97932501015 
895	 7896.92272444914 
896	 7829.98501705137 
897	 7765.98317338968 
898	 7700.9634339657 
899	 7633.97938881494 
900	 7571.50103591984 
901	 7507.06251423155 
902	 7441.73683395008 
903	 7379.58889431693 
904	 7316.4256479942 
905	 7253.27007446779 
906	 7191.09894275883 
907	 7129.24962159356 
908	 7067.27861014636 
909	 7003.96374687289 
910	 6937.95761365702 
911	 6872.19260891098 
912	 6808.11866770969 
913	 6746.32905014451 
914	 6686.33033043908 
915	 6626.22752059204 
916	 6564.77080598645 
917	 6501.45263463988 
918	 6439.9215549771 
919	 6377.74357965297 
920	 6313.66647160917 
921	 6253.43184719348 
922	 6192.91998640825 
923	 6131.11959686954 
924	 6069.39246218538 
925	 6009.75657602236 
926	 5951.80874438109 
927	 5894.26287478192 
928	 5835.29459026326 
929	 5773.54118701558 
930	 5708.79351678276 
931	 5642.0038446893 
932	 5577.06333745678 
933	 5512.90212302348 
934	 5448.79977002452 
935	 5388.4032628737 
936	 5329.41894459851 
937	 5271.17307211413 
938	 5214.04041764367 
939	 5156.49814469302 
940	 5098.5658810057 
941	 5040.55888181329 
942	 4982.7575601588 
943	 4924.33259137294 
944	 4866.0900398525 
945	 4809.70421197797 
946	 4753.07681822004 
947	 4697.14152602493 
948	 4642.74197357189 
949	 4589.59522530289 
950	 4535.39561068731 
951	 4480.83866857095 
952	 4428.18604544858 
953	 4376.82975406705 
954	 4325.14384242876 
955	 4272.70057889743 
956	 4222.11906517 
957	 4169.81772210479 
958	 4116.16123978066 
959	 4063.08228846099 
960	 4010.17876547636 
961	 3957.28518811417 
962	 3905.01975471772 
963	 3855.50769957004 
964	 3803.62853947634 
965	 3750.50434389629 
966	 6292.92692342663 
967	 6368.28128409759 
968	 6445.44358447325 
969	 6530.11581311901 
970	 6623.32572086495 
971	 6719.4668038649 
972	 6823.10179118808 
973	 6926.47973850462 
974	 7034.26631435938 
975	 7142.6859062961 
976	 7254.95840602444 
977	 7363.79699084214 
978	 7469.61982415448 
979	 7574.64897771188 
980	 7670.10282810684 
981	 7760.08840291484 
982	 7849.16876414383 
983	 7938.53120914723 
984	 8023.62371631073 
985	 8103.64796275595 
986	 8179.21984387414 
987	 8247.18904575507 
988	 8316.29151363924 
989	 8382.73032979305 
990	 8448.50082488465 
991	 8512.4007472205 
992	 8576.45429462691 
993	 8639.92841104192 
994	 8700.20809964349 
995	 8761.53543210462 
996	 8822.72433725204 
997	 8883.73645591605 
998	 8946.16512119239 
999	 9005.94154997826 
1000	 9065.96403582011 
1001	 9127.28083788276 
1002	 9189.86608032166 
1003	 9254.8699432149 
1004	 9319.44403775094 
1005	 9383.02867126643 
1006	 9446.44472106455 
1007	 9506.61733980907 
1008	 9564.2677749079 
1009	 9623.15319852608 
1010	 9681.55500643415 
1011	 9737.89050321327 
1012	 9796.79760236405 
1013	 9856.56944261296 
1014	 9915.052247476 
1015	 9969.69467367198 
1016	 10020.5964263093 
1017	 10073.8785648639 
1018	 10125.1226730163 
1019	 10177.5760361371 
1020	 10230.6169940994 
1021	 10277.5992646454 
1022	 10326.4470518235 
1023	 10377.8588724308 
1024	 10429.6409929693 
1025	 10483.5971325628 
1026	 10540.0475808171 
1027	 10593.8302430695 
1028	 10645.3955629923 
1029	 10699.5578878674 
1030	 10757.5394481395 
1031	 10818.6762165878 
1032	 10880.0079636219 
1033	 10939.4458913906 
1034	 10996.8813482232 
1035	 11049.2255512757 
1036	 11105.5156177346 
1037	 11161.7595673565 
1038	 11214.7775310831 
1039	 11272.16427722 
1040	 11326.7984587765 
1041	 11378.3770958521 
1042	 11430.1293921437 
1043	 11482.0728083852 
1044	 11532.9599644187 
1045	 11582.0318321722 
1046	 11629.9779317257 
1047	 11676.1127026635 
1048	 11722.9247835688 
1049	 11770.5042890091 
1050	 11815.7086749689 
1051	 11863.5245941229 
1052	 11906.8426396839 
1053	 11947.2237430546 
1054	 11991.0377040444 
1055	 12031.2784539979 
1056	 12069.6055915601 
1057	 12108.5275753518 
1058	 12144.4353242973 
1059	 12183.1774791359 
1060	 12225.4943684576 
1061	 12264.9611332322 
1062	 12303.7260099632 
1063	 12343.263417195 
1064	 12379.9103620653 
1065	 12417.404102714 
1066	 12459.5473892215 
1067	 12501.0506738467 
1068	 12545.4562106725 
1069	 12592.8414288599 
1070	 12638.2977609948 
1071	 12683.3593805938 
1072	 12726.5209949914 
1073	 12769.6615098199 
1074	 12818.0260222457 
1075	 12868.6773886868 
1076	 12921.6603684249 
1077	 12982.2716687212 
1078	 13036.4229494633 
1079	 13085.2719693615 
1080	 13141.9966524745 
1081	 13200.5813511078 
1082	 13259.8876057734 
1083	 13323.5445244038 
1084	 13388.1460516641 
1085	 13452.5474684557 
1086	 13519.504782528 
1087	 13588.4818498674 
1088	 13659.9742424041 
1089	 13733.6016820195 
1090	 13809.9449510156 
1091	 13892.0284293973 
1092	 13981.3878431769 
1093	 14069.7580264675 
1094	 14157.9845409244 
1095	 14255.0655311567 
1096	 14357.3204587123 
1097	 14462.2337601005 
1098	 14573.1979230108 
1099	 14687.0044308988 
1100	 14800.3555753252 
1101	 14921.7260862459 
1102	 15051.7206220964 
1103	 15183.4855101178 
1104	 15319.7124437706 
1105	 15459.0345503084 
1106	 15599.6714253238 
1107	 15745.4186842594 
1108	 15898.7769473026 
1109	 16054.8419669699 
1110	 16215.043352056 
1111	 16382.3377308462 
1112	 16549.1686879918 
1113	 16715.9486703422 
1114	 16889.5426134183 
1115	 17067.8448602745 
1116	 17248.5627963452 
1117	 17433.0107374707 
1118	 17621.54275116 
1119	 17810.4530801299 
1120	 18007.880752652 
1121	 18213.799490277 
1122	 18421.1343870912 
1123	 18636.3740749938 
1124	 18850.3304203397 
1125	 19063.1789456712 
1126	 19280.951017226 
1127	 19500.6568421485 
1128	 19722.7354187503 
1129	 19945.5865443289 
1130	 20173.8451539263 
1131	 20395.0745518567 
1132	 20614.9308401486 
1133	 20832.6960207528 
1134	 21046.3533108573 
1135	 21261.1850019221 
1136	 21476.9548127636 
1137	 21688.8735478803 
1138	 21899.7658537209 
1139	 22107.3331793919 
1140	 22312.2692594074 
1141	 22514.0605478608 
1142	 22713.0689529776 
1143	 22909.3892365149 
1144	 23102.0914725101 
1145	 23292.8725438393 
1146	 23480.8020018437 
1147	 23667.2265366521 
1148	 23851.6869206638 
1149	 24033.7315370435 
1150	 24214.6218230739 
1151	 24395.6068172382 
1152	 24570.1785708584 
1153	 24742.9038926138 
1154	 24909.0744937763 
1155	 25069.5495638852 
1156	 25226.2526752421 
1157	 25378.8713291865 
1158	 25526.4617742518 
1159	 25669.4885609303 
1160	 25807.6374510124 
1161	 25942.2316835942 
1162	 26069.3752358686 
1163	 26189.0432767093 
1164	 26306.3379011905 
1165	 26418.0871630628 
1166	 26525.6691908406 
1167	 26629.7809968412 
1168	 26730.5745459556 
1169	 26825.0971404703 
1170	 26915.515472007 
1171	 27000.9814231434 
1172	 27081.7701321298 
1173	 27159.4675245122 
1174	 27232.5964044497 
1175	 27301.9301074198 
1176	 27367.1877608625 
1177	 27430.29504303 
1178	 27488.7527533136 
1179	 27545.5220088593 
1180	 27600.7279652436 
1181	 27653.3060330401 
1182	 27701.4028449636 
1183	 27749.8859289914 
1184	 27797.3787013137 
1185	 27842.7530947453 
1186	 27885.2223937798 
1187	 27928.8394918091 
1188	 27974.4742269482 
1189	 28015.7563992457 
1190	 28055.2808498936 
1191	 28092.2483143989 
1192	 28132.515715065 
1193	 28166.9509965753 
1194	 28200.7295241498 
1195	 28236.0406083759 
1196	 28263.5655676102 
1197	 28281.3120627189 
1198	 28305.1998732685 
1199	 28329.551441399 
1200	 28350.932362983 
1201	 28374.5536427552 
1202	 28391.745113682 
1203	 28403.7424741755 
1204	 28414.9431549765 
1205	 28422.9194474191 
1206	 28430.2365112227 
1207	 28434.9034301914 
1208	 28439.6852383042 
1209	 28444.2268299877 
1210	 28446.8416077796 
1211	 28447.3587696725 
1212	 28448.5407506224 
1213	 28451.2791928065 
1214	 28451.0491126222 
1215	 28451.686102214 
1216	 28450.2172650702 
1217	 28446.9684510029 
1218	 28445.0947640665 
1219	 28441.3154374175 
1220	 28440.0320369729 
1221	 28436.0476884404 
1222	 28427.8531687391 
1223	 28424.8166387231 
1224	 28424.7751872092 
1225	 28420.4724040613 
1226	 28416.3007422046 
1227	 28413.0113033011 
1228	 28405.9057234843 
1229	 28403.8266078657 
1230	 28406.249933577 
1231	 28406.7556855219 
1232	 28406.6507686991 
1233	 28408.3075512231 
1234	 28412.6303377976 
1235	 28414.7974377183 
1236	 28415.9763610873 
1237	 28419.2863336343 
1238	 28421.4645573221 
1239	 28425.610079158 
1240	 28434.1757464769 
1241	 28443.3536555466 
1242	 28453.6412737946 
1243	 28465.4343430193 
1244	 28479.9218612973 
1245	 28498.9069965773 
1246	 28519.2413918931 
1247	 28539.2834014024 
1248	 28561.7715153976 
1249	 28582.2403858714 
1250	 28604.7634416683 
1251	 28629.0387166414 
1252	 28653.7075544475 
1253	 28679.6277437984 
1254	 28705.0433520191 
1255	 28728.5631304073 
1256	 28756.5885848805 
1257	 28786.7063938446 
1258	 28817.7459967337 
1259	 28853.1018492414 
1260	 28885.7233357952 
1261	 28918.4755605822 
1262	 28949.763902402 
1263	 28978.450406036 
1264	 29005.7220094269 
1265	 29027.8895773768 
1266	 29045.4673493774 
1267	 29060.2901454577 
1268	 29073.134125988 
1269	 29082.7739526213 
1270	 29086.6571741419 
1271	 29085.8391149142 
1272	 29080.9609921411 
1273	 29066.6113445238 
1274	 29047.2187352637 
1275	 29022.06907338 
1276	 28989.6189863503 
1277	 28956.3631431667 
1278	 28917.6723678018 
1279	 28873.9328420708 
1280	 28825.2725425158 
1281	 28773.0239054935 
1282	 28713.5802484646 
1283	 28655.671470279 
1284	 28593.1624523897 
1285	 28534.4096142233 
1286	 28477.6583466795 
1287	 28420.0978966858 
1288	 28363.2853305516 
1289	 28306.3923252148 
1290	 28249.051277781 
1291	 28190.8351186402 
1292	 28136.6672274557 
1293	 28088.8085728174 
1294	 28043.1302631896 
1295	 28002.7841584692 
1296	 27971.3476785908 
1297	 27945.4399211045 
1298	 27926.2257437872 
1299	 27911.340583596 
1300	 27900.3956354693 
1301	 27894.4045170809 
1302	 27894.0617186238 
1303	 27898.0175368832 
1304	 27907.624004636 
1305	 27920.5114374628 
1306	 27934.3217647755 
1307	 27954.0923671605 
1308	 27974.5245334432 
1309	 27993.8367524695 
1310	 28016.6005958073 
1311	 28041.0134728766 
1312	 28067.1178589447 
1313	 28095.7974484658 
1314	 28125.908124732 
1315	 28155.9815649955 
1316	 28189.1219332159 
1317	 28223.145889109 
1318	 28260.0472456577 
1319	 28298.2460499455 
1320	 28345.1693509612 
1321	 28393.5916928016 
1322	 28448.4201684294 
1323	 28508.7976255596 
1324	 28573.4104217677 
1325	 28642.5595902245 
1326	 28714.3791861238 
1327	 28794.1236227493 
1328	 28878.4499514974 
1329	 28967.1772331669 
1330	 29063.7452367432 
1331	 29164.1979741182 
1332	 29267.5550728448 
1333	 29377.6980036142 
1334	 29493.6149548708 
1335	 29613.0169211181 
1336	 29735.0743037281 
1337	 29862.2617813431 
1338	 29991.3462435932 
1339	 30118.126394255 
1340	 30245.6410370013 
1341	 30374.0291346553 
1342	 30499.458862483 
1343	 30622.5810254846 
1344	 30740.2118589886 
1345	 30844.9223361227 
1346	 30944.2645461321 
1347	 31034.3392145507 
1348	 31114.5502448591 
1349	 31187.0489064011 
1350	 31252.891669397 
1351	 31306.5956443834 
1352	 31346.7144148435 
1353	 31387.4235518721 
1354	 31419.4955264116 
1355	 31450.9595878821 
1356	 31488.0559291918 
1357	 31524.187977467 
1358	 31567.7401706285 
1359	 31624.860116012 
1360	 31690.5126613341 
1361	 31777.471878598 
1362	 31887.5108165791 
1363	 32015.1887335446 
1364	 32168.1303405496 
1365	 32335.1380447039 
1366	 32517.3299256648 
1367	 32708.8775151476 
1368	 32905.1439769918 
1369	 33099.6742925994 
1370	 33288.2411851381 
1371	 33455.5807398128 
1372	 33594.3744291508 
1373	 33708.0933615233 
1374	 33777.5160612362 
1375	 33813.0647017954 
1376	 33813.1367307048 
1377	 33783.3069932011 
1378	 33730.0449901068 
1379	 33663.6280925217 
1380	 33591.3773009751 
1381	 33518.0248172213 
1382	 33454.3166883374 
1383	 33396.0290020643 
1384	 33354.9141674945 
1385	 33328.1637071847 
1386	 33314.9416927403 
1387	 33316.5740805494 
1388	 33326.0839307126 
1389	 33344.7839548119 
1390	 33376.1041104776 
1391	 33416.6739671162 
1392	 33474.3044431155 
1393	 33544.9394208492 
1394	 33629.6797429566 
1395	 33731.2459026181 
1396	 33842.2443515191 
1397	 33957.9053091683 
1398	 34080.1388147412 
1399	 34205.4832458182 
1400	 34329.7984622882 
1401	 34458.4899189854 
1402	 34582.5446584062 
1403	 34694.6123003129 
1404	 34799.6555255472 
1405	 34885.3799636133 
1406	 34963.1464875723 
1407	 35037.7883987359 
1408	 35099.1848013388 
1409	 35161.3839882741 
1410	 35224.6348159136 
1411	 35276.1025612784 
1412	 35324.0766026081 
1413	 35365.441507861 
1414	 35399.777398639 
1415	 35438.7566247529 
1416	 35469.3492024097 
1417	 35493.7096295572 
1418	 35514.8901594643 
1419	 35521.0534979512 
1420	 35526.1099382823 
1421	 35531.7044736401 
1422	 35526.9481854881 
1423	 35521.2308087969 
1424	 35512.815291698 
1425	 35494.3791895214 
1426	 35469.6614721406 
1427	 35437.3347881493 
1428	 35398.2050222153 
1429	 35355.6012151331 
1430	 35313.3398943815 
1431	 35271.1717320824 
1432	 35224.6499382537 
1433	 35177.4344062074 
1434	 35130.1485372066 
1435	 35081.4462544688 
1436	 35034.6682039847 
1437	 34989.1469599972 
1438	 34943.5559568491 
1439	 34900.5264570508 
1440	 34859.7296500748 
1441	 34819.1293785199 
1442	 34777.7888435244 
1443	 34735.3475162084 
1444	 34695.1220177246 
1445	 34658.0890592313 
1446	 34625.3386822757 
1447	 34589.888576125 
1448	 34557.4881386011 
1449	 34520.3290538032 
1450	 34479.1348597931 
1451	 34439.8612528012 
1452	 34399.657833877 
1453	 34360.740192848 
1454	 34322.0445001917 
1455	 34279.3604019219 
1456	 34235.9343036948 
1457	 34185.808219826 
1458	 34131.7090756443 
1459	 34076.8774587727 
1460	 34015.6728400523 
1461	 33956.0470368176 
1462	 33892.7745437859 
1463	 33828.3854961834 
1464	 33765.6389250943 
1465	 33699.9740957978 
1466	 33636.9902165379 
1467	 33571.381857087 
1468	 33505.8018466246 
1469	 33443.114083348 
1470	 33382.1442923954 
1471	 33326.1434575723 
1472	 33273.2063079505 
1473	 33221.5048463986 
1474	 33172.572052284 
1475	 33124.9295723446 
1476	 33077.3776559236 
1477	 33031.6553372097 
1478	 32986.1207250222 
1479	 32942.151266023 
1480	 32897.0104106083 
