Wavelength	Reference_BlackABS00000.asd
1481	 32851.1750882409 
1482	 32810.4000118918 
1483	 32767.1207831445 
1484	 32723.6775468468 
1485	 32683.9642996381 
1486	 32641.4225445525 
1487	 32599.1601564294 
1488	 32559.5243180426 
1489	 32519.4582731125 
1490	 32480.5408576334 
1491	 32440.2949213518 
1492	 32397.3286038122 
1493	 32356.5649948332 
1494	 32315.7840889032 
1495	 32273.6348277139 
1496	 32231.5871363413 
1497	 32189.3359447626 
1498	 32144.4363566489 
1499	 32101.772601208 
1500	 32065.6720856913 
1501	 32029.0352848403 
1502	 31990.988690986 
1503	 31951.5966755905 
1504	 31909.2102823291 
1505	 31865.5136298452 
1506	 31823.7557428229 
1507	 31785.1441891048 
1508	 31746.1451725103 
1509	 31707.0505864721 
1510	 31668.7172948096 
1511	 31629.3297666485 
1512	 31587.7936551804 
1513	 31544.5909032714 
1514	 31501.5399544929 
1515	 31459.2621601315 
1516	 31419.9750853725 
1517	 31380.8023296371 
1518	 31338.2576838478 
1519	 31296.5625405345 
1520	 31252.3374937889 
1521	 31204.5344885165 
1522	 31158.8177677774 
1523	 31113.3783379218 
1524	 31067.8898774604 
1525	 31024.0902395764 
1526	 30981.5037315636 
1527	 30938.5557211938 
1528	 30894.0976548807 
1529	 30847.3049377754 
1530	 30800.231984517 
1531	 30753.950828968 
1532	 30705.0317209827 
1533	 30655.8966762959 
1534	 30606.6843459849 
1535	 30555.1076939892 
1536	 30503.875548302 
1537	 30455.7059808447 
1538	 30407.7234197679 
1539	 30357.476540573 
1540	 30308.7540975367 
1541	 30260.5210706135 
1542	 30212.1818668881 
1543	 30165.3148831547 
1544	 30113.8940652202 
1545	 30059.0076470668 
1546	 30006.8486338693 
1547	 29953.2810586446 
1548	 29899.0966847484 
1549	 29845.7361744742 
1550	 29790.554569103 
1551	 29735.3631605867 
1552	 29679.4208448782 
1553	 29622.5380256446 
1554	 29567.2477517123 
1555	 29510.7149492469 
1556	 29450.7232166464 
1557	 29392.7082869102 
1558	 29333.4674775745 
1559	 29269.6857033363 
1560	 29208.7513073038 
1561	 29150.1271866351 
1562	 29090.4378926988 
1563	 29030.7217379521 
1564	 28971.1538132331 
1565	 28910.219058649 
1566	 28847.0915146646 
1567	 28783.9915259528 
1568	 28720.8467880771 
1569	 28656.5401193906 
1570	 28590.4927864278 
1571	 28523.4929345112 
1572	 28454.9488808997 
1573	 28385.57454166 
1574	 28318.7782035048 
1575	 28253.778091199 
1576	 28189.8611897656 
1577	 28122.6335381269 
1578	 28052.5858596563 
1579	 27982.6431661488 
1580	 27910.8178827965 
1581	 27839.2305752049 
1582	 27768.70253364 
1583	 27697.4639877618 
1584	 27625.3102723136 
1585	 27553.7581673891 
1586	 27483.0411804177 
1587	 27411.9212840853 
1588	 27341.2399348372 
1589	 27271.3194739888 
1590	 27201.4265423624 
1591	 27130.2932835247 
1592	 27058.6685716351 
1593	 26986.0345624124 
1594	 26910.7487579566 
1595	 26835.0066286077 
1596	 26756.6564847046 
1597	 26680.1675210999 
1598	 26606.1813517738 
1599	 26532.0545181654 
1600	 26459.1031157519 
1601	 26383.4382309171 
1602	 26308.7006874243 
1603	 26233.5617957926 
1604	 26159.0261914357 
1605	 26084.8543065539 
1606	 26008.5215025512 
1607	 25932.3937574436 
1608	 25852.7820366463 
1609	 25773.2600979557 
1610	 25691.0928098483 
1611	 25602.5161869373 
1612	 25515.6280489789 
1613	 25429.2242889156 
1614	 25343.0255139252 
1615	 25262.0703499992 
1616	 25178.5510787926 
1617	 25092.4884479102 
1618	 25007.9948078963 
1619	 24918.8285674224 
1620	 24830.1461452822 
1621	 24739.2069273075 
1622	 24644.0883237412 
1623	 24551.178886515 
1624	 24455.3015066039 
1625	 24358.3271164875 
1626	 24263.308893174 
1627	 24167.290081834 
1628	 24071.9163095081 
1629	 23978.0170237056 
1630	 23883.8043605869 
1631	 23789.3617579837 
1632	 23695.3962140233 
1633	 23605.5645696653 
1634	 23516.0723158425 
1635	 23429.6864678479 
1636	 23348.5971840587 
1637	 23264.9356922951 
1638	 23183.9590315139 
1639	 23099.8968233586 
1640	 23011.5218032844 
1641	 22925.3860006072 
1642	 22841.8189781904 
1643	 22753.7057696225 
1644	 22664.2305791608 
1645	 22574.014105137 
1646	 22480.0094157278 
1647	 22385.2945121821 
1648	 22291.3695992019 
1649	 22194.2128471698 
1650	 22095.6370810723 
1651	 21993.7456098717 
1652	 21890.3534830283 
1653	 21782.2486250064 
1654	 21671.831375229 
1655	 21554.0341778549 
1656	 21433.550074314 
1657	 21302.6059513329 
1658	 21164.2997920688 
1659	 21016.9800170928 
1660	 20858.0965600331 
1661	 20697.3854035758 
1662	 20530.2644689372 
1663	 20358.7822333061 
1664	 20182.4297511781 
1665	 20002.9444513565 
1666	 19815.6481974991 
1667	 19631.9172982474 
1668	 19441.8012250637 
1669	 19266.7486883197 
1670	 19094.364941354 
1671	 18934.8372832348 
1672	 18786.2713573389 
1673	 18647.3772259744 
1674	 18516.5300179653 
1675	 18397.9631006545 
1676	 18292.1676727823 
1677	 18192.3756058933 
1678	 18102.1968137541 
1679	 18018.9534674681 
1680	 17943.7988634885 
1681	 17874.9388787263 
1682	 17814.9165759344 
1683	 17758.186317528 
1684	 17705.3593259695 
1685	 17656.4903936071 
1686	 17610.1279672617 
1687	 17574.68696721 
1688	 17538.3406727949 
1689	 17507.4732681599 
1690	 17475.8381749721 
1691	 17442.3475815518 
1692	 17410.7602000035 
1693	 17383.749293899 
1694	 17352.2735442025 
1695	 17318.2083483801 
1696	 17285.1938158536 
1697	 17249.0607516445 
1698	 17215.1188826549 
1699	 17183.6759386148 
1700	 17151.6142450485 
1701	 17118.4260293765 
1702	 17087.7665669043 
1703	 17059.111757255 
1704	 17029.9108537647 
1705	 17000.8268113006 
1706	 16974.1948891893 
1707	 16949.8847353845 
1708	 16922.8903599501 
1709	 16898.5790420244 
1710	 16869.3936661607 
1711	 16834.9537137436 
1712	 16802.5235028658 
1713	 16769.4314094829 
1714	 16735.8893180599 
1715	 16702.594510869 
1716	 16667.8357084067 
1717	 16629.7784283033 
1718	 16597.3933512712 
1719	 16567.3495025976 
1720	 16535.5350456628 
1721	 16505.0425759339 
1722	 16477.5414418177 
1723	 16449.1042270442 
1724	 16424.0883301701 
1725	 16404.9510685154 
1726	 16379.5080975082 
1727	 16354.8131755785 
1728	 16330.6269899376 
1729	 16306.7518263871 
1730	 16282.290213312 
1731	 16256.131398317 
1732	 16228.4646115449 
1733	 16203.4023487269 
1734	 16180.6461521381 
1735	 16157.6399823484 
1736	 16135.11764953 
1737	 16114.3619845982 
1738	 16094.1591936091 
1739	 16074.6928293074 
1740	 16057.3161714633 
1741	 16039.3727983913 
1742	 16021.8106211089 
1743	 16003.604010885 
1744	 15984.4002012968 
1745	 15967.4201586603 
1746	 15950.7683020263 
1747	 15935.4875876759 
1748	 15921.7531788229 
1749	 15910.242537835 
1750	 15900.6042230281 
1751	 15889.4915131348 
1752	 15880.525725866 
1753	 15869.2402907498 
1754	 15855.6623903795 
1755	 15845.5621617981 
1756	 9429.52085336236 
1757	 9550.51419621601 
1758	 9660.36924422193 
1759	 9779.53663290772 
1760	 9884.74878621128 
1761	 9997.72127352426 
1762	 10129.4230802994 
1763	 10264.7393922552 
1764	 10392.920679999 
1765	 10519.856353729 
1766	 10639.9767585478 
1767	 10753.608169415 
1768	 10873.3583733052 
1769	 10987.9269522677 
1770	 11108.1929569474 
1771	 11239.5904466287 
1772	 11370.6994965479 
1773	 11499.5569164459 
1774	 11632.2359759404 
1775	 11759.881320342 
1776	 11881.4158120289 
1777	 12009.3449469711 
1778	 12141.7506939099 
1779	 12264.9257081269 
1780	 12398.3726297731 
1781	 12519.0995030096 
1782	 12628.2210409783 
1783	 12762.5864084913 
1784	 12891.0593772565 
1785	 13019.0752649391 
1786	 13152.3982572446 
1787	 13282.8164284751 
1788	 13391.9258527523 
1789	 13514.1637589178 
1790	 13632.5578617349 
1791	 13752.4519782597 
1792	 13889.4973475012 
1793	 14011.4726683677 
1794	 14130.1809764628 
1795	 14240.8544939505 
1796	 14363.7514146623 
1797	 14481.9996941194 
1798	 14599.6828257588 
1799	 14730.7181350913 
1800	 14854.8848709828 
1801	 14974.2725571954 
1802	 15093.6801038909 
1803	 15198.8376504756 
1804	 15301.3844053175 
1805	 15385.3240320571 
1806	 15450.5525853451 
1807	 15511.475409532 
1808	 15565.5883487814 
1809	 15612.5812530116 
1810	 15669.5517860404 
1811	 15711.3051225398 
1812	 15755.3141360527 
1813	 15801.7765303261 
1814	 15838.3831462289 
1815	 15853.6673271076 
1816	 15892.8266745267 
1817	 15941.0280509134 
1818	 15980.1683977203 
1819	 16038.7439896836 
1820	 16109.1462641304 
1821	 16154.5195101775 
1822	 16190.953559288 
1823	 16217.4030898924 
1824	 16228.5050674136 
1825	 16239.7724139697 
1826	 16230.5181919964 
1827	 16239.9567944372 
1828	 16259.163018797 
1829	 16273.3329222821 
1830	 16286.7364078972 
1831	 16305.6624225315 
1832	 16325.5637409306 
1833	 16334.2377324877 
1834	 16358.808379068 
1835	 16388.0556933278 
1836	 16433.0297563092 
1837	 16492.7992286265 
1838	 16551.8859877168 
1839	 16624.3758313579 
1840	 16705.2736316543 
1841	 16771.9383898513 
1842	 16826.1134250215 
1843	 16896.6424796911 
1844	 16970.1686313458 
1845	 17042.1076286024 
1846	 17132.256191453 
1847	 17202.8734478529 
1848	 17262.9952889308 
1849	 17317.4725035241 
1850	 17365.1248698687 
1851	 17416.5767068741 
1852	 17466.8388840643 
1853	 17522.5255035872 
1854	 17566.774661877 
1855	 17609.0668881558 
1856	 17640.5929627274 
1857	 17670.1935359947 
1858	 17680.2844566997 
1859	 17677.5728105992 
1860	 17660.5853838863 
1861	 17623.5459102075 
1862	 17571.1147864173 
1863	 17523.5775208342 
1864	 17458.4130430153 
1865	 17425.4645121889 
1866	 17381.1123287811 
1867	 17384.1682492629 
1868	 17423.4932110127 
1869	 17466.87366803 
1870	 17541.9374909813 
1871	 17649.8812427882 
1872	 17767.9186784292 
1873	 17908.7319052825 
1874	 18050.3456771433 
1875	 18187.3314755421 
1876	 18306.2192454969 
1877	 18419.1479558192 
1878	 18505.1823540957 
1879	 18572.2388283593 
1880	 18620.4173927011 
1881	 18643.6470867067 
1882	 18653.2644884139 
1883	 18657.1436161929 
1884	 18648.0094809104 
1885	 18632.4214605868 
1886	 18613.415890455 
1887	 18587.7066727599 
1888	 18554.8897281733 
1889	 18511.1583056154 
1890	 18472.3750038809 
1891	 18417.8203138533 
1892	 18342.3487553375 
1893	 18262.9906629796 
1894	 18170.7618946928 
1895	 18080.1429278273 
1896	 18003.6965241458 
1897	 17939.4574452996 
1898	 17886.1258075985 
1899	 17842.25683569 
1900	 17809.6517478119 
1901	 17782.7411033925 
1902	 17776.6173127185 
1903	 17786.4402858758 
1904	 17807.5889573239 
1905	 17843.8435544095 
1906	 17859.980834076 
1907	 17865.6664005667 
1908	 17874.6972533768 
1909	 17871.3561012092 
1910	 17875.7003423674 
1911	 17890.3117614263 
1912	 17899.2823165362 
1913	 17904.8076983388 
1914	 17910.5233609855 
1915	 17916.477529748 
1916	 17917.3130856657 
1917	 17933.4990915303 
1918	 17958.9380449574 
1919	 17989.0042492125 
1920	 18033.3112810066 
1921	 18074.3333403958 
1922	 18125.2774863725 
1923	 18162.4713441569 
1924	 18198.0471887062 
1925	 18229.2959710439 
1926	 18250.5472176348 
1927	 18267.2987545652 
1928	 18296.3076772192 
1929	 18316.5337927534 
1930	 18336.7681489936 
1931	 18356.2582054636 
1932	 18374.7916536285 
1933	 18394.0360887807 
1934	 18405.4257037719 
1935	 18414.2926889675 
1936	 18420.3048959734 
1937	 18420.2915817303 
1938	 18417.2198967402 
1939	 18408.3733270577 
1940	 18402.5498279239 
1941	 18396.7224686502 
1942	 18383.7365388233 
1943	 18380.6035248729 
1944	 18387.4122662102 
1945	 18385.8158014472 
1946	 18388.2006245628 
1947	 18380.3833273377 
1948	 18362.1544055292 
1949	 18348.970686168 
1950	 18335.5343271898 
1951	 18316.7946081308 
1952	 18304.7516261594 
1953	 18279.3459322334 
1954	 18248.8422016519 
1955	 18206.2741961971 
1956	 18170.206786562 
1957	 18127.7498182664 
1958	 18091.9894255584 
1959	 18063.3901061048 
1960	 18027.3160966157 
1961	 17993.3860269651 
1962	 17952.3317598498 
1963	 17909.0452733158 
1964	 17856.8350074664 
1965	 17793.9768531065 
1966	 17733.1874159985 
1967	 17666.0884666547 
1968	 17588.0275425002 
1969	 17517.5976787819 
1970	 17446.0104731905 
1971	 17377.8444506608 
1972	 17317.7271695827 
1973	 17246.7143958918 
1974	 17174.0641498827 
1975	 17098.669031713 
1976	 17006.1489555261 
1977	 16928.2585653036 
1978	 16864.3033133894 
1979	 16792.3393334901 
1980	 16712.4925366472 
1981	 16632.4220690968 
1982	 16552.7788229696 
1983	 16463.8551388409 
1984	 16376.0721389451 
1985	 16298.438324772 
1986	 16208.6358678838 
1987	 16101.5634744014 
1988	 16004.99792061 
1989	 15908.8499599447 
1990	 15814.8722597835 
1991	 15728.0267794251 
1992	 15637.9319767355 
1993	 15534.3790322011 
1994	 15436.1578411188 
1995	 15343.2278735397 
1996	 15248.4537744151 
1997	 15156.805127815 
1998	 15079.2547999021 
1999	 14987.0663101267 
2000	 14883.0843227749 
2001	 14784.5160577923 
2002	 14685.1266567634 
2003	 14585.5288170871 
2004	 14480.2340113486 
2005	 14389.9635273311 
2006	 14295.9974648223 
2007	 14195.6115287792 
2008	 14105.3211794955 
2009	 14010.5132313403 
2010	 13914.3892254041 
2011	 13813.1832649644 
2012	 13721.9810443839 
2013	 13631.97650248 
2014	 13545.8498617748 
2015	 13476.9852083736 
2016	 13391.1852573759 
2017	 13294.1194655199 
2018	 13201.2716878675 
2019	 13102.2680388923 
2020	 13003.5441813218 
2021	 12911.4174658427 
2022	 12828.8306589394 
2023	 12749.9018999606 
2024	 12664.9003051945 
2025	 12585.7721238328 
2026	 12514.6112469362 
2027	 12438.1465850705 
2028	 12360.8732576459 
2029	 12285.8116347703 
2030	 12210.9493675655 
2031	 12131.8904597274 
2032	 12056.9886086687 
2033	 11969.0254134205 
2034	 11875.6656654237 
2035	 11795.1071022526 
2036	 11714.0839205565 
2037	 11652.3905477834 
2038	 11606.792834148 
2039	 11562.9864942367 
2040	 11512.3484113083 
2041	 11462.5475825472 
2042	 11406.7685020403 
2043	 11335.4975101176 
2044	 11273.9935051818 
2045	 11217.3491209797 
2046	 11157.3369367521 
2047	 11093.2203873632 
2048	 11041.0925146368 
2049	 10993.2644259022 
2050	 10947.7373484985 
2051	 10909.8251630943 
2052	 10872.5537716137 
2053	 10824.7574439492 
2054	 10769.3225803172 
2055	 10711.8359624266 
2056	 10660.2722105012 
2057	 10614.212069231 
2058	 10573.3024164827 
2059	 10526.5889506884 
2060	 10477.2579245336 
2061	 10429.9045185139 
2062	 10379.7553384409 
2063	 10332.7727921904 
2064	 10287.5563475445 
2065	 10246.688536795 
2066	 10214.4487142039 
2067	 10176.3649571646 
2068	 10131.6089047648 
2069	 10085.5472314315 
2070	 10035.7310374813 
2071	 9976.80659054011 
2072	 9911.63859109077 
2073	 9855.31175635532 
2074	 9794.29752462948 
2075	 9734.37509078899 
2076	 9684.26035889386 
2077	 9649.59126397141 
2078	 9604.11708314224 
2079	 9558.66954760839 
2080	 9515.04058747961 
2081	 9466.22462494237 
2082	 9429.39411599218 
2083	 9400.60118284448 
2084	 9350.57529393976 
2085	 9300.99679168159 
2086	 9246.39007069053 
2087	 9173.39781576703 
2088	 9114.98314192564 
2089	 9062.27518467723 
2090	 9015.73916871362 
2091	 8979.44514458289 
2092	 8936.47027247759 
2093	 8888.11025571887 
2094	 8835.45174794438 
2095	 8777.45725310154 
2096	 8707.85257730432 
2097	 8646.15800872238 
2098	 8585.55506872612 
2099	 8520.67713660968 
2100	 8463.53483092211 
2101	 8419.02243446563 
2102	 8376.66660397677 
2103	 8330.74187604667 
2104	 8281.17292457702 
2105	 8228.04224274503 
2106	 8163.99426434393 
2107	 8111.49250224302 
2108	 8051.38601461627 
2109	 7983.17829217626 
2110	 7918.8314996697 
2111	 7834.97672295081 
2112	 7761.77755169588 
2113	 7701.2786023224 
2114	 7637.54475389101 
2115	 7580.94237391208 
2116	 7519.4344581557 
2117	 7450.00707771789 
2118	 7386.512000516 
2119	 7322.92467115243 
2120	 7267.74067096765 
2121	 7212.9491614072 
2122	 7163.49607474103 
2123	 7108.68444738202 
2124	 7053.05353747758 
2125	 7005.57832849029 
2126	 6959.57420168927 
2127	 6917.20043104556 
2128	 6887.34125045076 
2129	 6852.08723279675 
2130	 6809.0223172563 
2131	 6774.97218765119 
2132	 6730.79880510508 
2133	 6684.02621473637 
2134	 6648.89675982172 
2135	 6613.70601969878 
2136	 6576.24193127836 
2137	 6549.03056639978 
2138	 6531.86104288814 
2139	 6510.12670257102 
2140	 6490.95963920548 
2141	 6475.88806869634 
2142	 6451.43868450668 
2143	 6421.76037252908 
2144	 6396.17707210756 
2145	 6360.62193905009 
2146	 6343.2517802122 
2147	 6334.76221694538 
2148	 6322.56015993299 
2149	 6334.9809585799 
2150	 6347.96251600702 
2151	 6363.3316978189 
2152	 6409.88617057599 
2153	 6457.04403219053 
2154	 6500.2284586651 
2155	 6551.69975280749 
2156	 6585.89033278336 
2157	 6617.4752643921 
2158	 6653.73940577882 
2159	 6686.0986902544 
2160	 6725.68522760851 
2161	 6771.05273291823 
2162	 6816.99683177293 
2163	 6868.90559375834 
2164	 6921.42314792349 
2165	 6960.06495117917 
2166	 6992.97625279937 
2167	 7007.64254794669 
2168	 7012.77754311362 
2169	 7017.1634180489 
2170	 7023.4537878816 
2171	 7034.84646495679 
2172	 7045.17453191721 
2173	 7057.58225837476 
2174	 7073.4165684714 
2175	 7085.68094293589 
2176	 7107.71452413772 
2177	 7139.85268504477 
2178	 7178.7262650851 
2179	 7228.81783818863 
2180	 7274.79069640121 
2181	 7312.19254316498 
2182	 7338.94307844241 
2183	 7359.40945725052 
2184	 7364.7940476078 
2185	 7372.9382179726 
2186	 7378.52626349226 
2187	 7383.57074985975 
2188	 7385.147484863 
2189	 7393.9781774743 
2190	 7391.49624959877 
2191	 7374.87028065949 
2192	 7342.64257235026 
2193	 7303.39094666556 
2194	 7265.23039829274 
2195	 7224.16534002311 
2196	 7197.6430190454 
2197	 7169.77062909668 
2198	 7138.55342693723 
2199	 7120.95658676702 
2200	 7102.78929303058 
2201	 7082.21702732894 
2202	 7076.08594253324 
2203	 7078.10814503606 
2204	 7071.31282932392 
2205	 7072.87139091092 
2206	 7070.16933624439 
2207	 7054.53962926321 
2208	 7048.49848745613 
2209	 7040.21457261068 
2210	 7028.83962200202 
2211	 7016.90949486174 
2212	 7001.0682806226 
2213	 6979.89575843591 
2214	 6960.15066151551 
2215	 6940.12990933585 
2216	 6917.92014408001 
2217	 6900.29381499193 
2218	 6871.08262206819 
2219	 6837.27652991581 
2220	 6790.39515796268 
2221	 6741.34246775365 
2222	 6690.8473536818 
2223	 6649.59196264591 
2224	 6613.84616824322 
2225	 6575.41822575511 
2226	 6537.51010642223 
2227	 6496.27034388929 
2228	 6456.83298338745 
2229	 6414.10944437264 
2230	 6372.04033057803 
2231	 6328.76297678931 
2232	 6280.18608695659 
2233	 6240.72571285192 
2234	 6201.0077343065 
2235	 6160.91293249603 
2236	 6121.26017714261 
2237	 6072.71170125102 
2238	 6030.88221656407 
2239	 5986.93500137253 
2240	 5941.25474356985 
2241	 5907.50661172883 
2242	 5864.98301959131 
2243	 5826.32812139474 
2244	 5791.52941197139 
2245	 5754.56710635996 
2246	 5718.80540842617 
2247	 5682.83344587368 
2248	 5643.9425924152 
2249	 5607.70788618454 
2250	 5569.52969786978 
2251	 5534.23883669769 
2252	 5499.55185918433 
2253	 5469.76969407795 
2254	 5445.28264065035 
2255	 5422.90258155153 
2256	 5405.26117159017 
2257	 5386.75359563595 
2258	 5371.56669493667 
2259	 5352.16763187434 
2260	 5323.66464938493 
2261	 5297.01050733131 
2262	 5266.37179212455 
2263	 5236.09079351651 
2264	 5201.04291848373 
2265	 5168.21961781747 
2266	 5135.30867105925 
2267	 5091.98878213949 
2268	 5054.98066074552 
2269	 5014.66727951191 
2270	 4971.30460601754 
2271	 4937.79542537713 
2272	 4913.20697786198 
2273	 4890.59731134567 
2274	 4862.65428449274 
2275	 4826.78823299577 
2276	 4782.9209857732 
2277	 4743.56762854382 
2278	 4710.39895129206 
2279	 4673.32203324134 
2280	 4642.74528249885 
2281	 4611.87857549922 
2282	 4581.80767130519 
2283	 4562.88584642668 
2284	 4529.67475909785 
2285	 4491.31832047133 
2286	 4455.70050558198 
2287	 4410.60055699778 
2288	 4376.00775993022 
2289	 4353.70023677172 
2290	 4317.95574191813 
2291	 4277.13717305452 
2292	 4241.59403838763 
2293	 4195.02622520695 
2294	 4170.75469212911 
2295	 4166.4141138119 
2296	 4146.40662871222 
2297	 4137.73667449594 
2298	 4106.43171361557 
2299	 4050.90273037379 
2300	 4011.74495396886 
2301	 3966.8498335172 
2302	 3934.39674097927 
2303	 3912.14767895383 
2304	 3892.13287598779 
2305	 3880.18970033458 
2306	 3865.56832658297 
2307	 3855.23302903276 
2308	 3842.68249161419 
2309	 3834.46163699194 
2310	 3808.52279953117 
2311	 3786.75218820939 
2312	 3760.12815974236 
2313	 3727.95021503549 
2314	 3692.42750790116 
2315	 3643.80075117224 
2316	 3605.99158056073 
2317	 3556.29397306035 
2318	 3508.74566782394 
2319	 3477.47642994328 
2320	 3437.89248877964 
2321	 3410.50633059131 
2322	 3389.16113561616 
2323	 3367.37387830849 
2324	 3349.42962596452 
2325	 3324.65686258331 
2326	 3307.36991661647 
2327	 3283.13315098185 
2328	 3247.8846228575 
2329	 3213.40139426548 
2330	 3168.35719607076 
2331	 3128.97363411836 
2332	 3094.1776015474 
2333	 3064.81795066281 
2334	 3034.74924396608 
2335	 2999.16885177511 
2336	 2970.48113106252 
2337	 2933.75050930969 
2338	 2893.79955322446 
2339	 2866.63915994207 
2340	 2838.05142927447 
2341	 2811.39663381508 
2342	 2805.766546629 
2343	 2787.67504490746 
2344	 2761.79440909137 
2345	 2744.58932502176 
2346	 2715.65437963798 
2347	 2697.14410601609 
2348	 2682.79004850963 
2349	 2661.98463423998 
2350	 2642.18305708447 
2351	 2608.01873595978 
2352	 2575.56622170546 
2353	 2544.05631594635 
2354	 2508.25186497891 
2355	 2481.65095307703 
2356	 2453.9627263403 
2357	 2427.30441420229 
2358	 2407.93636996239 
2359	 2390.91872846937 
2360	 2375.96486447312 
2361	 2360.08992525566 
2362	 2336.51839091047 
2363	 2311.17040175402 
2364	 2281.37941891998 
2365	 2254.04536181975 
2366	 2239.80968165843 
2367	 2223.66081017487 
2368	 2201.92872418437 
2369	 2176.98817505677 
2370	 2147.60022851936 
2371	 2125.02827269502 
2372	 2110.49130741704 
2373	 2094.74945990957 
2374	 2082.87799747954 
2375	 2060.41215703323 
2376	 2033.71866255709 
2377	 2012.58653734342 
2378	 1985.45456685643 
2379	 1972.54653321717 
2380	 1960.80820695791 
2381	 1939.12556525921 
2382	 1923.22940660764 
2383	 1901.87075811333 
2384	 1876.8290631095 
2385	 1850.73957849467 
2386	 1821.32482313893 
2387	 1794.37948817295 
2388	 1766.25087567524 
2389	 1749.82899524693 
2390	 1738.33997089066 
2391	 1726.67291548776 
2392	 1715.79286040256 
2393	 1702.70967513155 
2394	 1694.3120267636 
2395	 1676.37185241254 
2396	 1660.90240672927 
2397	 1640.50202179305 
2398	 1612.7455628261 
2399	 1597.49319279856 
2400	 1583.35668810492 
2401	 1570.3675972808 
2402	 1562.76472920719 
2403	 1558.7806287244 
2404	 1551.33996094314 
2405	 1540.93156391184 
2406	 1530.00009603794 
2407	 1510.44513126372 
2408	 1489.03476337226 
2409	 1468.49767688039 
2410	 1450.1874205242 
2411	 1439.66258458282 
2412	 1426.68362457039 
2413	 1412.24980894472 
2414	 1405.51934024295 
2415	 1389.71077850109 
2416	 1365.81675779125 
2417	 1349.28258913364 
2418	 1323.50514290019 
2419	 1302.89539176876 
2420	 1289.18272505203 
2421	 1263.57029487977 
2422	 1247.39581945296 
2423	 1235.57239263287 
2424	 1221.77283984202 
2425	 1220.83630087289 
2426	 1222.74830465757 
2427	 1207.25470175074 
2428	 1191.03823080403 
2429	 1177.05909927939 
2430	 1155.56983755818 
2431	 1137.94576464964 
2432	 1116.77446816309 
2433	 1097.23106949801 
2434	 1076.0694117692 
2435	 1058.47200992454 
2436	 1050.59461231697 
2437	 1040.70390870895 
2438	 1033.1830073072 
2439	 1030.43610026471 
2440	 1027.2926085402 
2441	 1020.94214170107 
2442	 1017.24373338457 
2443	 1010.76838362425 
2444	 1006.44862053669 
2445	 1004.18688337214 
2446	 995.49563137286 
2447	 986.12212302167 
2448	 971.415907764896 
2449	 954.784830103677 
2450	 940.554992081339 
2451	 930.344266678832 
2452	 921.878831735522 
2453	 914.959496913965 
2454	 910.286481347818 
2455	 896.638286671497 
2456	 887.989216245741 
2457	 878.155745469706 
2458	 855.828774693831 
2459	 837.631028486345 
2460	 820.276781296111 
2461	 802.751989271446 
2462	 800.285382228676 
2463	 801.121920210013 
2464	 795.711333762771 
2465	 789.061663764674 
2466	 781.02903560473 
2467	 777.708405417966 
2468	 771.616326468355 
2469	 773.134053908921 
2470	 769.756198656906 
2471	 756.619255591009 
2472	 743.085518885154 
2473	 718.111066597033 
2474	 710.852543250365 
2475	 710.554193273967 
2476	 698.390028155037 
2477	 703.208129190046 
2478	 698.795650710301 
2479	 685.310914561488 
2480	 683.269415463184 
2481	 676.558524352541 
2482	 671.201596894618 
2483	 665.270926894907 
2484	 664.562323423471 
2485	 657.875877047155 
2486	 648.240222116072 
2487	 645.067413348829 
2488	 623.378691372593 
2489	 604.692716115361 
2490	 590.751151072264 
2491	 570.098741990483 
2492	 561.815054531795 
2493	 555.928824328714 
2494	 555.425750503575 
2495	 554.827634760346 
2496	 545.4443949188 
2497	 537.116033303581 
2498	 510.844612837571 
2499	 485.73828900818 
2500	 468.765274455372 
