Wavelength	2mm_BlackABS00000.asd
350	 0.278488158800239 
351	-0.361463817722466 
352	-7.38525074297384E-02 
353	 0.690722340893538 
354	 0.94652263291416 
355	 0.866382316032427 
356	 0.754919648368425 
357	 0.637155227534137 
358	 0.062112546200267 
359	-0.415418907531674 
360	 0.54110832548865 
361	 0.312015181939179 
362	-0.188464602770011 
363	 0.16818492530092 
364	-0.545977715298748 
365	 3.29610981874851E-02 
366	 1.62907346454752 
367	 0.459167335953454 
368	-0.155991227305537 
369	-0.101928776577871 
370	-0.169243732049028 
371	 1.71968172802478E-02 
372	 0.671923989825684 
373	 1.38206230691232 
374	 0.34380859423977 
375	-0.344502886214668 
376	-3.47600646947876E-02 
377	 1.04790030196877 
378	 0.644783392025455 
379	 4.14116934130965E-02 
380	 0.416982690046 
381	 1.13573345472791 
382	 0.578954227692798 
383	-0.408813460106969 
384	 1.12560054758283 
385	 0.808346745426995 
386	 0.142670703580331 
387	 1.24870013305407 
388	 1.70568889883999 
389	 1.40688097433742 
390	 1.04063316826041 
391	 2.64818430381261 
392	 1.16649459971501 
393	-0.785236808897004 
394	 1.79159740080718 
395	 3.48891528185862 
396	 2.94909099078703 
397	 0.761830098057635 
398	 1.02177870295848 
399	 1.50449841657678 
400	 1.36885431683029 
401	 0.737481581410476 
402	 1.06260911961748 
403	 1.26380513927039 
404	 0.303795042695773 
405	 0.262010751699408 
406	 1.05923444685879 
407	 1.88123376563481 
408	 0.762310943308119 
409	 0.298440127093948 
410	 0.20704632685826 
411	-0.737824281266274 
412	-0.43100482528697 
413	 0.595099506947722 
414	 1.40654337663056 
415	 0.869549786873659 
416	 0.789635683908904 
417	 1.12756237847584 
418	 0.2323853091192 
419	-0.39293933137117 
420	-6.68271202409921E-02 
421	 1.25094596585464 
422	 1.4566545754572 
423	 1.57183199727731 
424	 2.04745791528303 
425	 1.8907847076536 
426	 1.22590728918176 
427	 0.700626559471778 
428	 1.18741768177547 
429	 0.731354306876169 
430	 0.164985493553181 
431	 0.46457494465658 
432	 1.21908634690436 
433	 1.59807726429766 
434	 1.53125881798072 
435	 2.01174911800694 
436	 0.639911619652241 
437	-0.820512758184671 
438	 0.518664026765349 
439	 1.8343078700941 
440	 1.49906795882918 
441	-0.446795771523315 
442	 7.37091008205518E-02 
443	 0.243955982175817 
444	-0.326075780411478 
445	 6.37278192077329E-02 
446	-0.646876183897489 
447	-0.902558541846399 
448	 1.04483330016199 
449	 1.33562502605871 
450	 0.640459761535776 
451	 0.109218064199385 
452	 1.36328002629679 
453	 1.82788541353664 
454	 0.926462885062247 
455	-0.561412405254387 
456	-0.613793842065412 
457	-0.342318524227157 
458	-0.871377759095544 
459	 0.928963359534877 
460	 2.44650828443458 
461	 2.12274118960846 
462	 0.208298051862901 
463	 0.130036723053718 
464	 0.581902889196704 
465	-2.05625972225192 
466	-1.18610607677162 
467	 0.559222912279993 
468	 0.134640774945445 
469	 0.888688179409439 
470	 0.483123909337593 
471	-1.19868445855787 
472	-0.552164295009663 
473	-0.10130500844362 
474	-0.178052754993134 
475	-0.232646390297222 
476	-0.375000991726717 
477	-0.667115949880551 
478	-0.966763095632961 
479	-0.337154561517352 
480	 0.330849325907309 
481	 0.280292310060155 
482	-1.31588211928021 
483	-1.06190766722384 
484	 0.40508449198863 
485	 0.684710754401591 
486	-0.303791448897682 
487	-0.424374383181168 
488	 1.16030673233177 
489	-0.473163590040513 
490	-2.32854679503406 
491	-2.60995699081124 
492	-0.819664290519134 
493	 0.131631119469195 
494	-4.24795567129891E-02 
495	-0.369113836255721 
496	 0.766558273416865 
497	 0.813377983690736 
498	-1.56008109349607 
499	-1.57931485334325 
500	-0.771362411284825 
501	 2.36018674349432E-02 
502	 0.892667807241801 
503	 0.85148822165374 
504	 0.150642340555095 
505	-0.428297361355543 
506	-1.23945444893371 
507	-1.2055844648848 
508	 5.28265970854774E-02 
509	 3.55424341389154E-03 
510	-0.595612233515938 
511	-1.05698194581649 
512	-0.688808143998643 
513	-0.860643776285922 
514	-1.43304947475792 
515	-1.57568085129043 
516	-0.633940275542844 
517	 0.127290676274759 
518	-0.132405135763301 
519	 0.678486608000093 
520	 0.186221475285313 
521	-1.50848084017634 
522	-0.42399397146588 
523	-0.875082582436255 
524	-1.91712818638243 
525	-0.541608992302976 
526	-1.11278416679521 
527	-1.42423040570732 
528	 0.307821547754093 
529	-0.899730627539294 
530	-0.930948021421408 
531	 0.955778099746265 
532	-0.401569217734144 
533	-1.49203962305364 
534	-1.61027732560343 
535	-1.32358891946278 
536	-1.64043262455922 
537	-1.64523532351244 
538	-0.62659203837692 
539	-0.767677139583621 
540	-1.01021654429302 
541	-0.888882554758566 
542	-1.42473914428748 
543	-0.667933934077757 
544	 0.677066158873173 
545	 0.268043614932113 
546	-1.10096085390119 
547	-2.00018812386475 
548	-1.35216538929663 
549	-0.986697188110773 
550	-1.06148562193504 
551	-1.23358381904779 
552	-0.111950551540824 
553	-0.179264960897383 
554	-1.47699312144439 
555	-2.24843301946999 
556	-2.45178910711705 
557	-1.8540127121504 
558	-0.590745774518525 
559	-0.940408337550951 
560	-1.36235709063262 
561	-0.897085198107211 
562	-0.865796766479739 
563	-1.00376842308013 
564	-1.03971171657852 
565	-0.604341292397935 
566	-1.02850770620852 
567	-1.71675358209158 
568	-1.59201923615541 
569	-1.85599135993892 
570	-1.98317834388131 
571	-1.50845410135068 
572	-0.650952387608352 
573	-0.225232292842175 
574	-0.014643327986735 
575	 1.6585436954026 
576	 0.608426508996551 
577	-1.55237996658282 
578	-1.06332529127064 
579	-0.891686174082901 
580	-1.09596167677847 
581	-1.26580396147433 
582	-0.890252077400809 
583	-1.1756647921791 
584	-1.98206618796933 
585	-0.856694451981491 
586	-0.269845772856021 
587	-0.748721611327599 
588	-1.81275476947092 
589	-1.47872995905998 
590	-1.09724082322505 
591	-1.97993807726083 
592	-1.51108483941766 
593	-1.05045420500942 
594	-1.23715004028399 
595	-0.955300003738555 
596	-0.851323582109214 
597	-1.30181492738082 
598	-2.52102184225953 
599	-1.51054496963482 
600	-0.243880168227005 
601	-1.13104504603153 
602	 0.207985834641514 
603	 0.768172470970382 
604	-0.956815126071154 
605	-1.60708543842127 
606	-1.92437746175796 
607	-1.66624528420879 
608	 0.263860460834937 
609	 1.11342915316947 
610	 0.454887072115247 
611	-1.11612584937211 
612	-2.09187935842712 
613	-2.38264680364027 
614	-2.10366220386362 
615	-1.06015252480956 
616	-0.659660199085092 
617	-1.10052606510612 
618	-1.07800421131378 
619	-1.67418246414825 
620	-2.51686115426737 
621	-2.68084837132684 
622	-2.61259199004416 
623	-1.71947680598389 
624	-0.117993787495748 
625	-1.43212987742064 
626	-2.08730037620342 
627	-0.986642265235425 
628	-1.1970240745795 
629	-2.02145502445814 
630	-2.1639054906123 
631	 1.94630654350346E-02 
632	-0.529844959737511 
633	-2.41041957316849 
634	-3.09933885700158 
635	-2.63143153064199 
636	-1.66294421377952 
637	-0.850381544694841 
638	-0.817500700191196 
639	-1.26908613988235 
640	-1.83502888375791 
641	-2.01439220842864 
642	-1.42011357828505 
643	-0.867500986108656 
644	-1.25069945931599 
645	-1.25761652943672 
646	-1.17189578411104 
647	-1.49636931050385 
648	-3.36066758123067 
649	-2.81020937431187 
650	-0.379333068429043 
651	-1.14749535889594 
652	-0.429375729013043 
653	 0.459859054809657 
654	-1.29199539499957 
655	-2.27208680329733 
656	-1.74885691385669 
657	-0.226491357952833 
658	-0.792834019621234 
659	-1.69478148704678 
660	-2.00952012125729 
661	-1.743841794073 
662	-1.56283827018012 
663	-1.67968508626597 
664	-2.04516645416234 
665	-1.95435619945886 
666	-1.83683596852283 
667	-2.02875864940082 
668	-1.51748095932312 
669	-1.69678670553841 
670	-2.71094491762053 
671	-2.63387393229551 
672	-1.58181128473982 
673	-0.725217297686387 
674	-1.85466294438241 
675	-1.9946396295521 
676	-1.60212148534926 
677	-1.67896923856413 
678	-2.01320681633735 
679	-1.79872706224361 
680	-1.04614588797156 
681	-1.52219421401847 
682	-1.56020714511124 
683	-1.60108799901548 
684	-3.39306557479159 
685	-2.11730978534322 
686	-7.55936058438048E-02 
687	-0.698186456000204 
688	-1.7960247858638 
689	-2.56596942485026 
690	-2.62036912732218 
691	-2.12054728339321 
692	-1.61263734603791 
693	-1.21558484206617 
694	-0.683392732217687 
695	-1.34614846780997 
696	-2.51129510873538 
697	-2.86777861777889 
698	-1.85150272312411 
699	-0.687799956131795 
700	-0.421141360886457 
701	-1.29427927538936 
702	-2.19469232912744 
703	-2.24055841005865 
704	-0.605923997411228 
705	-0.644488957306727 
706	-1.73768160213501 
707	-1.98563808452046 
708	-2.36129246357349 
709	-1.73263702577704 
710	 1.43686328739285E-02 
711	-0.764400373509231 
712	-1.53738020536543 
713	-1.36087113332317 
714	-0.919743108663242 
715	-1.49614724134357 
716	-2.49697564642828 
717	-2.58651320303304 
718	-1.76745142943132 
719	-1.46317491802462 
720	-2.26752551782247 
721	-1.23560561576098 
722	-1.32556593316083 
723	-2.66549697118898 
724	-1.63524709588038 
725	-2.172032178397 
726	-3.20347105224242 
727	-1.90111936393005 
728	-0.332104251484594 
729	-0.240429189393409 
730	-2.13209247929262 
731	-2.73334346216981 
732	-2.79045664977361 
733	-2.66483982822876 
734	-2.13504389086778 
735	-1.67178681950014 
736	-1.64050478555275 
737	-2.19602653950703 
738	-1.37950239966197 
739	-1.23750851997784 
740	-2.8040111295419 
741	-0.885895491237464 
742	-0.820852197449753 
743	-3.07364510811239 
744	-1.21249424856242 
745	-0.166664173084885 
746	-0.649530086104042 
747	-1.65051252645218 
748	-2.09600070345972 
749	-2.1550666511405 
750	-2.08188948784906 
751	-1.35659394038595 
752	-1.42544886311369 
753	-2.46784289095771 
754	-3.10272942244167 
755	-2.20993744630461 
756	-1.07966138488239 
757	-1.84079774123571 
758	-2.16853607102528 
759	-1.97745445144881 
760	-1.78088999724033 
761	-3.2777924732297 
762	-2.42107874881047 
763	 0.370712549339542 
764	-0.825437363922514 
765	-1.80032276432508 
766	-1.71546693113517 
767	-1.07452873360893 
768	-1.98682613441989 
769	-2.56370589710222 
770	-1.64649800398233 
771	-1.69184525088702 
772	-2.32920303582794 
773	-2.63087846422044 
774	-0.924070737012433 
775	-0.589978829836048 
776	-1.01809093692245 
777	-0.598244355070722 
778	-1.44475312108595 
779	-1.86938563635017 
780	-1.08314997043142 
781	-1.51112404251488 
782	-1.85055928888316 
783	-1.64847713013218 
784	-1.07274492898105 
785	-0.617754664637041 
786	-0.630417629218092 
787	-1.1986995675305 
788	-1.43580063659238 
789	-1.0628614034236 
790	-0.335953424244438 
791	-0.467197495711847 
792	-1.11606990843776 
793	-2.08253292483863 
794	-3.11533008006484 
795	-2.49816680211659 
796	-1.88459991869096 
797	-2.63737379647077 
798	-1.13177243973856 
799	 0.368918487766176 
800	 0.173068924657072 
801	-2.77930434179473 
802	-2.75416864454149 
803	-1.31390518028075 
804	-2.99260971875524 
805	-2.38224048297488 
806	-1.36174024088626 
807	-1.88916421432236 
808	-2.71393780754402 
809	-1.99351678633211 
810	-0.288533655478991 
811	-0.840444217388762 
812	-1.54910422572955 
813	-1.87891093546488 
814	-1.83122270526273 
815	-2.07141852129274 
816	-1.48543925930614 
817	-9.33246613485308E-02 
